Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_2,90,3,4,0,0,0,96,0,96,53.971,2,2,414.034,134.419,0,1.568,9.351,0.067,0.852,1.813,4.240,4.829,3.054,4.389,0.447
Track_3,97,0,0,0,0,0,96,0,96,231.500,3,3,369.507,268.745,0,3.421,9.288,0.361,3.328,2.038,4.459,5.079,3.914,4.447,0.245
Track_4,25,0,0,0,0,0,24,0,24,91.711,4,4,482.727,162.045,0,6.466,16.768,1.674,5.020,4.568,3.965,4.642,3.334,3.924,0.331
Track_6,75,2,2,0,0,0,77,0,77,46.200,6,6,475.045,262.479,0,3.494,14.471,0.324,2.865,2.778,3.754,4.304,3.113,3.779,0.291
Track_9,45,2,1,0,0,0,46,0,46,62.516,9,9,186.078,482.647,0,2.624,7.867,0.575,2.091,1.783,3.661,4.238,3.010,3.741,0.383
Track_12,97,0,0,0,0,0,96,0,96,192.603,12,12,495.357,536.738,0,4.454,23.684,0.224,3.269,4.118,6.141,6.251,5.989,6.147,0.065
Track_14,57,2,1,0,0,0,58,0,58,47.184,14,14,306.156,614.509,0,2.450,8.007,0.456,2.141,1.565,3.240,3.549,3.032,3.224,0.114
Track_15,67,8,3,0,0,0,76,0,76,50.070,15,15,312.423,622.417,0,2.897,9.371,0.171,2.638,1.640,3.291,4.202,3.019,3.243,0.234
Track_16,97,0,0,0,0,0,96,0,96,39.048,16,16,350.664,650.557,0,3.929,13.531,0.000,3.317,2.963,4.615,5.224,3.449,4.611,0.324
Track_23,34,0,0,0,0,0,33,7,40,29.392,23,23,417.391,23.594,0,5.013,15.784,0.497,4.488,3.805,4.329,4.855,3.113,4.378,0.327
Track_26,51,0,0,0,0,0,50,12,62,42.238,26,26,416.633,117.326,0,2.273,11.093,0.100,1.340,2.754,4.703,5.116,3.726,4.723,0.238
Track_29,30,0,0,0,0,0,29,21,50,36.978,29,29,546.251,148.236,0,3.316,8.769,0.445,3.330,1.988,4.519,4.950,3.892,4.639,0.302
Track_31,69,0,0,0,0,0,68,28,96,136.618,31,31,459.221,53.656,0,3.036,13.095,0.178,1.938,2.732,4.322,4.851,3.134,4.329,0.282
Track_35,54,1,3,0,0,0,56,40,96,24.295,35,35,400.387,23.939,0,6.300,20.849,0.000,5.037,5.218,4.328,4.840,3.773,4.351,0.252
Track_45,30,0,0,0,0,0,29,67,96,67.182,45,45,586.377,139.222,0,7.239,18.329,1.362,6.304,4.216,4.342,4.822,3.496,4.390,0.346
