Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID34915 : ID34938),3,34915,34938,24.794,0.500,663.041,307.802,0,4.979,4.979,None
(ID34938 : ID34962),3,34938,34962,13.418,1.500,659.813,304.933,0,3.663,3.663,None
(ID34962 : ID34987),3,34962,34987,7.485,2.500,658.716,305.012,0,2.736,2.736,None
(ID34987 : ID35011),3,34987,35011,3.599,3.500,658.452,307.177,0,1.897,1.897,None
(ID35011 : ID35035),3,35011,35035,1.090,4.500,658.488,308.015,0,1.044,1.044,None
(ID35035 : ID35057),3,35035,35057,1.949,5.500,658.382,307.732,0,1.396,1.396,None
(ID35057 : ID35079),3,35057,35079,1.918,6.500,657.732,308.117,0,1.385,1.385,None
(ID35079 : ID35101),3,35079,35101,0.123,7.500,657.627,308.653,0,0.351,0.351,None
(ID35101 : ID35124),3,35101,35124,6.181,8.500,656.809,307.496,0,2.486,2.486,None
(ID35124 : ID35145),3,35124,35145,2.339,9.500,655.508,305.980,0,1.530,1.530,None
(ID35145 : ID35165),3,35145,35165,0.489,10.500,655.186,305.715,0,0.699,0.699,None
(ID35165 : ID35210),3,35165,35210,5.922,11.500,656.578,306.366,0,2.434,2.434,None
(ID35210 : ID35187),3,35210,35187,6.710,12.500,656.433,306.722,0,2.590,2.590,None
(ID35187 : ID35233),3,35187,35233,28.397,13.500,656.927,308.654,0,5.329,5.329,None
(ID35233 : ID35279),3,35233,35279,4.993,15.000,657.773,310.027,0,1.117,2.235,None
(ID35279 : ID35304),3,35279,35304,5.674,16.500,656.344,308.339,0,2.382,2.382,None
(ID35304 : ID35353),3,35304,35353,4.661,17.500,655.041,306.545,0,2.159,2.159,None
(ID35353 : ID35329),3,35353,35329,10.379,18.500,654.673,307.384,0,3.222,3.222,None
(ID35329 : ID35378),3,35329,35378,2.675,19.500,655.773,309.423,0,1.635,1.635,None
(ID35378 : ID35404),3,35378,35404,2.913,20.500,655.607,309.677,0,1.707,1.707,None
(ID35404 : ID35429),3,35404,35429,2.758,21.500,655.354,310.047,0,1.661,1.661,None
(ID35429 : ID35453),3,35429,35453,5.381,22.500,654.971,309.988,0,2.320,2.320,None
(ID35453 : ID35477),3,35453,35477,10.262,23.500,654.847,310.694,0,3.203,3.203,None
(ID35477 : ID35501),3,35477,35501,1.790,24.500,655.411,311.451,0,1.338,1.338,None
