Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID26242 : ID26272),1,26242,26272,8.159,0.500,597.412,445.002,0,2.856,2.856,None
(ID26272 : ID26212),1,26272,26212,14.266,1.500,599.483,442.419,0,3.777,3.777,None
(ID26212 : ID26183),1,26212,26183,31.187,2.500,599.815,443.568,0,5.585,5.585,None
(ID26183 : ID26331),1,26183,26331,23.540,3.500,600.305,444.178,0,4.852,4.852,None
(ID26331 : ID26302),1,26331,26302,7.702,4.500,601.454,443.487,0,2.775,2.775,None
(ID26302 : ID26384),1,26302,26384,185.988,6.000,606.057,439.941,0,6.819,13.638,None
(ID26384 : ID26440),1,26384,26440,296.268,7.500,607.234,442.859,0,17.212,17.212,None
(ID26440 : ID26411),1,26440,26411,285.039,8.500,607.386,443.112,0,16.883,16.883,None
(ID26411 : ID26468),1,26411,26468,85.031,9.500,613.180,431.417,0,9.221,9.221,None
(ID26468 : ID26495),1,26468,26495,193.120,10.500,612.832,433.816,0,13.897,13.897,None
(ID26495 : ID26581),1,26495,26581,106.515,11.500,612.859,435.792,0,10.321,10.321,None
(ID26581 : ID26525),1,26581,26525,12.342,12.500,613.844,432.186,0,3.513,3.513,None
(ID26525 : ID26553),1,26525,26553,39.654,13.500,610.677,435.774,0,6.297,6.297,None
(ID26553 : ID26611),1,26553,26611,38.542,14.500,609.649,435.407,0,6.208,6.208,None
(ID26611 : ID26642),1,26611,26642,14.804,15.500,609.778,434.224,0,3.848,3.848,None
(ID26642 : ID26673),1,26642,26673,4.116,16.500,609.211,435.066,0,2.029,2.029,None
(ID26673 : ID26702),1,26673,26702,4.587,17.500,609.101,435.123,0,2.142,2.142,None
(ID26702 : ID26731),1,26702,26731,1.192,18.500,609.333,436.658,0,1.092,1.092,None
(ID26731 : ID26760),1,26731,26760,1.181,19.500,610.022,436.759,0,1.087,1.087,None
(ID26760 : ID26791),1,26760,26791,4.670,20.500,611.171,437.178,0,2.161,2.161,None
(ID26791 : ID26823),1,26791,26823,3.010,21.500,612.365,438.703,0,1.735,1.735,None
(ID26823 : ID26852),1,26823,26852,1.534,22.500,613.080,440.005,0,1.238,1.238,None
(ID26852 : ID26880),1,26852,26880,1.803,23.500,613.930,440.230,0,1.343,1.343,None
(ID26880 : ID26909),1,26880,26909,3.641,24.500,614.376,438.953,0,1.908,1.908,None
(ID26909 : ID26937),1,26909,26937,0.040,25.500,614.157,437.952,0,0.199,0.199,None
(ID26937 : ID26967),1,26937,26967,1.375,26.500,614.456,438.341,0,1.173,1.173,None
(ID26967 : ID26998),1,26967,26998,3.033,27.500,615.438,439.417,0,1.741,1.741,None
(ID26998 : ID27029),1,26998,27029,1.141,28.500,616.142,439.524,0,1.068,1.068,None
(ID27029 : ID27061),1,27029,27061,2.085,29.500,616.013,438.317,0,1.444,1.444,None
(ID27061 : ID27093),1,27061,27093,5.206,30.500,615.960,438.760,0,2.282,2.282,None
(ID27093 : ID27153),1,27093,27153,0.565,32.000,616.051,440.252,0,0.376,0.752,None
(ID27153 : ID27187),1,27153,27187,0.087,33.500,615.905,440.482,0,0.295,0.295,None
(ID27187 : ID27219),1,27187,27219,1.235,34.500,616.392,440.237,0,1.111,1.111,None
(ID27219 : ID27251),1,27219,27251,2.575,35.500,616.611,440.861,0,1.605,1.605,None
(ID26243 : ID26273),2,26243,26273,30.887,0.500,566.947,464.003,0,5.558,5.558,None
(ID26273 : ID26213),2,26273,26213,53.139,1.500,565.491,457.817,0,7.290,7.290,None
(ID26213 : ID26184),2,26213,26184,0.484,2.500,563.883,454.284,0,0.696,0.696,None
(ID26184 : ID26332),2,26184,26332,29.194,3.500,562.545,451.658,0,5.403,5.403,None
(ID26332 : ID26303),2,26332,26303,12.495,4.500,560.120,448.092,0,3.535,3.535,None
(ID26303 : ID26358),2,26303,26358,2.250,5.500,558.204,447.586,0,1.500,1.500,None
(ID26358 : ID26385),2,26358,26385,12.085,6.500,558.213,449.803,0,3.476,3.476,None
(ID26385 : ID26441),2,26385,26441,1.113,7.500,558.199,451.495,0,1.055,1.055,None
(ID26441 : ID26412),2,26441,26412,5.922,8.500,557.655,452.742,0,2.434,2.434,None
(ID26412 : ID26469),2,26412,26469,0.494,9.500,557.308,453.835,0,0.703,0.703,None
(ID26469 : ID26496),2,26469,26496,3.684,10.500,557.341,454.600,0,1.919,1.919,None
(ID26496 : ID26582),2,26496,26582,0.762,11.500,557.919,455.868,0,0.873,0.873,None
(ID26582 : ID26526),2,26582,26526,0.462,12.500,558.293,455.947,0,0.679,0.679,None
(ID26526 : ID26554),2,26526,26554,9.997,13.500,557.457,454.417,0,3.162,3.162,None
(ID26554 : ID26612),2,26554,26612,4.125,14.500,556.576,452.179,0,2.031,2.031,None
(ID26612 : ID26643),2,26612,26643,0.204,15.500,556.525,451.016,0,0.452,0.452,None
(ID26643 : ID26674),2,26643,26674,0.356,16.500,556.658,450.877,0,0.596,0.596,None
(ID26674 : ID26703),2,26674,26703,84.486,17.500,558.947,455.035,0,9.192,9.192,None
(ID26703 : ID26732),2,26703,26732,208.757,18.500,563.589,465.897,0,14.448,14.448,None
(ID26732 : ID26763),2,26732,26763,152.543,19.500,569.180,478.048,0,12.351,12.351,None
(ID26763 : ID26794),2,26763,26794,78.548,20.500,574.565,487.174,0,8.863,8.863,None
(ID26794 : ID26826),2,26794,26826,21.222,21.500,578.173,492.858,0,4.607,4.607,None
(ID26826 : ID26855),2,26826,26855,2.567,22.500,579.931,495.383,0,1.602,1.602,None
