Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_1,35,2,1,0,0,0,36,0,36,20.338,1,1,610.515,438.852,0,4.120,17.212,0.199,2.161,4.499,3.347,3.897,3.017,3.278,0.234
Track_2,55,0,0,0,0,0,54,0,54,38.675,2,2,571.865,486.834,0,2.593,14.448,0.191,1.620,2.918,3.910,4.755,3.025,3.912,0.556
Track_5,97,0,0,0,0,0,96,0,96,18.032,5,5,510.985,476.442,0,1.409,5.927,0.223,1.167,0.973,5.019,5.511,4.563,5.045,0.231
Track_10,97,0,0,0,0,0,96,0,96,35.142,10,10,444.239,575.026,0,3.493,12.151,0.241,3.236,2.205,4.739,5.336,3.962,4.761,0.288
Track_11,97,0,0,0,0,0,96,0,96,73.514,11,11,258.188,617.650,0,4.922,20.371,0.124,3.979,3.688,4.897,5.462,3.740,4.951,0.332
Track_13,43,0,0,0,0,0,42,0,42,76.548,13,13,172.431,66.765,0,5.782,17.335,0.552,4.923,3.349,4.088,4.562,3.736,4.060,0.168
Track_14,88,3,2,0,0,0,91,0,91,37.621,14,14,559.416,135.046,0,2.031,7.510,0.239,1.868,1.227,3.696,4.265,3.015,3.755,0.287
Track_16,97,0,0,0,0,0,96,0,96,54.250,16,16,510.257,133.660,0,6.080,17.477,0.211,5.780,3.983,4.580,5.250,3.619,4.637,0.340
Track_17,97,0,0,0,0,0,96,0,96,16.822,17,17,596.671,142.793,0,2.640,10.874,0.210,2.080,2.118,5.080,5.481,4.662,5.104,0.178
Track_18,97,0,0,0,0,0,96,0,96,25.057,18,18,546.482,146.897,0,3.147,8.985,0.152,2.676,2.029,3.970,5.085,3.364,3.924,0.328
Track_19,92,2,4,0,0,0,96,0,96,61.361,19,19,552.497,220.278,0,5.255,13.345,0.331,5.157,3.205,4.078,4.778,3.040,4.175,0.369
Track_20,97,0,0,0,0,0,96,0,96,57.109,20,20,479.178,241.174,0,6.511,20.587,0.199,4.756,5.209,4.779,5.156,4.272,4.802,0.188
Track_22,97,0,0,0,0,0,96,0,96,29.402,22,22,379.242,280.016,0,6.482,16.201,0.187,6.259,3.895,4.363,4.824,3.543,4.409,0.279
Track_26,92,2,1,0,0,0,93,2,95,64.910,26,26,182.222,27.037,0,3.426,17.481,0.000,2.983,2.384,3.752,5.266,3.036,3.625,0.490
Track_27,96,0,0,0,0,0,95,1,96,14.734,27,27,657.009,319.201,0,1.632,5.678,0.000,1.300,1.225,4.175,4.892,3.297,4.252,0.361
Track_29,54,0,0,0,0,0,53,5,58,20.927,29,29,117.527,373.182,0,4.009,23.307,0.391,3.341,3.603,4.495,5.758,3.079,4.597,0.638
Track_31,44,0,0,0,0,0,43,5,48,19.178,31,31,515.492,554.267,0,2.105,5.757,0.443,1.661,1.208,4.687,4.926,4.388,4.682,0.127
Track_33,22,3,1,0,0,0,24,11,35,21.862,33,33,94.436,519.181,0,9.721,22.460,0.981,8.378,6.773,3.555,4.214,3.005,3.561,0.354
Track_34,63,1,4,0,0,0,66,13,79,154.388,34,34,223.318,281.073,0,5.840,23.298,0.525,4.517,4.687,3.471,4.278,3.063,3.454,0.227
Track_38,76,1,2,0,0,0,77,16,93,43.894,38,38,229.740,44.663,0,3.606,16.698,0.000,2.648,3.271,4.478,5.096,3.266,4.540,0.334
Track_40,26,2,4,0,0,0,31,20,51,46.161,40,40,403.372,579.273,0,1.708,4.339,0.323,1.679,0.950,3.596,4.087,3.030,3.661,0.280
Track_43,31,2,2,0,0,0,34,27,61,130.525,43,43,260.486,254.167,0,5.180,12.347,0.522,4.984,2.846,3.507,3.905,3.050,3.601,0.265
Track_44,63,3,4,0,0,0,68,28,96,27.835,44,44,131.559,358.229,0,3.141,8.026,0.295,2.844,2.051,3.799,4.407,3.009,3.837,0.354
Track_49,56,2,2,0,0,0,58,36,94,30.929,49,49,297.833,16.145,0,2.838,7.368,0.288,2.157,1.821,4.106,5.103,3.088,4.117,0.413
Track_50,29,0,0,0,0,0,28,36,64,45.773,50,50,191.650,89.044,0,4.965,18.492,0.868,3.617,4.986,4.336,5.168,3.480,4.440,0.373
Track_62,16,3,4,0,0,0,21,52,73,15.307,62,62,308.583,25.774,0,1.811,3.926,0.059,1.550,1.238,4.100,4.273,3.592,4.181,0.173
Track_66,37,2,1,0,0,0,38,57,95,35.138,66,66,624.761,378.312,0,5.672,11.373,1.268,5.623,2.908,3.580,4.203,3.042,3.540,0.322
Track_68,17,3,4,0,0,0,24,58,82,57.011,68,68,56.818,528.892,0,7.547,22.523,0.420,5.935,6.100,3.389,3.892,3.025,3.422,0.293
