Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID11302,11302,2,3.490,459.883,36.017,0,0,0,7,1,-10921639,232.433,255,17,255,95995,45.898,15.362,0.315,2.424
ID11343,11343,2,3.487,460.614,35.131,0,1,1,7,1,-10921639,228.998,255,23,255,94576,49.335,19.034,0.318,2.241
ID11365,11365,2,3.572,459.727,35.115,0,2,2,7,1,-10921639,232.479,255,80,255,96014,42.639,26.600,0.333,2.725
ID11324,11324,2,3.535,459.453,33.897,0,3,3,7,1,-10921639,233.041,255,70,255,96246,44.309,26.600,0.322,2.563
ID11406,11406,2,3.828,458.976,32.813,0,4,4,7,1,-10921639,237.850,255,94,255,98232,36.350,21.932,0.370,3.536
ID11385,11385,2,3.682,457.608,32.687,0,5,5,7,1,-10921639,235.031,255,73,255,97068,40.858,22.002,0.347,2.963
ID11447,11447,2,3.771,459.814,32.650,0,6,6,7,1,-10921639,234.056,255,74,255,96665,41.446,11.342,0.357,2.974
ID11427,11427,2,3.730,459.505,32.320,0,7,7,7,1,-10921639,229.615,255,36,255,94831,49.391,11.326,0.349,2.405
ID11470,11470,2,3.727,459.646,31.005,0,8,8,7,1,-10921639,227.983,255,55,255,94157,51.395,26.600,0.346,2.278
ID11492,11492,2,3.746,459.252,31.545,0,9,9,7,1,-10921639,225.116,255,61,255,92973,54.547,25.392,0.350,2.140
ID11514,11514,2,3.617,456.930,33.520,0,10,10,7,1,-10921639,230.627,255,4,255,95249,52.439,22.281,0.337,2.215
ID11539,11539,2,3.719,459.115,30.661,0,11,11,7,1,-10921639,233.446,255,80,255,96413,44.304,22.247,0.350,2.735
ID11563,11563,2,3.737,458.142,31.337,0,12,12,7,1,-10921639,232.508,255,40,255,96026,47.739,21.890,0.356,2.556
ID11587,11587,2,3.886,457.250,30.199,0,13,13,7,1,-10921639,239.671,255,54,255,98984,42.448,18.901,0.384,3.133
ID11613,11613,2,3.725,459.788,29.679,0,14,14,7,1,-10921639,233.465,255,41,255,96421,48.671,22.222,0.356,2.520
ID11638,11638,2,3.735,457.972,27.933,0,15,15,7,1,-10921639,239.286,255,64,255,98825,37.682,19.385,0.356,3.337
ID11663,11663,2,3.731,458.036,28.697,0,16,16,7,1,-10921639,241.593,255,79,255,99778,33.690,22.016,0.356,3.763
ID11684,11684,2,3.566,456.556,24.555,0,17,17,7,1,-10921639,248.392,255,108,255,102586,21.686,15.808,0.330,5.690
ID11706,11706,2,3.730,455.095,15.885,0,18,18,7,1,-10921639,253.533,255,161,255,104709,9.822,15.672,0.357,13.579
ID11727,11727,2,3.984,454.944,16.803,0,19,19,7,1,-10921639,253.201,255,149,255,104572,10.855,15.513,0.389,13.068
ID11749,11749,2,4.112,454.269,14.703,0,20,20,7,1,-10921639,251.545,255,91,255,103888,18.107,15.393,0.410,8.074
ID11777,11777,2,4.135,453.554,13.105,0,21,21,7,1,-10921639,251.668,255,103,255,103939,17.705,15.551,0.419,8.401
ID11799,11799,2,4.241,453.208,12.372,0,22,22,7,1,-10921639,251.831,255,132,255,104006,15.812,15.315,0.440,9.739
ID11820,11820,2,3.975,452.756,11.854,0,23,23,7,1,-10921639,249.390,255,73,255,102998,23.370,15.480,0.399,6.083
ID11838,11838,2,3.990,453.068,10.401,0,24,24,7,1,-10921639,254.787,255,197,255,105227,3.167,15.912,0.418,47.404
ID11862,11862,2,4.138,454.225,11.660,0,25,25,7,1,-10921639,253.426,255,176,255,104665,9.411,15.677,0.422,15.982
ID11883,11883,2,3.993,454.885,15.304,0,26,26,7,1,-10921639,252.155,255,143,255,104140,13.361,15.532,0.397,10.724
