Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID6453 : ID6437),7,6453,6437,1.180,0.500,362.259,262.902,0,1.086,1.086,None
(ID6437 : ID6468),7,6437,6468,3.503,1.500,363.402,263.129,0,1.872,1.872,None
(ID6468 : ID6424),7,6468,6424,1.820,2.500,363.628,262.911,0,1.349,1.349,None
(ID6424 : ID6497),7,6424,6497,1.508,3.500,363.564,263.032,0,1.228,1.228,None
(ID6497 : ID6482),7,6497,6482,2.678,4.500,364.461,262.349,0,1.636,1.636,None
(ID6482 : ID6528),7,6482,6528,1.946,5.500,364.174,261.978,0,1.395,1.395,None
(ID6528 : ID6512),7,6528,6512,3.905,6.500,363.982,263.282,0,1.976,1.976,None
(ID6512 : ID6542),7,6512,6542,1.136,7.500,363.904,264.459,0,1.066,1.066,None
(ID6542 : ID6561),7,6542,6561,2.635,8.500,363.181,265.493,0,1.623,1.623,None
(ID6561 : ID6577),7,6561,6577,10.318,9.500,364.098,265.169,0,3.212,3.212,None
(ID6577 : ID6593),7,6577,6593,0.146,10.500,365.160,263.926,0,0.383,0.383,None
(ID6593 : ID6611),7,6593,6611,2.556,11.500,365.809,264.004,0,1.599,1.599,None
(ID6611 : ID6648),7,6611,6648,1.058,12.500,366.067,264.151,0,1.029,1.029,None
(ID6648 : ID6630),7,6648,6630,0.481,13.500,365.721,264.374,0,0.694,0.694,None
(ID6630 : ID6665),7,6630,6665,0.222,14.500,365.732,264.863,0,0.471,0.471,None
(ID6665 : ID6682),7,6665,6682,0.064,15.500,365.544,264.924,0,0.253,0.253,None
(ID6682 : ID6700),7,6682,6700,3.251,16.500,366.203,264.232,0,1.803,1.803,None
(ID6700 : ID6716),7,6700,6716,0.799,17.500,367.243,263.945,0,0.894,0.894,None
(ID6716 : ID6731),7,6716,6731,7.027,18.500,366.648,265.167,0,2.651,2.651,None
(ID6731 : ID6747),7,6731,6747,6.757,19.500,366.675,265.232,0,2.599,2.599,None
