Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_3,96,1,1,0,0,0,96,0,96,19.778,3,3,654.717,318.945,0,2.787,15.245,0.013,2.105,2.602,3.749,4.461,3.002,3.745,0.388
Track_9,97,0,0,0,0,0,96,0,96,62.564,9,9,161.318,440.676,0,2.834,13.121,0.237,2.298,2.322,4.410,5.342,3.908,4.409,0.222
Track_11,94,0,0,0,0,0,93,0,93,50.081,11,11,216.044,456.128,0,4.408,21.908,0.498,3.321,3.740,4.386,4.766,3.100,4.437,0.289
Track_13,96,1,1,0,0,0,96,0,96,46.023,13,13,368.817,46.606,0,1.772,12.614,0.241,1.255,1.716,4.016,4.649,3.080,4.075,0.320
Track_17,27,0,0,0,0,0,26,0,26,17.194,17,17,372.241,39.217,0,2.365,6.322,0.394,2.255,1.563,3.805,4.212,3.526,3.665,0.229
Track_18,56,0,0,0,0,0,55,0,55,45.181,18,18,338.163,55.416,0,2.383,9.285,0.327,1.793,1.857,3.563,4.444,3.032,3.476,0.357
Track_19,44,0,0,0,0,0,43,0,43,48.740,19,19,226.514,24.179,0,2.183,12.423,0.251,1.733,1.957,4.205,4.688,3.152,4.345,0.366
Track_20,49,1,1,0,0,0,49,0,49,47.969,20,20,650.132,27.480,0,2.855,9.139,0.325,2.583,2.005,3.672,4.146,3.046,3.713,0.261
Track_27,87,0,0,0,0,0,86,10,96,16.761,27,27,249.354,203.131,0,1.529,11.160,0.024,0.514,2.385,4.680,4.956,3.685,4.770,0.264
Track_31,58,4,1,0,0,0,61,14,75,28.023,31,31,149.428,375.991,0,4.735,10.427,0.098,4.473,2.673,3.681,4.830,3.102,3.657,0.370
Track_36,31,0,0,0,0,0,30,24,54,174.127,36,36,74.713,154.074,0,6.203,15.341,0.000,6.580,4.278,4.506,4.837,3.126,4.564,0.287
Track_42,58,3,4,0,0,0,65,31,96,15.749,42,42,222.746,10.930,0,1.900,4.852,0.000,1.600,0.994,4.102,4.881,3.210,4.074,0.399
Track_44,61,0,0,0,0,0,60,32,92,28.214,44,44,353.960,20.019,0,2.266,8.433,0.243,1.734,1.831,3.832,4.437,3.117,3.903,0.291
Track_45,28,1,1,0,0,0,28,33,61,17.032,45,45,191.226,379.224,0,5.422,22.729,1.386,4.293,4.515,3.587,4.223,3.105,3.492,0.317
Track_49,45,3,4,0,0,0,51,45,96,114.917,49,49,185.689,415.744,0,4.440,11.682,0.121,3.789,2.993,4.164,4.976,3.038,4.283,0.532
Track_51,44,2,4,0,0,0,48,48,96,25.748,51,51,262.376,442.229,0,2.505,7.826,0.131,1.769,2.064,3.534,4.292,3.022,3.412,0.365
Track_54,36,0,0,0,0,0,35,54,89,19.718,54,54,363.963,44.178,0,2.137,19.362,0.370,1.610,3.102,3.874,4.179,3.023,3.977,0.266
