Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID26242,26242,1,3.897,596.442,446.049,0,0,0,7,1,-10921639,166.634,182,26,255,68820,69.986,8.490,0.441,1.457
ID26272,26272,1,3.740,598.383,443.954,0,1,1,7,1,-10921639,165.412,176,36,248,68315,54.940,11.123,0.465,1.911
ID26212,26212,1,3.333,600.582,440.883,0,2,2,7,1,-10921639,157.659,168,45,228,65113,50.625,11.155,0.420,1.842
ID26183,26183,1,3.327,599.048,446.253,0,3,3,7,1,-10921639,150.712,156,29,236,62244,51.041,8.512,0.421,1.748
ID26331,26331,1,3.244,601.562,442.103,0,4,4,7,1,-10921639,149.358,157,40,227,61685,51.914,8.516,0.410,1.672
ID26302,26302,1,3.022,601.345,444.870,0,5,5,7,1,-10921639,146.293,149,49,228,60419,46.429,11.105,0.387,1.758
ID26384,26384,1,3.231,610.768,435.012,0,7,7,7,1,-10921639,154.099,170,27,230,63643,59.670,8.524,0.400,1.475
ID26440,26440,1,3.819,603.699,450.706,0,8,8,7,1,-10921639,166.545,178,43,255,68783,61.054,8.511,0.448,1.687
ID26411,26411,1,3.477,611.072,435.517,0,9,9,7,1,-10921639,153.799,167,32,255,63519,66.918,8.435,0.391,1.293
ID26468,26468,1,3.656,615.288,427.316,0,10,10,7,1,-10921639,165.499,181,31,252,68351,66.079,11.111,0.430,1.506
ID26495,26495,1,3.567,610.377,440.316,0,11,11,7,1,-10921639,165.588,177,34,244,68388,55.866,11.104,0.422,1.758
ID26581,26581,1,3.719,615.341,431.268,0,12,12,7,1,-10921639,171.990,184,40,251,71032,53.097,11.193,0.448,2.004
ID26525,26525,1,3.750,612.346,433.104,0,13,13,7,1,-10921639,176.150,190,37,251,72750,54.266,11.191,0.438,1.979
