Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID104 : ID43),2,104,43,60.454,0.500,409.466,88.377,0,7.775,7.775,None
(ID43 : ID62),2,43,62,60.788,1.500,413.025,93.740,0,7.797,7.797,None
(ID62 : ID81),2,62,81,50.115,2.500,412.167,101.082,0,7.079,7.079,None
(ID81 : ID145),2,81,145,17.668,3.500,411.333,106.628,0,4.203,4.203,None
(ID145 : ID166),2,145,166,24.069,4.500,411.792,106.323,0,4.906,4.906,None
(ID166 : ID122),2,166,122,0.147,5.500,412.372,104.077,0,0.384,0.384,None
(ID122 : ID187),2,122,187,4.038,6.500,411.898,105.059,0,2.009,2.009,None
(ID187 : ID274),2,187,274,2.411,7.500,411.619,106.596,0,1.553,1.553,None
(ID274 : ID211),2,274,211,1.351,8.500,412.021,107.885,0,1.162,1.162,None
(ID211 : ID231),2,211,231,1.142,9.500,412.214,108.984,0,1.069,1.069,None
(ID231 : ID252),2,231,252,2.979,10.500,413.130,109.757,0,1.726,1.726,None
(ID252 : ID315),2,252,315,24.830,11.500,415.877,111.593,0,4.983,4.983,None
(ID315 : ID294),2,315,294,8.017,12.500,416.391,113.012,0,2.831,2.831,None
(ID294 : ID338),2,294,338,18.383,13.500,416.609,114.242,0,4.288,4.288,None
(ID338 : ID358),2,338,358,3.928,14.500,418.275,116.632,0,1.982,1.982,None
(ID358 : ID377),2,358,377,0.016,15.500,418.379,117.610,0,0.127,0.127,None
(ID377 : ID397),2,377,397,87.448,16.500,419.962,122.020,0,9.351,9.351,None
(ID397 : ID503),2,397,503,27.479,19.500,420.307,128.783,0,1.048,5.242,None
(ID503 : ID526),2,503,526,1.850,22.500,419.372,130.490,0,1.360,1.360,None
(ID526 : ID548),2,526,548,0.044,23.500,419.558,129.764,0,0.210,0.210,None
(ID548 : ID570),2,548,570,10.204,24.500,419.749,131.253,0,3.194,3.194,None
(ID570 : ID591),2,570,591,2.007,25.500,419.905,133.534,0,1.417,1.417,None
