Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_1,95,1,2,0,0,0,96,0,96,22.934,1,1,402.087,46.285,0,1.945,10.924,0.057,1.263,1.832,5.609,6.160,4.573,5.719,0.420
Track_6,67,3,1,0,0,0,69,0,69,57.818,6,6,280.941,139.634,0,5.791,21.385,0.332,4.504,4.159,3.657,4.330,3.006,3.719,0.355
Track_7,97,0,0,0,0,0,96,0,96,54.732,7,7,547.350,183.319,0,4.287,17.411,0.505,3.542,3.034,4.550,4.987,4.063,4.566,0.236
Track_10,97,0,0,0,0,0,96,0,96,53.282,10,10,431.094,201.697,0,2.060,8.318,0.325,1.724,1.670,4.100,4.673,3.134,4.166,0.322
Track_16,92,2,4,0,0,0,96,0,96,25.205,16,16,109.453,327.293,0,3.363,12.890,0.212,2.778,2.860,3.420,3.910,3.042,3.385,0.221
Track_23,90,3,4,0,0,0,96,0,96,36.593,23,23,393.382,646.238,0,1.596,7.052,0.091,1.101,1.365,3.678,4.663,3.025,3.619,0.350
Track_35,81,2,1,0,0,0,82,12,94,44.642,35,35,176.410,544.959,0,4.456,14.408,0.394,3.610,3.277,3.925,5.330,3.001,3.917,0.439
Track_37,84,2,1,0,0,0,85,11,96,53.154,37,37,230.714,527.046,0,2.988,17.953,0.067,2.484,2.568,4.733,5.373,3.082,4.768,0.368
Track_49,68,0,0,0,0,0,67,29,96,77.949,49,49,359.961,119.451,0,1.910,6.869,0.298,1.249,1.612,3.536,3.904,3.137,3.574,0.190
Track_52,23,5,3,0,0,0,31,38,69,64.975,52,52,287.208,512.754,0,2.901,7.720,0.571,2.211,1.805,3.418,4.068,3.010,3.290,0.307
Track_56,16,3,3,0,0,0,23,51,74,24.686,56,56,457.395,8.131,0,5.801,13.376,0.162,5.835,4.461,4.088,4.762,3.088,4.289,0.554
Track_59,41,0,0,0,0,0,40,56,96,117.809,59,59,276.354,605.893,0,4.069,15.894,0.392,3.585,2.999,4.052,4.377,3.389,4.114,0.240
