Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID11302 : ID11343),2,11302,11343,1.319,0.500,460.249,35.574,0,1.148,1.148,None
(ID11343 : ID11365),2,11343,11365,0.787,1.500,460.171,35.123,0,0.887,0.887,None
(ID11365 : ID11324),2,11365,11324,1.560,2.500,459.590,34.506,0,1.249,1.249,None
(ID11324 : ID11406),2,11324,11406,1.402,3.500,459.214,33.355,0,1.184,1.184,None
(ID11406 : ID11385),2,11406,11385,1.888,4.500,458.292,32.750,0,1.374,1.374,None
(ID11385 : ID11447),2,11385,11447,4.869,5.500,458.711,32.669,0,2.207,2.207,None
(ID11447 : ID11427),2,11447,11427,0.204,6.500,459.660,32.485,0,0.452,0.452,None
(ID11427 : ID11470),2,11427,11470,1.747,7.500,459.576,31.662,0,1.322,1.322,None
(ID11470 : ID11492),2,11470,11492,0.446,8.500,459.449,31.275,0,0.668,0.668,None
(ID11492 : ID11514),2,11492,11514,9.291,9.500,458.091,32.532,0,3.048,3.048,None
(ID11514 : ID11539),2,11514,11539,12.945,10.500,458.023,32.090,0,3.598,3.598,None
(ID11539 : ID11563),2,11539,11563,1.404,11.500,458.629,30.999,0,1.185,1.185,None
(ID11563 : ID11587),2,11563,11587,2.092,12.500,457.696,30.768,0,1.447,1.447,None
(ID11587 : ID11613),2,11587,11613,6.711,13.500,458.519,29.939,0,2.591,2.591,None
(ID11613 : ID11638),2,11613,11638,6.344,14.500,458.880,28.806,0,2.519,2.519,None
(ID11638 : ID11663),2,11638,11663,0.587,15.500,458.004,28.315,0,0.766,0.766,None
(ID11663 : ID11684),2,11663,11684,19.349,16.500,457.296,26.626,0,4.399,4.399,None
(ID11684 : ID11706),2,11684,11706,77.292,17.500,455.826,20.220,0,8.792,8.792,None
(ID11706 : ID11727),2,11706,11727,0.865,18.500,455.019,16.344,0,0.930,0.930,None
(ID11727 : ID11749),2,11727,11749,4.867,19.500,454.607,15.753,0,2.206,2.206,None
(ID11749 : ID11777),2,11749,11777,3.065,20.500,453.912,13.904,0,1.751,1.751,None
(ID11777 : ID11799),2,11777,11799,0.657,21.500,453.381,12.738,0,0.811,0.811,None
(ID11799 : ID11820),2,11799,11820,0.472,22.500,452.982,12.113,0,0.687,0.687,None
(ID11820 : ID11838),2,11820,11838,2.210,23.500,452.912,11.128,0,1.486,1.486,None
(ID11838 : ID11862),2,11838,11862,2.925,24.500,453.647,11.031,0,1.710,1.710,None
(ID11862 : ID11883),2,11862,11883,13.710,25.500,454.555,13.482,0,3.703,3.703,None
(ID11883 : ID11907),2,11883,11907,1.061,26.500,454.962,15.813,0,1.030,1.030,None
(ID11907 : ID11930),2,11907,11930,4.778,27.500,455.265,17.391,0,2.186,2.186,None
(ID11930 : ID12002),2,11930,12002,82.009,30.000,457.165,14.254,0,2.264,9.056,None
(ID12002 : ID12022),2,12002,12022,0.925,32.500,459.088,9.636,0,0.962,0.962,None
(ID12022 : ID12042),2,12022,12042,3.888,33.500,459.519,10.193,0,1.972,1.972,None
(ID12042 : ID12062),2,12042,12062,0.526,34.500,459.395,11.357,0,0.725,0.725,None
(ID11304 : ID11346),4,11304,11346,3.494,0.500,319.065,205.478,0,1.869,1.869,None
(ID11346 : ID11367),4,11346,11367,10.431,1.500,319.397,208.004,0,3.230,3.230,None
(ID11367 : ID11326),4,11367,11326,15.528,2.500,320.696,211.219,0,3.941,3.941,None
(ID11326 : ID11408),4,11326,11408,34.224,3.500,324.077,214.705,0,5.850,5.850,None
(ID11408 : ID11387),4,11408,11387,22.101,4.500,325.075,214.588,0,4.701,4.701,None
(ID11387 : ID11448),4,11387,11448,185.313,5.500,320.570,206.620,0,13.613,13.613,None
(ID11448 : ID11428),4,11448,11428,12.438,6.500,317.087,198.895,0,3.527,3.527,None
(ID11428 : ID11471),4,11428,11471,1.241,7.500,316.995,196.605,0,1.114,1.114,None
(ID11471 : ID11493),4,11471,11493,39.268,8.500,314.165,195.039,0,6.266,6.266,None
(ID11493 : ID11515),4,11493,11515,50.788,9.500,313.353,196.857,0,7.127,7.127,None
(ID11515 : ID11541),4,11515,11541,11.911,10.500,317.049,200.465,0,3.451,3.451,None
(ID11541 : ID11565),4,11541,11565,85.269,11.500,320.516,205.430,0,9.234,9.234,None
(ID11565 : ID11589),4,11565,11589,21.585,12.500,323.356,211.762,0,4.646,4.646,None
(ID11589 : ID11616),4,11589,11616,13.852,13.500,325.105,215.560,0,3.722,3.722,None
(ID11616 : ID11641),4,11616,11641,8.901,14.500,324.981,216.080,0,2.984,2.984,None
(ID11641 : ID11665),4,11641,11665,4.607,15.500,322.955,214.886,0,2.146,2.146,None
(ID11665 : ID11686),4,11665,11686,2.340,16.500,321.133,214.687,0,1.530,1.530,None
(ID11686 : ID11710),4,11686,11710,1.490,17.500,320.855,214.922,0,1.220,1.220,None
(ID11710 : ID11731),4,11710,11731,10.708,18.500,322.537,216.410,0,3.272,3.272,None
(ID11731 : ID11755),4,11731,11755,25.177,19.500,321.735,219.011,0,5.018,5.018,None
(ID11755 : ID11781),4,11755,11781,9.963,20.500,318.202,220.929,0,3.156,3.156,None
(ID11781 : ID11803),4,11781,11803,2.566,21.500,315.904,221.542,0,1.602,1.602,None
(ID11803 : ID11825),4,11803,11825,169.547,22.500,309.231,224.498,0,13.021,13.021,None
(ID11825 : ID11844),4,11825,11844,91.238,23.500,300.976,231.413,0,9.552,9.552,None
(ID11844 : ID11868),4,11844,11868,22.892,24.500,299.265,237.867,0,4.785,4.785,None
(ID11868 : ID11889),4,11868,11889,7.387,25.500,300.933,241.071,0,2.718,2.718,None
(ID11889 : ID11913),4,11889,11913,7.361,26.500,301.700,240.638,0,2.713,2.713,None
(ID11913 : ID11936),4,11913,11936,14.189,27.500,303.332,239.216,0,3.767,3.767,None
(ID11936 : ID11971),4,11936,11971,0.469,28.500,305.393,239.419,0,0.685,0.685,None
(ID11971 : ID11953),4,11971,11953,3.282,29.500,304.763,239.303,0,1.812,1.812,None
(ID11953 : ID11989),4,11953,11989,2.937,30.500,303.116,238.716,0,1.714,1.714,None
(ID11989 : ID12009),4,11989,12009,1.997,31.500,302.007,237.884,0,1.413,1.413,None
(ID12009 : ID12029),4,12009,12029,10.784,32.500,301.271,235.657,0,3.284,3.284,None
(ID12029 : ID12049),4,12029,12049,7.036,33.500,301.458,232.927,0,2.653,2.653,None
(ID12049 : ID12069),4,12049,12069,9.456,34.500,301.686,230.294,0,3.075,3.075,None
(ID12069 : ID12091),4,12069,12091,8.226,35.500,302.670,229.094,0,2.868,2.868,None
(ID12091 : ID12113),4,12091,12113,0.899,36.500,303.971,228.909,0,0.948,0.948,None
(ID12113 : ID12135),4,12113,12135,2.154,37.500,304.192,229.104,0,1.468,1.468,None
(ID12135 : ID12157),4,12135,12157,8.659,38.500,304.576,228.290,0,2.943,2.943,None
(ID12157 : ID12180),4,12157,12180,7.517,39.500,304.466,225.459,0,2.742,2.742,None
(ID12180 : ID12203),4,12180,12203,5.480,40.500,305.413,224.462,0,2.341,2.341,None
(ID12203 : ID12225),4,12203,12225,21.605,41.500,308.820,225.198,0,4.648,4.648,None
(ID12225 : ID12248),4,12225,12248,7.674,42.500,312.460,225.896,0,2.770,2.770,None
