Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID15409 : ID15429),5,15409,15429,2.288,0.500,451.110,106.011,0,1.513,1.513,None
(ID15429 : ID15383),5,15429,15383,66.319,1.500,453.641,103.865,0,8.144,8.144,None
(ID15383 : ID15360),5,15383,15360,45.289,2.500,454.123,103.335,0,6.730,6.730,None
(ID15360 : ID15471),5,15360,15471,20.946,3.500,453.733,105.229,0,4.577,4.577,None
(ID15471 : ID15490),5,15471,15490,10.178,4.500,454.470,105.471,0,3.190,3.190,None
(ID15490 : ID15452),5,15490,15452,3.220,5.500,453.717,105.442,0,1.795,1.795,None
(ID15452 : ID15508),5,15452,15508,25.197,6.500,452.285,103.859,0,5.020,5.020,None
(ID15508 : ID15528),5,15508,15528,53.630,7.500,452.971,104.919,0,7.323,7.323,None
(ID15528 : ID15595),5,15528,15595,19.698,8.500,457.071,105.269,0,4.438,4.438,None
(ID15595 : ID15553),5,15595,15553,26.204,9.500,455.777,102.779,0,5.119,5.119,None
(ID15553 : ID15574),5,15553,15574,21.516,10.500,455.230,103.438,0,4.638,4.638,None
(ID15574 : ID15638),5,15574,15638,2.478,11.500,457.129,103.927,0,1.574,1.574,None
(ID15638 : ID15619),5,15638,15619,4.229,12.500,457.690,102.305,0,2.057,2.057,None
(ID15619 : ID15659),5,15619,15659,1.280,13.500,458.834,101.316,0,1.131,1.131,None
(ID15659 : ID15679),5,15659,15679,3.438,14.500,459.197,100.254,0,1.854,1.854,None
(ID15679 : ID15700),5,15679,15700,33.252,15.500,459.626,96.527,0,5.766,5.766,None
(ID15700 : ID15772),5,15700,15772,8.600,16.500,458.811,93.366,0,2.932,2.932,None
(ID15772 : ID15719),5,15772,15719,13.070,17.500,459.085,92.407,0,3.615,3.615,None
(ID15719 : ID15743),5,15719,15743,12.229,18.500,462.291,92.677,0,3.497,3.497,None
(ID15743 : ID15818),5,15743,15818,7.012,19.500,463.192,92.387,0,2.648,2.648,None
(ID15818 : ID15795),5,15818,15795,1.510,20.500,463.036,90.791,0,1.229,1.229,None
(ID15795 : ID15844),5,15795,15844,35.080,21.500,466.114,89.007,0,5.923,5.923,None
(ID15844 : ID15866),5,15844,15866,26.555,22.500,471.318,87.580,0,5.153,5.153,None
(ID15866 : ID15884),5,15866,15884,3.886,23.500,472.976,87.876,0,1.971,1.971,None
(ID15884 : ID15933),5,15884,15933,1.620,24.500,471.571,87.823,0,1.273,1.273,None
(ID15933 : ID15910),5,15933,15910,66.523,25.500,474.885,85.930,0,8.156,8.156,None
(ID15910 : ID15954),5,15910,15954,59.898,26.500,475.064,85.815,0,7.739,7.739,None
(ID15954 : ID15977),5,15954,15977,107.070,27.500,475.611,84.115,0,10.347,10.347,None
(ID15977 : ID16022),5,15977,16022,131.388,28.500,485.293,79.488,0,11.462,11.462,None
(ID16022 : ID16001),5,16022,16001,194.702,29.500,484.193,80.146,0,13.954,13.954,None
(ID16001 : ID16045),5,16001,16045,245.776,30.500,484.545,78.772,0,15.677,15.677,None
(ID16045 : ID16066),5,16045,16066,28.528,31.500,488.892,75.696,0,5.341,5.341,None
(ID16066 : ID16087),5,16066,16087,6.239,32.500,487.431,75.747,0,2.498,2.498,None
(ID16087 : ID16110),5,16087,16110,54.125,33.500,492.267,75.338,0,7.357,7.357,None
(ID16110 : ID16133),5,16110,16133,93.211,34.500,500.699,76.235,0,9.655,9.655,None
(ID16133 : ID16153),5,16133,16153,159.071,35.500,511.728,77.696,0,12.612,12.612,None
(ID16153 : ID16199),5,16153,16199,122.277,36.500,512.476,78.194,0,11.058,11.058,None
(ID16199 : ID16176),5,16199,16176,81.400,37.500,511.437,78.519,0,9.022,9.022,None
(ID16176 : ID16219),5,16176,16219,9.721,38.500,517.344,79.613,0,3.118,3.118,None
(ID16219 : ID16238),5,16219,16238,4.200,39.500,517.749,80.101,0,2.049,2.049,None
(ID16238 : ID16258),5,16238,16258,18.857,40.500,518.553,78.750,0,4.342,4.342,None
(ID16258 : ID16280),5,16258,16280,7.376,41.500,520.969,76.341,0,2.716,2.716,None
(ID16280 : ID16297),5,16280,16297,3.539,42.500,522.436,74.757,0,1.881,1.881,None
(ID16297 : ID16318),5,16297,16318,8.106,43.500,522.484,75.556,0,2.847,2.847,None
(ID16318 : ID16338),5,16318,16338,0.731,44.500,521.792,76.312,0,0.855,0.855,None
(ID16338 : ID16361),5,16338,16361,17.310,45.500,519.839,75.897,0,4.160,4.160,None
(ID16361 : ID16382),5,16361,16382,10.629,46.500,519.098,74.960,0,3.260,3.260,None
(ID16382 : ID16405),5,16382,16405,0.005,47.500,520.418,74.063,0,0.074,0.074,None
(ID16405 : ID16450),5,16405,16450,35.554,48.500,523.105,72.842,0,5.963,5.963,None
(ID16450 : ID16426),5,16450,16426,24.563,49.500,524.290,73.547,0,4.956,4.956,None
(ID16426 : ID16470),5,16426,16470,5.342,50.500,522.090,76.438,0,2.311,2.311,None
(ID16470 : ID16493),5,16470,16493,0.071,51.500,521.532,77.424,0,0.267,0.267,None
(ID16493 : ID16534),5,16493,16534,9.420,52.500,522.651,76.308,0,3.069,3.069,None
(ID16534 : ID16514),5,16534,16514,0.854,53.500,523.815,75.571,0,0.924,0.924,None
(ID16514 : ID16555),5,16514,16555,7.446,54.500,522.644,75.740,0,2.729,2.729,None
(ID16555 : ID16576),5,16555,16576,5.721,55.500,522.499,75.411,0,2.392,2.392,None
(ID16576 : ID16597),5,16576,16597,1.789,56.500,523.848,75.996,0,1.338,1.338,None
(ID16597 : ID16621),5,16597,16621,185.433,57.500,530.618,78.257,0,13.617,13.617,None
(ID16621 : ID16643),5,16621,16643,172.096,58.500,531.097,77.550,0,13.119,13.119,None
(ID16643 : ID16665),5,16643,16665,1.121,59.500,524.608,75.626,0,1.059,1.059,None
(ID16665 : ID16690),5,16665,16690,4.428,60.500,523.402,76.637,0,2.104,2.104,None
