Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID46791 : ID46811),6,46791,46811,19.210,0.500,553.033,333.524,0,4.383,4.383,None
(ID46811 : ID46833),6,46811,46833,7.173,1.500,555.603,332.444,0,2.678,2.678,None
(ID46833 : ID46768),6,46833,46768,4.936,2.500,557.433,333.969,0,2.222,2.222,None
(ID46768 : ID46880),6,46768,46880,0.627,3.500,558.412,334.663,0,0.792,0.792,None
(ID46880 : ID46857),6,46880,46857,5.331,4.500,559.037,333.334,0,2.309,2.309,None
(ID46857 : ID46902),6,46857,46902,6.611,5.500,559.746,333.433,0,2.571,2.571,None
(ID46902 : ID46922),6,46902,46922,13.631,6.500,560.630,336.435,0,3.692,3.692,None
(ID46922 : ID46945),6,46922,46945,0.833,7.500,561.448,337.930,0,0.912,0.912,None
(ID46945 : ID46986),6,46945,46986,3.224,8.500,560.902,337.609,0,1.795,1.795,None
(ID46986 : ID46966),6,46986,46966,92.231,9.500,560.171,342.378,0,9.604,9.604,None
(ID46966 : ID47007),6,46966,47007,15.822,10.500,560.255,349.164,0,3.978,3.978,None
(ID47007 : ID47028),6,47007,47028,12.293,11.500,560.238,352.903,0,3.506,3.506,None
(ID47028 : ID47047),6,47028,47047,1.469,12.500,560.325,355.261,0,1.212,1.212,None
(ID47047 : ID47067),6,47047,47067,33.353,13.500,559.736,353.044,0,5.775,5.775,None
(ID47067 : ID47087),6,47067,47087,114.971,14.500,557.049,345.279,0,10.722,10.722,None
(ID47087 : ID47105),6,47087,47105,60.139,15.500,553.836,336.629,0,7.755,7.755,None
(ID47105 : ID47124),6,47105,47124,0.786,16.500,552.640,332.482,0,0.887,0.887,None
(ID47124 : ID47144),6,47124,47144,198.218,17.500,553.270,339.049,0,14.079,14.079,None
(ID47144 : ID47167),6,47144,47167,101.130,18.500,556.905,350.130,0,10.056,10.056,None
(ID47167 : ID47209),6,47167,47209,109.282,19.500,562.707,358.582,0,10.454,10.454,None
(ID47209 : ID47187),6,47209,47187,20.846,20.500,566.590,364.999,0,4.566,4.566,None
(ID47187 : ID47227),6,47187,47227,2.093,21.500,568.040,367.624,0,1.447,1.447,None
(ID47227 : ID47251),6,47227,47251,8.363,22.500,568.018,366.835,0,2.892,2.892,None
(ID47251 : ID47272),6,47251,47272,6.032,23.500,568.002,366.610,0,2.456,2.456,None
(ID47272 : ID47312),6,47272,47312,47.502,24.500,566.847,364.700,0,6.892,6.892,None
(ID47312 : ID47292),6,47312,47292,105.602,25.500,563.637,356.766,0,10.276,10.276,None
(ID47292 : ID47332),6,47292,47332,25.681,26.500,561.052,349.546,0,5.068,5.068,None
(ID47332 : ID47380),6,47332,47380,16.229,27.500,561.542,348.600,0,4.029,4.029,None
(ID47380 : ID47355),6,47380,47355,62.475,28.500,565.141,353.316,0,7.904,7.904,None
(ID47355 : ID47420),6,47355,47420,23.438,29.500,568.850,358.483,0,4.841,4.841,None
(ID47420 : ID47400),6,47420,47400,4.112,30.500,570.808,361.267,0,2.028,2.028,None
(ID47400 : ID47461),6,47400,47461,2.246,31.500,571.692,362.770,0,1.499,1.499,None
