Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID48,48,2,3.858,216.716,43.364,0,0,0,7,1,-10921639,164.920,159,55,255,68112,82.848,11.059,0.430,1.196
ID98,98,2,3.851,224.202,45.627,0,1,1,7,1,-10921639,164.196,155,53,255,67813,81.320,8.508,0.403,1.160
ID71,71,2,3.689,230.629,47.869,0,2,2,7,1,-10921639,161.334,157,55,255,66631,84.569,8.428,0.405,1.100
ID120,120,2,3.842,234.620,49.889,0,3,3,7,1,-10921639,165.787,167,56,255,68470,80.980,8.435,0.415,1.200
ID188,188,2,4.079,242.795,47.490,0,4,4,7,1,-10921639,165.787,164,53,255,68470,81.346,8.460,0.437,1.239
ID142,142,2,3.706,247.296,43.878,0,5,5,7,1,-10921639,169.831,177,57,255,70140,81.474,11.075,0.406,1.204
ID167,167,2,3.683,241.408,39.222,0,6,6,7,1,-10921639,164.044,159,50,255,67750,80.549,8.503,0.385,1.132
ID209,209,2,3.901,237.263,35.303,0,7,7,7,1,-10921639,164.533,158,59,255,67952,78.755,8.516,0.399,1.192
ID230,230,2,3.828,239.138,33.649,0,8,8,7,1,-10921639,165.966,162,53,255,68544,81.270,8.413,0.402,1.172
ID274,274,2,4.006,246.182,34.919,0,9,9,7,1,-10921639,163.288,151,57,255,67438,80.882,8.448,0.417,1.188
ID252,252,2,3.822,250.085,35.043,0,10,10,7,1,-10921639,165.184,161,54,255,68221,81.801,11.140,0.429,1.213
ID298,298,2,3.486,255.929,43.481,0,11,11,7,1,-10921639,166.121,170,53,255,68608,83.188,11.141,0.382,1.105
ID318,318,2,4.075,261.655,49.013,0,12,12,7,1,-10921639,167.920,167,54,255,69351,80.163,8.530,0.432,1.264
ID361,361,2,3.825,262.475,50.747,0,13,13,7,1,-10921639,165.954,167,54,255,68539,82.007,8.447,0.419,1.195
ID341,341,2,3.880,256.734,50.569,0,14,14,7,1,-10921639,167.753,161,62,255,69282,77.736,8.488,0.388,1.207
ID384,384,2,3.710,251.331,51.207,0,15,15,7,1,-10921639,171.438,180,60,255,70804,79.786,8.451,0.399,1.225
ID406,406,2,3.507,249.686,53.725,0,16,16,7,1,-10921639,164.334,155,61,255,67870,79.908,8.387,0.349,1.065
