Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_5,90,3,3,0,0,0,96,0,96,94.200,5,5,503.945,82.825,0,4.684,15.677,0.074,3.152,4.011,4.233,5.213,3.057,4.282,0.464
Track_7,97,0,0,0,0,0,96,0,96,47.535,7,7,332.617,111.667,0,6.056,19.992,0.431,4.364,4.733,4.523,5.809,3.576,4.510,0.306
Track_8,97,0,0,0,0,0,96,0,96,42.298,8,8,491.494,127.505,0,1.984,6.538,0.070,1.494,1.521,3.984,5.161,3.392,3.881,0.335
Track_10,97,0,0,0,0,0,96,0,96,89.135,10,10,353.466,141.898,0,2.248,11.544,0.073,1.790,1.956,3.548,4.531,3.147,3.452,0.319
Track_12,54,2,1,0,0,0,55,0,55,49.397,12,12,380.252,201.707,0,4.079,12.608,0.149,3.610,2.568,4.110,4.727,3.066,4.178,0.345
Track_14,95,2,1,0,0,0,96,0,96,56.352,14,14,412.625,178.119,0,7.344,23.811,0.182,4.731,6.065,4.375,5.657,3.243,4.441,0.326
Track_15,53,0,0,0,0,0,52,0,52,100.120,15,15,146.827,416.264,0,4.929,24.144,0.562,3.632,4.748,4.329,5.113,3.011,4.259,0.356
Track_19,23,1,1,0,0,0,23,2,25,55.415,19,19,474.084,223.920,0,5.679,12.904,0.648,5.961,4.013,4.194,4.710,3.263,4.258,0.388
Track_26,32,2,2,0,0,0,34,4,38,114.653,26,26,386.299,435.040,0,6.130,15.527,0.773,5.549,4.323,3.251,3.522,3.012,3.244,0.149
Track_29,32,2,1,0,0,0,33,8,41,32.264,29,29,477.001,213.323,0,4.906,24.757,0.444,3.908,4.827,4.205,4.526,3.503,4.207,0.211
Track_34,66,5,4,0,0,0,79,14,93,45.007,34,34,372.785,226.787,0,5.161,19.938,0.834,3.989,3.712,4.059,4.536,3.040,4.081,0.296
Track_38,17,2,4,0,0,0,23,18,41,21.649,38,38,482.942,203.548,0,6.116,19.686,0.199,2.877,6.917,4.115,4.529,3.127,4.213,0.378
Track_42,48,0,0,0,0,0,47,23,70,50.227,42,42,237.408,574.744,0,5.604,12.531,0.349,5.285,3.326,4.659,5.081,3.077,4.706,0.290
Track_44,71,0,0,0,0,0,70,26,96,36.174,44,44,332.987,76.390,0,5.137,16.249,0.734,4.437,3.336,4.520,4.969,3.963,4.506,0.222
Track_45,48,3,1,0,0,0,50,26,76,23.888,45,45,495.091,167.989,0,3.033,21.200,0.293,1.908,3.634,4.046,4.557,3.080,4.164,0.350
Track_51,42,1,2,0,0,0,43,35,78,55.138,51,51,467.195,262.154,0,3.802,13.448,0.195,2.466,3.299,3.895,4.621,3.006,3.985,0.495
Track_54,49,3,2,0,0,0,52,43,95,166.386,54,54,390.033,446.218,0,6.659,17.594,0.189,6.032,4.744,3.479,3.995,3.002,3.440,0.274
Track_57,46,4,4,0,0,0,52,44,96,28.191,57,57,355.138,233.982,0,4.153,18.155,0.658,3.242,3.979,4.022,4.758,3.564,3.999,0.273
Track_64,45,0,0,0,0,0,44,52,96,20.339,64,64,152.428,451.494,0,3.743,15.103,0.352,3.096,2.743,4.744,5.084,3.877,4.787,0.235
