Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID21735 : ID21693),1,21735,21693,168.731,0.500,546.401,48.339,0,12.990,12.990,None
(ID21693 : ID21758),1,21693,21758,32.900,1.500,541.609,56.342,0,5.736,5.736,None
(ID21758 : ID21715),1,21758,21715,23.011,2.500,539.420,61.131,0,4.797,4.797,None
(ID21715 : ID21834),1,21715,21834,4.303,3.500,537.382,63.592,0,2.074,2.074,None
(ID21834 : ID21785),1,21834,21785,237.695,5.000,537.556,71.516,0,7.709,15.417,None
(ID21785 : ID21809),1,21785,21809,0.485,6.500,539.031,78.974,0,0.696,0.696,None
(ID21809 : ID21908),1,21809,21908,1.117,7.500,539.849,78.951,0,1.057,1.057,None
(ID21908 : ID21883),1,21908,21883,0.176,8.500,540.501,79.244,0,0.420,0.420,None
(ID21883 : ID21931),1,21883,21931,5.615,9.500,541.752,78.984,0,2.370,2.370,None
(ID21931 : ID21958),1,21931,21958,1.139,10.500,542.500,78.961,0,1.067,1.067,None
(ID21958 : ID22011),1,21958,22011,10.393,11.500,541.804,80.930,0,3.224,3.224,None
(ID22011 : ID21984),1,22011,21984,0.602,12.500,541.858,82.483,0,0.776,0.776,None
(ID21984 : ID22035),1,21984,22035,5.298,13.500,542.693,83.520,0,2.302,2.302,None
(ID22035 : ID22058),1,22035,22058,16.939,14.500,544.375,86.227,0,4.116,4.116,None
(ID22058 : ID22080),1,22058,22080,0.981,15.500,545.356,87.448,0,0.991,0.991,None
(ID22080 : ID22121),1,22080,22121,0.079,16.500,544.965,87.045,0,0.280,0.280,None
(ID22121 : ID22101),1,22121,22101,5.788,17.500,544.289,88.143,0,2.406,2.406,None
(ID22101 : ID22142),1,22101,22142,10.284,18.500,543.463,87.642,0,3.207,3.207,None
(ID22142 : ID22184),1,22142,22184,5.597,19.500,543.244,87.245,0,2.366,2.366,None
(ID22184 : ID22164),1,22184,22164,16.627,20.500,541.426,89.198,0,4.078,4.078,None
(ID22164 : ID22207),1,22164,22207,9.496,21.500,538.014,89.750,0,3.082,3.082,None
(ID22207 : ID22229),1,22207,22229,55.465,22.500,533.857,92.163,0,7.447,7.447,None
(ID22229 : ID22253),1,22229,22253,18.504,23.500,529.989,96.557,0,4.302,4.302,None
(ID22253 : ID22276),1,22253,22276,5.914,24.500,527.757,99.015,0,2.432,2.432,None
(ID22276 : ID22299),1,22276,22299,13.825,25.500,525.696,101.236,0,3.718,3.718,None
(ID22299 : ID22325),1,22299,22325,0.237,26.500,524.641,103.003,0,0.487,0.487,None
(ID22325 : ID22369),1,22325,22369,4.177,27.500,523.875,103.910,0,2.044,2.044,None
(ID22369 : ID22348),1,22369,22348,6.569,28.500,521.821,104.460,0,2.563,2.563,None
(ID22348 : ID22391),1,22348,22391,4.412,29.500,521.191,103.518,0,2.100,2.100,None
(ID22391 : ID22418),1,22391,22418,3.745,30.500,521.757,103.655,0,1.935,1.935,None
(ID21738 : ID21696),4,21738,21696,237.549,0.500,344.009,213.383,0,15.413,15.413,None
(ID21696 : ID21762),4,21696,21762,76.254,1.500,355.862,215.630,0,8.732,8.732,None
(ID21762 : ID21718),4,21762,21718,24.702,2.500,358.033,217.469,0,4.970,4.970,None
(ID21718 : ID21837),4,21718,21837,222.602,3.500,348.436,218.206,0,14.920,14.920,None
(ID21837 : ID21861),4,21837,21861,132.827,4.500,335.231,217.768,0,11.525,11.525,None
(ID21861 : ID21790),4,21861,21790,0.130,5.500,329.318,217.931,0,0.361,0.361,None
(ID21790 : ID21812),4,21790,21812,90.693,6.500,333.908,217.596,0,9.523,9.523,None
(ID21812 : ID21911),4,21812,21911,74.418,7.500,342.657,218.759,0,8.627,8.627,None
(ID21911 : ID21886),4,21911,21886,241.399,8.500,338.910,219.888,0,15.537,15.537,None
(ID21886 : ID21934),4,21886,21934,47.364,9.500,327.731,219.082,0,6.882,6.882,None
(ID21934 : ID21962),4,21934,21962,253.699,10.500,332.232,219.530,0,15.928,15.928,None
(ID21962 : ID22014),4,21962,22014,217.492,11.500,347.468,221.278,0,14.748,14.748,None
(ID22014 : ID21990),4,22014,21990,97.926,12.500,349.857,222.740,0,9.896,9.896,None
(ID21990 : ID22040),4,21990,22040,331.257,13.500,335.845,222.808,0,18.200,18.200,None
(ID22040 : ID22062),4,22040,22062,8.456,14.500,328.199,222.548,0,2.908,2.908,None
(ID22062 : ID22084),4,22062,22084,408.034,15.500,339.587,224.488,0,20.200,20.200,None
(ID22084 : ID22125),4,22084,22125,59.066,16.500,353.366,226.495,0,7.685,7.685,None
(ID22125 : ID22104),4,22125,22104,17.579,17.500,355.116,226.526,0,4.193,4.193,None
(ID22104 : ID22209),4,22104,22209,12.697,20.000,354.644,225.557,0,0.891,3.563,None
(ID22209 : ID22231),4,22209,22231,73.848,22.500,351.971,225.098,0,8.594,8.594,None
(ID22231 : ID22256),4,22231,22256,555.391,23.500,336.060,223.467,0,23.567,23.567,None
(ID22256 : ID22278),4,22256,22278,58.406,24.500,320.660,222.128,0,7.642,7.642,None
(ID22278 : ID22302),4,22278,22302,13.474,25.500,316.669,224.540,0,3.671,3.671,None
(ID22302 : ID22328),4,22302,22328,3.788,26.500,316.714,227.300,0,1.946,1.946,None
(ID22328 : ID22371),4,22328,22371,44.730,27.500,320.317,228.312,0,6.688,6.688,None
(ID22371 : ID22351),4,22371,22351,50.039,28.500,327.128,227.689,0,7.074,7.074,None
(ID22351 : ID22395),4,22351,22395,340.216,29.500,321.749,229.600,0,18.445,18.445,None
(ID22395 : ID22420),4,22395,22420,176.175,30.500,307.104,235.436,0,13.273,13.273,None
(ID22420 : ID22444),4,22420,22444,20.461,31.500,303.409,237.832,0,4.523,4.523,None
(ID22444 : ID22473),4,22444,22473,214.017,32.500,312.382,234.488,0,14.629,14.629,None
(ID22473 : ID22497),4,22473,22497,74.612,33.500,315.523,234.155,0,8.638,8.638,None
(ID22497 : ID22519),4,22497,22519,88.783,34.500,307.654,238.583,0,9.422,9.422,None
(ID22519 : ID22563),4,22519,22563,91.102,35.500,300.216,244.282,0,9.545,9.545,None
(ID22563 : ID22541),4,22563,22541,21.440,36.500,298.174,245.786,0,4.630,4.630,None
(ID22541 : ID22586),4,22541,22586,40.119,37.500,301.710,241.643,0,6.334,6.334,None
(ID22586 : ID22610),4,22586,22610,185.323,38.500,299.579,244.629,0,13.613,13.613,None
(ID22610 : ID22633),4,22610,22633,300.375,39.500,288.323,255.126,0,17.331,17.331,None
(ID22633 : ID22679),4,22633,22679,86.439,40.500,277.373,262.622,0,9.297,9.297,None
(ID22679 : ID22656),4,22679,22656,12.609,41.500,271.663,265.563,0,3.551,3.551,None
(ID22656 : ID22701),4,22656,22701,348.487,42.500,278.725,262.858,0,18.668,18.668,None
(ID22701 : ID22724),4,22701,22724,70.961,43.500,290.798,256.916,0,8.424,8.424,None
(ID22724 : ID22748),4,22724,22748,75.582,44.500,291.110,257.491,0,8.694,8.694,None
(ID22748 : ID22769),4,22748,22769,519.463,45.500,277.952,265.890,0,22.792,22.792,None
(ID22769 : ID22795),4,22769,22795,16.040,46.500,265.922,271.616,0,4.005,4.005,None
(ID22795 : ID22837),4,22795,22837,33.584,47.500,266.827,272.386,0,5.795,5.795,None
(ID22837 : ID22816),4,22837,22816,293.543,48.500,277.282,268.792,0,17.133,17.133,None
(ID22816 : ID22858),4,22816,22858,134.682,49.500,289.671,261.555,0,11.605,11.605,None
(ID22858 : ID22880),4,22858,22880,18.558,50.500,292.532,259.231,0,4.308,4.308,None
(ID21744 : ID21701),9,21744,21701,17.200,0.500,86.723,316.141,0,4.147,4.147,None
(ID21701 : ID21768),9,21701,21768,5.251,1.500,89.529,317.391,0,2.292,2.292,None
(ID21768 : ID21723),9,21768,21723,10.827,2.500,92.301,317.650,0,3.290,3.290,None
(ID21723 : ID21844),9,21723,21844,3.798,3.500,92.970,317.718,0,1.949,1.949,None
(ID21844 : ID21868),9,21844,21868,2.997,4.500,91.420,318.166,0,1.731,1.731,None
(ID21868 : ID21796),9,21868,21796,46.405,5.500,87.588,319.849,0,6.812,6.812,None
(ID21796 : ID21820),9,21796,21820,91.461,6.500,79.745,322.194,0,9.564,9.564,None
(ID21820 : ID21918),9,21820,21918,52.630,7.500,71.849,325.009,0,7.255,7.255,None
(ID21918 : ID21892),9,21918,21892,72.048,8.500,64.575,328.001,0,8.488,8.488,None
(ID21892 : ID21999),9,21892,21999,19.338,11.000,59.197,327.770,0,1.099,4.397,None
(ID21999 : ID22045),9,21999,22045,1.879,13.500,57.726,326.753,0,1.371,1.371,None
(ID22045 : ID22069),9,22045,22069,17.351,14.500,59.575,326.641,0,4.165,4.165,None
(ID22069 : ID22089),9,22069,22089,7.036,15.500,62.520,324.998,0,2.653,2.653,None
(ID22089 : ID22130),9,22089,22130,104.138,16.500,67.851,321.422,0,10.205,10.205,None
(ID22130 : ID22109),9,22130,22109,21.988,17.500,74.180,317.500,0,4.689,4.689,None
(ID22109 : ID22151),9,22109,22151,56.655,18.500,78.443,313.285,0,7.527,7.527,None
(ID22151 : ID22193),9,22151,22193,35.240,19.500,83.308,308.868,0,5.936,5.936,None
(ID22193 : ID22171),9,22193,22171,2.492,20.500,86.153,308.226,0,1.579,1.579,None
(ID22171 : ID22216),9,22171,22216,3.861,21.500,85.595,309.573,0,1.965,1.965,None
(ID22216 : ID22238),9,22216,22238,9.507,22.500,84.363,311.639,0,3.083,3.083,None
(ID22238 : ID22263),9,22238,22263,19.096,23.500,82.580,314.843,0,4.370,4.370,None
(ID22263 : ID22284),9,22263,22284,13.828,24.500,79.844,317.796,0,3.719,3.719,None
(ID22284 : ID22309),9,22284,22309,5.962,25.500,77.351,319.564,0,2.442,2.442,None
(ID22309 : ID22335),9,22309,22335,60.765,26.500,72.451,320.939,0,7.795,7.795,None
(ID22335 : ID22378),9,22335,22378,27.899,27.500,66.001,321.780,0,5.282,5.282,None
(ID22378 : ID22357),9,22378,22357,2.311,28.500,64.038,321.448,0,1.520,1.520,None
(ID22357 : ID22402),9,22357,22402,1.756,29.500,65.072,320.545,0,1.325,1.325,None
(ID22402 : ID22425),9,22402,22425,9.015,30.500,66.917,320.168,0,3.003,3.003,None
(ID22425 : ID22452),9,22425,22452,0.761,31.500,68.026,320.140,0,0.872,0.872,None
(ID22452 : ID22478),9,22452,22478,2.998,32.500,68.509,319.918,0,1.732,1.732,None
(ID22478 : ID22501),9,22478,22501,4.222,33.500,68.414,320.269,0,2.055,2.055,None
(ID22501 : ID22523),9,22501,22523,1.963,34.500,68.009,320.207,0,1.401,1.401,None
(ID22523 : ID22567),9,22523,22567,1.185,35.500,68.116,320.088,0,1.089,1.089,None
(ID22567 : ID22545),9,22567,22545,8.824,36.500,69.131,320.147,0,2.971,2.971,None
(ID22545 : ID22590),9,22545,22590,2.828,37.500,70.365,319.091,0,1.682,1.682,None
(ID22590 : ID22612),9,22590,22612,40.179,38.500,67.343,319.783,0,6.339,6.339,None
(ID22612 : ID22635),9,22612,22635,20.692,39.500,63.522,323.313,0,4.549,4.549,None
(ID22635 : ID22681),9,22635,22681,39.468,40.500,59.355,325.467,0,6.282,6.282,None
(ID22681 : ID22658),9,22681,22658,36.062,41.500,58.322,323.453,0,6.005,6.005,None
(ID22658 : ID22703),9,22658,22703,1.134,42.500,60.321,321.834,0,1.065,1.065,None
(ID22703 : ID22726),9,22703,22726,2.805,43.500,59.453,322.709,0,1.675,1.675,None
(ID22726 : ID22750),9,22726,22750,7.960,44.500,57.287,323.167,0,2.821,2.821,None
(ID22750 : ID22771),9,22750,22771,16.318,45.500,53.881,323.555,0,4.040,4.040,None
(ID22771 : ID22797),9,22771,22797,9.797,46.500,50.406,324.363,0,3.130,3.130,None
(ID22797 : ID22839),9,22797,22839,20.174,47.500,51.175,324.770,0,4.492,4.492,None
(ID22839 : ID22818),9,22839,22818,354.937,48.500,62.567,322.413,0,18.840,18.840,None
(ID22818 : ID22860),9,22818,22860,145.819,49.500,77.704,319.397,0,12.076,12.076,None
(ID22860 : ID22883),9,22860,22883,18.511,50.500,83.815,320.768,0,4.302,4.302,None
(ID22883 : ID22908),9,22883,22908,34.228,51.500,81.606,321.149,0,5.850,5.850,None
(ID22908 : ID22930),9,22908,22930,0.792,52.500,79.134,319.804,0,0.890,0.890,None
(ID22930 : ID22953),9,22930,22953,2.425,53.500,78.277,319.919,0,1.557,1.557,None
(ID22953 : ID22974),9,22953,22974,5.803,54.500,76.671,318.801,0,2.409,2.409,None
(ID22974 : ID22995),9,22974,22995,13.510,55.500,77.420,318.821,0,3.676,3.676,None
(ID22995 : ID23020),9,22995,23020,33.207,56.500,76.186,319.434,0,5.763,5.763,None
(ID23020 : ID23048),9,23020,23048,23.056,57.500,75.268,320.609,0,4.802,4.802,None
(ID23048 : ID23070),9,23048,23070,5.944,58.500,78.442,322.041,0,2.438,2.438,None
(ID23070 : ID23094),9,23070,23094,23.093,59.500,82.033,322.460,0,4.805,4.805,None
(ID23094 : ID23117),9,23094,23117,5.602,60.500,85.585,322.942,0,2.367,2.367,None
(ID23117 : ID23140),9,23117,23140,2.349,61.500,87.311,322.506,0,1.532,1.532,None
(ID23140 : ID23161),9,23140,23161,15.851,62.500,86.052,321.132,0,3.981,3.981,None
(ID23161 : ID23183),9,23161,23183,1.868,63.500,83.563,320.301,0,1.367,1.367,None
(ID23183 : ID23205),9,23183,23205,12.613,64.500,84.655,320.337,0,3.551,3.551,None
(ID23205 : ID23227),9,23205,23227,29.056,65.500,83.736,320.398,0,5.390,5.390,None
(ID23227 : ID23248),9,23227,23248,5.111,66.500,79.911,320.399,0,2.261,2.261,None
(ID23248 : ID23270),9,23248,23270,0.198,67.500,78.829,320.149,0,0.445,0.445,None
(ID23270 : ID23296),9,23270,23296,11.742,68.500,77.163,319.903,0,3.427,3.427,None
(ID23296 : ID23318),9,23296,23318,75.839,69.500,79.754,320.533,0,8.709,8.709,None
(ID23318 : ID23339),9,23318,23339,26.600,70.500,81.570,320.513,0,5.158,5.158,None
(ID23339 : ID23361),9,23339,23361,6.396,71.500,80.317,319.557,0,2.529,2.529,None
(ID23361 : ID23384),9,23361,23384,33.821,72.500,83.898,320.998,0,5.816,5.816,None
(ID23384 : ID23410),9,23384,23410,48.591,73.500,89.723,322.499,0,6.971,6.971,None
(ID23410 : ID23431),9,23410,23431,25.726,74.500,95.712,321.922,0,5.072,5.072,None
(ID23431 : ID23456),9,23431,23456,93.499,75.500,103.002,322.292,0,9.669,9.669,None
(ID23456 : ID23477),9,23456,23477,48.673,76.500,111.256,323.330,0,6.977,6.977,None
(ID23477 : ID23496),9,23477,23496,227.500,77.500,107.204,323.163,0,15.083,15.083,None
(ID23496 : ID23519),9,23496,23519,11.301,78.500,101.357,322.630,0,3.362,3.362,None
(ID23519 : ID23537),9,23519,23537,95.303,79.500,107.918,322.636,0,9.762,9.762,None
(ID23537 : ID23555),9,23537,23555,28.452,80.500,110.202,322.091,0,5.334,5.334,None
(ID23555 : ID23576),9,23555,23576,56.419,81.500,111.303,322.142,0,7.511,7.511,None
(ID23576 : ID23596),9,23576,23596,28.131,82.500,117.630,323.139,0,5.304,5.304,None
(ID23596 : ID23614),9,23596,23614,1.697,83.500,119.616,323.379,0,1.303,1.303,None
(ID23614 : ID23634),9,23614,23634,3.535,84.500,118.033,323.238,0,1.880,1.880,None
(ID23634 : ID23653),9,23634,23653,36.891,85.500,114.205,322.258,0,6.074,6.074,None
(ID23653 : ID23670),9,23653,23670,54.598,86.500,114.758,322.664,0,7.389,7.389,None
(ID23670 : ID23690),9,23670,23690,76.382,87.500,113.886,323.311,0,8.740,8.740,None
(ID23690 : ID23708),9,23690,23708,1.766,88.500,108.954,322.859,0,1.329,1.329,None
