Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_0,75,0,0,0,0,0,74,0,74,120.680,0,0,317.731,38.882,0,2.831,8.861,0.000,2.030,2.654,4.525,5.063,3.667,4.541,0.259
Track_1,93,0,0,0,0,0,92,0,92,127.864,1,1,372.460,63.211,0,2.894,14.313,0.282,2.287,2.405,4.590,5.017,3.808,4.596,0.177
Track_2,97,0,0,0,0,0,96,0,96,71.223,2,2,114.794,174.920,0,4.315,14.949,0.148,2.985,3.539,4.165,4.673,3.311,4.193,0.280
Track_3,32,1,1,0,0,0,32,0,32,39.877,3,3,242.099,354.719,0,4.617,15.302,1.080,3.458,3.246,4.780,5.320,4.246,4.753,0.303
Track_4,92,2,4,0,0,0,96,0,96,31.706,4,4,521.318,376.089,0,2.329,5.995,0.065,2.093,1.324,3.321,3.705,3.006,3.299,0.173
Track_5,63,0,0,0,0,0,62,0,62,116.082,5,5,398.771,431.752,0,8.116,20.251,0.443,7.175,5.154,3.902,4.518,3.154,3.911,0.297
Track_6,97,0,0,0,0,0,96,0,96,42.719,6,6,82.872,441.128,0,1.925,13.536,0.128,1.660,1.730,3.816,4.275,3.477,3.820,0.167
Track_7,93,4,1,0,0,0,96,0,96,63.903,7,7,125.003,401.697,0,2.293,9.920,0.230,1.973,1.723,3.683,5.505,3.059,3.604,0.455
Track_8,93,2,2,0,0,0,95,0,95,308.254,8,8,294.944,329.229,0,8.674,23.772,0.348,8.365,5.814,4.099,5.408,3.034,4.255,0.528
Track_13,34,0,0,0,0,0,33,0,33,88.812,13,13,602.434,575.872,0,4.377,19.638,0.773,3.099,4.382,4.608,4.897,4.078,4.649,0.196
Track_17,21,1,1,0,0,0,21,1,22,18.960,17,17,396.126,176.458,0,2.333,5.237,0.194,2.848,1.462,3.224,3.384,3.032,3.243,0.098
Track_19,69,1,2,0,0,0,70,4,74,26.370,19,19,259.883,377.300,0,5.131,15.234,0.243,4.467,3.484,4.981,5.750,3.590,4.996,0.336
Track_22,54,1,3,0,0,0,56,7,63,27.784,22,22,659.061,609.520,0,1.994,6.893,0.000,1.677,1.568,3.807,5.576,3.040,3.672,0.529
Track_23,52,2,4,0,0,0,56,12,68,26.671,23,23,420.178,146.817,0,2.922,14.648,0.134,2.047,3.036,3.272,3.693,3.004,3.229,0.214
Track_27,31,1,1,0,0,0,31,17,48,50.955,27,27,110.613,446.001,0,4.689,12.621,0.481,3.754,3.487,3.989,5.017,3.036,3.956,0.484
Track_28,47,0,0,0,0,0,46,20,66,27.182,28,28,504.331,516.784,0,3.970,12.385,0.883,3.639,2.450,4.453,5.134,3.423,4.541,0.499
Track_31,19,1,3,0,0,0,21,27,48,34.789,31,31,539.658,532.561,0,5.781,14.517,1.026,5.437,4.041,4.702,5.040,3.289,4.762,0.382
Track_39,59,0,0,0,0,0,58,38,96,16.129,39,39,263.190,308.849,0,2.882,11.862,0.319,2.641,2.083,4.294,5.053,3.372,4.291,0.375
Track_46,35,2,3,0,0,0,38,48,86,24.124,46,46,527.369,532.380,0,5.071,22.466,0.418,3.628,4.426,4.263,5.114,3.040,4.509,0.628
Track_48,45,1,1,0,0,0,45,51,96,65.068,48,48,531.401,550.169,0,5.247,17.376,0.310,4.510,3.724,4.308,5.054,3.061,4.399,0.492
Track_51,34,1,3,0,0,0,36,57,93,31.276,51,51,246.956,482.853,0,4.354,20.628,0.248,3.247,3.933,4.614,4.934,3.994,4.667,0.224
Track_55,31,3,3,0,0,0,35,61,96,25.392,55,55,415.323,112.134,0,3.099,13.914,0.398,2.355,3.169,3.218,3.484,3.002,3.217,0.143
Track_56,33,1,1,0,0,0,33,63,96,64.044,56,56,442.043,458.684,0,8.495,22.492,0.855,7.495,6.023,4.153,4.636,3.649,4.114,0.235
Track_57,33,0,0,0,0,0,32,63,95,37.432,57,57,659.127,579.468,0,2.466,7.535,0.106,2.304,1.714,3.460,3.751,3.209,3.450,0.130
Track_61,18,1,4,0,0,0,21,74,95,23.066,61,61,169.332,271.418,0,9.528,22.647,0.811,8.059,7.284,3.589,4.087,3.111,3.595,0.277
Track_63,18,2,4,0,0,0,22,74,96,19.998,63,63,246.894,482.479,0,5.083,16.108,1.016,4.207,4.061,4.523,5.313,3.874,4.398,0.443
