Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID15409,15409,5,4.562,451.734,105.585,0,0,0,7,1,-10921639,246.005,255,138,255,101600,19.540,15.325,0.497,8.354
ID15429,15429,5,4.540,450.485,106.438,0,1,1,7,1,-10921639,238.973,255,128,255,98696,29.747,11.486,0.492,5.301
ID15383,15383,5,4.261,456.797,101.292,0,2,2,7,1,-10921639,241.351,255,125,255,99678,25.140,15.231,0.440,5.869
ID15360,15360,5,4.463,451.450,105.378,0,3,3,7,1,-10921639,240.831,255,128,255,99463,26.452,15.078,0.479,5.901
ID15471,15471,5,4.176,456.017,105.079,0,4,4,7,1,-10921639,238.857,255,127,255,98648,27.479,11.461,0.424,5.180
ID15490,15490,5,4.185,452.924,105.863,0,5,5,7,1,-10921639,240.397,255,157,255,99284,24.333,15.402,0.429,5.930
ID15452,15452,5,4.180,454.509,105.022,0,6,6,7,1,-10921639,240.412,255,145,255,99290,23.323,15.226,0.427,6.171
ID15508,15508,5,4.000,450.061,102.696,0,7,7,7,1,-10921639,241.971,255,160,255,99934,21.883,15.298,0.398,6.295
ID15528,15528,5,4.176,455.880,107.142,0,8,8,7,1,-10921639,238.983,255,128,255,98700,26.212,11.459,0.427,5.456
ID15595,15595,5,4.287,458.261,103.396,0,9,9,7,1,-10921639,245.099,255,154,255,101226,19.853,15.260,0.446,7.618
ID15553,15553,5,4.102,453.292,102.163,0,10,10,7,1,-10921639,242.939,255,165,255,100334,21.003,15.222,0.413,6.767
ID15574,15574,5,4.350,457.167,104.713,0,11,11,7,1,-10921639,242.622,255,163,255,100203,21.727,15.147,0.455,6.987
ID15638,15638,5,4.252,457.091,103.140,0,12,12,7,1,-10921639,234.838,255,118,255,96988,31.617,11.386,0.433,4.491
ID15619,15619,5,4.366,458.289,101.469,0,13,13,7,1,-10921639,238.278,255,119,255,98409,30.582,15.203,0.457,4.891
ID15659,15659,5,4.208,459.378,101.163,0,14,14,7,1,-10921639,241.150,255,127,255,99595,26.969,15.242,0.430,5.378
ID15679,15679,5,4.298,459.015,99.345,0,15,15,7,1,-10921639,242.145,255,138,255,100006,26.091,15.312,0.445,5.716
ID15700,15700,5,4.290,460.237,93.709,0,16,16,7,1,-10921639,237.734,255,121,255,98184,31.651,11.449,0.442,4.603
ID15772,15772,5,4.508,457.385,93.023,0,17,17,7,1,-10921639,236.625,255,112,255,97726,33.201,11.441,0.481,4.627
ID15719,15719,5,4.458,460.784,91.791,0,18,18,7,1,-10921639,245.642,255,138,255,101450,22.295,15.293,0.472,7.070
ID15743,15743,5,4.379,463.798,93.564,0,19,19,7,1,-10921639,240.295,255,127,255,99242,28.974,15.228,0.457,5.201
ID15818,15818,5,4.360,462.587,91.209,0,20,20,7,1,-10921639,241.150,255,142,255,99595,25.206,15.153,0.456,5.991
ID15795,15795,5,4.492,463.486,90.372,0,21,21,7,1,-10921639,238.179,255,113,255,98368,30.589,11.481,0.478,5.036
ID15844,15844,5,4.467,468.742,87.642,0,22,22,7,1,-10921639,241.627,255,119,255,99792,26.385,15.250,0.474,5.894
ID15866,15866,5,4.278,473.894,87.518,0,23,23,7,1,-10921639,225.380,255,49,255,93082,49.795,11.331,0.442,2.776
ID15884,15884,5,4.282,472.057,88.234,0,24,24,7,1,-10921639,220.068,255,30,255,90888,57.075,11.278,0.440,2.358
ID15933,15933,5,4.195,471.086,87.412,0,25,25,7,1,-10921639,221.051,255,58,255,91294,50.833,11.272,0.426,2.598
ID15910,15910,5,4.345,478.685,84.449,0,26,26,7,1,-10921639,219.695,255,32,255,90734,59.428,11.266,0.454,2.307
ID15954,15954,5,3.995,471.443,87.181,0,27,27,7,1,-10921639,183.436,224,31,255,75759,79.848,8.520,0.412,1.340
ID15977,15977,5,3.943,479.778,81.049,0,28,28,7,1,-10921639,191.339,252,19,255,79023,82.213,8.535,0.401,1.333
