Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_0,22,1,4,0,0,0,25,0,25,64.502,0,0,278.677,572.714,0,3.557,11.477,0.189,1.147,3.936,4.571,4.943,3.887,4.579,0.290
Track_1,34,0,0,0,0,0,33,0,33,83.538,1,1,291.540,606.379,0,3.811,15.054,0.100,1.642,4.103,4.347,4.794,3.456,4.366,0.261
Track_2,41,0,0,0,0,0,40,0,40,56.144,2,2,498.240,620.713,0,5.693,16.781,0.379,3.804,4.760,4.798,5.068,4.203,4.877,0.219
Track_3,33,0,0,0,0,0,32,0,32,39.532,3,3,289.530,46.437,0,4.407,9.541,0.922,3.947,2.484,3.858,4.517,3.037,3.901,0.393
Track_5,46,0,0,0,0,0,45,0,45,63.450,5,5,257.649,85.993,0,6.068,14.627,0.522,5.680,3.704,4.266,4.742,3.737,4.311,0.250
Track_6,97,0,0,0,0,0,96,0,96,18.541,6,6,218.960,114.692,0,2.868,14.743,0.138,2.332,2.389,4.558,4.866,4.203,4.579,0.167
Track_9,54,0,0,0,0,0,53,0,53,36.815,9,9,113.111,206.734,0,2.561,11.961,0.137,1.590,2.601,4.926,5.512,3.795,5.197,0.500
Track_10,97,0,0,0,0,0,96,0,96,43.048,10,10,661.149,245.957,0,1.537,12.254,0.000,0.650,2.258,5.784,6.237,4.045,5.885,0.438
Track_13,97,0,0,0,0,0,96,0,96,89.946,13,13,71.548,261.974,0,5.001,13.482,0.630,4.538,3.074,4.435,5.157,3.573,4.494,0.352
Track_14,97,0,0,0,0,0,96,0,96,152.658,14,14,319.505,310.961,0,3.919,21.355,0.440,3.382,3.099,4.051,5.833,3.302,4.004,0.348
Track_17,54,1,3,0,0,0,56,0,56,29.097,17,17,239.006,367.326,0,6.982,21.857,1.073,5.212,5.202,4.567,5.073,3.814,4.683,0.338
Track_19,43,0,0,0,0,0,42,0,42,299.116,19,19,243.794,442.915,0,7.665,15.931,1.158,8.426,3.898,3.616,4.169,3.033,3.684,0.309
Track_20,58,0,0,0,0,0,57,0,57,334.744,20,20,384.696,440.638,0,6.729,14.959,0.348,6.875,3.833,4.588,4.975,4.060,4.605,0.193
Track_21,93,1,1,0,0,0,93,0,93,188.913,21,21,284.089,417.784,0,5.384,16.405,0.312,4.951,3.189,4.419,5.098,3.466,4.568,0.445
Track_22,23,0,0,0,0,0,22,0,22,85.909,22,22,217.578,514.300,0,4.682,12.485,0.171,3.352,3.429,4.002,4.533,3.295,3.961,0.265
Track_23,97,0,0,0,0,0,96,0,96,78.252,23,23,270.779,556.273,0,1.150,10.055,0.013,0.363,2.042,4.821,5.212,4.049,4.883,0.302
Track_30,86,0,0,0,0,0,85,11,96,48.173,30,30,409.704,159.438,0,2.019,10.982,0.044,0.541,2.884,4.793,4.972,4.532,4.815,0.109
Track_31,33,0,0,0,0,0,32,12,44,32.811,31,31,655.936,217.692,0,2.675,6.500,0.000,2.868,1.740,4.314,4.975,3.401,4.242,0.403
Track_39,68,3,2,0,0,0,72,24,96,138.021,39,39,101.893,225.091,0,5.399,16.211,0.650,5.028,3.778,4.123,4.907,3.034,4.373,0.617
Track_55,50,0,0,0,0,0,49,46,95,26.892,55,55,194.702,28.235,0,5.410,14.494,0.662,4.495,3.207,3.860,4.847,3.117,3.855,0.380
Track_58,47,0,0,0,0,0,46,50,96,52.344,58,58,41.470,558.506,0,6.854,23.795,0.381,5.667,4.834,4.038,4.685,3.214,4.005,0.385
Track_60,26,0,0,0,0,0,25,51,76,34.588,60,60,538.030,20.901,0,7.236,16.587,0.650,6.919,3.175,3.939,4.591,3.280,3.895,0.307
Track_66,24,2,1,0,0,0,25,54,79,22.002,66,66,246.732,374.505,0,4.989,11.970,1.568,4.959,2.629,3.688,4.304,3.105,3.615,0.314
Track_67,37,0,0,0,0,0,36,57,93,97.772,67,67,578.265,317.626,0,4.101,16.214,0.241,4.111,3.156,4.496,4.911,3.208,4.431,0.325
Track_69,31,0,0,0,0,0,30,60,90,21.571,69,69,336.771,337.592,0,2.123,8.516,0.285,1.737,1.745,4.093,4.943,3.043,4.362,0.539
Track_73,31,1,1,0,0,0,31,65,96,17.317,73,73,8.547,359.702,0,4.911,13.379,0.941,4.522,2.987,3.983,4.483,3.191,4.064,0.337
Track_76,29,1,1,0,0,0,29,67,96,17.584,76,76,607.429,657.216,0,1.874,6.277,0.451,1.613,1.260,3.628,4.136,3.004,3.641,0.309
Track_77,26,2,2,0,0,0,28,68,96,73.661,77,77,505.909,1.080,0,3.788,17.096,0.000,2.600,3.918,4.125,4.687,3.283,4.165,0.356
