Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_1,84,1,3,0,0,0,86,0,86,53.481,1,1,404.370,143.398,0,3.395,10.223,0.791,2.976,2.051,4.135,4.676,3.056,4.163,0.367
Track_3,97,0,0,0,0,0,96,0,96,118.265,3,3,463.077,206.387,0,6.317,20.805,0.369,5.750,4.072,3.997,4.470,3.621,4.001,0.171
Track_7,40,2,2,0,0,0,42,0,42,50.425,7,7,409.989,209.941,0,2.035,5.915,0.248,1.502,1.440,3.297,3.970,3.009,3.253,0.225
Track_15,93,0,0,0,0,0,92,0,92,72.497,15,15,384.186,517.771,0,5.356,24.946,0.098,3.224,5.847,3.988,5.248,3.114,3.939,0.360
Track_16,97,0,0,0,0,0,96,0,96,19.883,16,16,314.898,598.885,0,2.248,8.083,0.168,2.056,1.604,4.192,4.635,3.759,4.142,0.274
Track_17,85,3,4,0,0,0,90,0,90,55.799,17,17,493.251,32.990,0,5.883,18.526,0.000,4.602,4.350,4.265,4.949,3.106,4.337,0.412
Track_22,36,0,0,0,0,0,35,0,35,24.308,22,22,362.795,71.519,0,6.012,14.762,0.507,4.532,4.433,4.270,5.067,3.550,4.195,0.374
Track_27,25,0,0,0,0,0,24,3,27,60.198,27,27,464.425,60.735,0,5.453,13.636,0.624,5.481,3.560,3.778,4.371,3.285,3.698,0.289
Track_28,56,4,3,0,0,0,62,4,66,54.122,28,28,496.971,51.908,0,4.100,16.911,0.263,2.961,3.808,3.858,4.677,3.050,3.753,0.468
Track_29,93,0,0,0,0,0,92,4,96,113.509,29,29,330.465,58.439,0,4.123,17.911,0.461,3.119,3.159,4.091,5.085,3.111,4.073,0.557
Track_30,51,0,0,0,0,0,50,2,52,100.847,30,30,327.262,46.880,0,3.661,8.949,0.606,3.169,2.591,4.564,4.865,3.689,4.603,0.193
Track_34,90,0,0,0,0,0,89,7,96,43.281,34,34,28.143,293.724,0,2.995,11.077,0.052,2.341,2.198,3.797,4.706,3.139,3.738,0.313
Track_35,32,1,2,0,0,0,33,9,42,53.327,35,35,520.236,62.334,0,3.034,9.877,0.504,1.976,2.691,4.335,4.640,3.801,4.401,0.229
Track_40,74,4,4,0,0,0,81,15,96,44.569,40,40,532.779,50.119,0,3.586,20.144,0.345,1.956,4.315,4.405,4.904,3.012,4.485,0.364
Track_43,79,1,1,0,0,0,79,17,96,43.683,43,43,437.929,129.006,0,7.008,22.193,0.347,5.636,5.163,4.368,5.550,3.178,4.489,0.439
Track_47,26,0,0,0,0,0,25,19,44,25.857,47,47,507.764,361.086,0,2.997,16.330,0.083,2.042,3.391,4.088,4.367,3.352,4.106,0.210
Track_57,32,6,4,0,0,0,43,30,73,76.051,57,57,370.726,47.288,0,3.748,9.866,0.508,3.453,2.476,4.020,4.669,3.017,4.027,0.366
Track_61,18,4,3,0,0,0,25,40,65,35.352,61,61,124.868,73.507,0,4.824,8.712,0.293,5.905,3.042,3.242,3.490,3.003,3.239,0.144
Track_63,56,0,0,0,0,0,55,41,96,47.134,63,63,371.715,44.498,0,2.367,6.885,0.160,2.033,1.802,4.631,4.878,4.022,4.685,0.170
Track_67,48,3,3,0,0,0,54,42,96,24.857,67,67,536.790,32.062,0,2.395,8.401,0.161,1.891,1.787,4.170,4.635,3.751,4.205,0.233
Track_77,32,0,0,0,0,0,31,53,84,146.900,77,77,664.950,299.995,0,4.739,10.400,0.650,3.900,2.022,3.650,4.292,3.039,3.751,0.349
Track_81,42,0,0,0,0,0,41,55,96,24.064,81,81,420.806,495.341,0,3.147,11.231,0.281,2.462,2.256,4.229,4.986,3.124,4.295,0.392
Track_82,28,1,3,0,0,0,30,57,87,21.671,82,82,491.234,29.452,0,5.729,16.616,0.192,4.914,5.009,4.453,4.959,3.655,4.524,0.313
Track_102,22,0,0,0,0,0,21,75,96,34.555,102,102,438.995,129.789,0,5.975,16.613,0.507,4.411,4.743,4.104,4.745,3.491,4.148,0.321
