Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID6817 : ID6764),1,6817,6764,5.586,0.500,348.132,115.989,0,2.363,2.363,None
(ID6764 : ID6740),1,6764,6740,104.506,1.500,348.545,111.737,0,10.223,10.223,None
(ID6740 : ID6790),1,6740,6790,2.991,2.500,350.326,106.047,0,1.729,1.729,None
(ID6790 : ID6846),1,6790,6846,9.962,3.500,351.969,104.313,0,3.156,3.156,None
(ID6846 : ID6873),1,6846,6873,14.829,4.500,355.075,103.863,0,3.851,3.851,None
(ID6873 : ID6899),1,6873,6899,5.547,5.500,356.443,105.448,0,2.355,2.355,None
(ID6899 : ID6925),1,6899,6925,4.460,6.500,356.998,106.692,0,2.112,2.112,None
(ID6925 : ID6952),1,6925,6952,17.526,7.500,359.967,106.047,0,4.186,4.186,None
(ID6952 : ID6981),1,6952,6981,22.696,8.500,364.273,105.105,0,4.764,4.764,None
(ID6981 : ID7039),1,6981,7039,2.686,9.500,366.875,105.769,0,1.639,1.639,None
(ID7039 : ID7009),1,7039,7009,2.514,10.500,367.767,106.131,0,1.586,1.586,None
(ID7009 : ID7093),1,7009,7093,5.392,11.500,369.579,105.908,0,2.322,2.322,None
(ID7093 : ID7066),1,7093,7066,11.282,12.500,371.949,107.257,0,3.359,3.359,None
(ID7066 : ID7120),1,7066,7120,48.669,13.500,374.373,111.680,0,6.976,6.976,None
(ID7120 : ID7145),1,7120,7145,12.968,14.500,375.989,116.708,0,3.601,3.601,None
(ID7145 : ID7172),1,7145,7172,9.942,15.500,376.601,120.023,0,3.153,3.153,None
(ID7172 : ID7199),1,7172,7199,9.291,16.500,378.295,121.329,0,3.048,3.048,None
(ID7199 : ID7226),1,7199,7226,11.039,17.500,381.391,120.603,0,3.322,3.322,None
(ID7226 : ID7252),1,7226,7252,10.908,18.500,383.991,118.826,0,3.303,3.303,None
(ID7252 : ID7308),1,7252,7308,5.426,19.500,384.882,116.358,0,2.329,2.329,None
(ID7308 : ID7283),1,7308,7283,4.688,20.500,385.414,116.067,0,2.165,2.165,None
(ID7283 : ID7339),1,7283,7339,6.690,21.500,387.244,117.459,0,2.587,2.587,None
(ID7339 : ID7367),1,7339,7367,11.676,22.500,389.771,119.036,0,3.417,3.417,None
(ID7367 : ID7393),1,7367,7393,16.460,23.500,392.137,121.842,0,4.057,4.057,None
(ID7393 : ID7418),1,7393,7418,89.928,24.500,396.423,127.034,0,9.483,9.483,None
(ID7418 : ID7450),1,7418,7450,60.181,25.500,402.240,133.393,0,7.758,7.758,None
(ID7450 : ID7479),1,7450,7479,65.532,26.500,407.053,139.672,0,8.095,8.095,None
(ID7479 : ID7539),1,7479,7539,31.379,27.500,409.303,145.829,0,5.602,5.602,None
(ID7539 : ID7510),1,7539,7510,11.172,28.500,409.690,150.253,0,3.342,3.342,None
(ID7510 : ID7570),1,7510,7570,34.108,29.500,412.569,153.417,0,5.840,5.840,None
(ID7570 : ID7599),1,7570,7599,7.714,30.500,416.110,155.855,0,2.777,2.777,None
(ID7599 : ID7628),1,7599,7628,10.390,31.500,417.611,158.303,0,3.223,3.223,None
(ID7628 : ID7654),1,7628,7654,3.751,32.500,418.949,159.488,0,1.937,1.937,None
(ID7654 : ID7678),1,7654,7678,8.259,33.500,421.204,158.653,0,2.874,2.874,None
(ID7678 : ID7707),1,7678,7707,18.835,34.500,424.133,156.686,0,4.340,4.340,None
(ID7707 : ID7732),1,7707,7732,4.046,35.500,425.882,154.200,0,2.011,2.011,None
(ID7732 : ID7758),1,7732,7758,12.075,36.500,424.550,154.071,0,3.475,3.475,None
