Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_6,94,2,1,0,0,0,95,0,95,44.917,6,6,576.511,355.804,0,3.200,14.079,0.039,2.373,2.624,3.779,4.742,3.017,3.686,0.454
Track_8,44,0,0,0,0,0,43,0,43,109.740,8,8,506.822,551.760,0,3.880,10.926,0.239,2.759,2.763,3.905,4.412,3.580,3.854,0.233
Track_9,45,0,0,0,0,0,44,0,44,26.067,9,9,139.453,519.347,0,2.842,5.983,0.622,2.598,1.501,4.227,4.813,3.525,4.313,0.320
Track_13,78,3,1,0,0,0,80,0,80,21.844,13,13,360.019,19.751,0,4.910,23.210,0.378,3.598,4.571,3.511,4.862,3.017,3.322,0.432
Track_18,37,0,0,0,0,0,36,0,36,24.889,18,18,580.206,182.762,0,1.661,9.479,0.242,1.546,1.566,3.539,3.895,3.189,3.488,0.173
Track_19,97,0,0,0,0,0,96,0,96,73.938,19,19,121.382,187.794,0,3.938,21.905,0.077,2.903,3.509,4.276,4.782,3.622,4.327,0.274
Track_21,33,2,2,0,0,0,35,5,40,33.107,21,21,596.224,189.215,0,2.808,21.811,0.373,1.614,4.572,3.711,4.164,3.016,3.786,0.329
Track_22,24,0,0,0,0,0,23,3,26,33.305,22,22,461.433,260.418,0,5.545,16.344,1.120,3.514,4.977,4.117,4.712,3.035,4.202,0.422
Track_27,66,0,0,0,0,0,65,7,72,34.998,27,27,597.475,263.815,0,2.039,14.703,0.055,1.726,2.140,4.595,4.875,3.857,4.660,0.214
Track_28,22,1,2,0,0,0,23,7,30,101.638,28,28,166.059,624.065,0,9.810,19.985,0.791,9.709,6.162,3.961,4.357,3.040,4.048,0.294
Track_36,22,1,2,0,0,0,23,22,45,49.755,36,36,128.298,606.800,0,8.157,22.832,0.958,7.236,5.745,3.894,4.184,3.426,3.934,0.206
Track_41,64,2,4,0,0,0,68,28,96,23.018,41,41,557.422,206.450,0,1.374,10.497,0.252,1.139,1.319,3.454,4.012,3.050,3.428,0.219
Track_50,23,0,0,0,0,0,22,40,62,21.972,50,50,284.361,7.724,0,1.964,8.719,0.000,1.484,1.853,3.896,4.331,3.449,3.853,0.231
Track_57,46,2,4,0,0,0,50,46,96,59.358,57,57,118.911,597.904,0,7.207,21.715,0.044,5.228,6.090,3.983,4.691,3.380,3.945,0.339
Track_66,27,3,3,0,0,0,33,57,90,58.111,66,66,479.974,322.806,0,5.508,12.410,1.629,5.503,2.833,3.560,4.190,3.105,3.513,0.294
Track_73,24,1,2,0,0,0,25,63,88,22.488,73,73,587.496,286.216,0,3.055,17.256,0.503,2.100,3.631,4.066,4.521,3.012,4.189,0.421
Track_74,22,0,0,0,0,0,21,63,84,22.213,74,74,486.540,332.752,0,6.313,15.706,1.915,4.116,3.955,3.632,4.293,3.147,3.627,0.303
