Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID64370 : ID64340),1,64370,64340,38.563,0.500,373.365,93.492,0,6.210,6.210,None
(ID64340 : ID64326),1,64340,64326,591.240,1.500,376.369,78.714,0,24.315,24.315,None
(ID64326 : ID64352),1,64326,64352,230.853,2.500,373.139,63.204,0,15.194,15.194,None
(ID64352 : ID64382),1,64352,64382,68.045,3.500,368.632,62.957,0,8.249,8.249,None
(ID64382 : ID64397),1,64382,64397,382.504,4.500,372.972,57.021,0,19.558,19.558,None
(ID64397 : ID64411),1,64397,64411,489.346,5.500,377.215,36.626,0,22.121,22.121,None
(ID64411 : ID64425),1,64411,64425,90.773,6.500,378.966,30.501,0,9.527,9.527,None
(ID64425 : ID64464),1,64425,64464,115.433,7.500,378.375,29.901,0,10.744,10.744,None
(ID64464 : ID64439),1,64464,64439,111.835,8.500,380.153,19.715,0,10.575,10.575,None
(ID64439 : ID64451),1,64439,64451,553.859,9.500,385.312,26.265,0,23.534,23.534,None
(ID64451 : ID64477),1,64451,64477,342.789,10.500,395.182,43.850,0,18.515,18.515,None
(ID64477 : ID64488),1,64477,64488,493.499,11.500,394.273,42.127,0,22.215,22.215,None
(ID64488 : ID64515),1,64488,64515,0.428,12.500,386.171,34.158,0,0.654,0.654,None
(ID64515 : ID64500),1,64515,64500,1.907,13.500,386.410,33.720,0,1.381,1.381,None
(ID64500 : ID64527),1,64500,64527,0.721,14.500,387.340,33.539,0,0.849,0.849,None
(ID64527 : ID64541),1,64527,64541,1.678,15.500,387.293,34.254,0,1.295,1.295,None
(ID64541 : ID64554),1,64541,64554,0.951,16.500,386.650,34.323,0,0.975,0.975,None
(ID64554 : ID64565),1,64554,64565,7.619,17.500,387.794,33.770,0,2.760,2.760,None
(ID64565 : ID64576),1,64565,64576,8.213,18.500,387.865,34.242,0,2.866,2.866,None
(ID64576 : ID64612),1,64576,64612,3.341,19.500,387.066,34.075,0,1.828,1.828,None
(ID64612 : ID64587),1,64612,64587,7.211,20.500,386.356,33.885,0,2.685,2.685,None
(ID64587 : ID64600),1,64587,64600,2.633,21.500,385.925,34.246,0,1.623,1.623,None
(ID64600 : ID64625),1,64600,64625,8.093,22.500,387.070,35.410,0,2.845,2.845,None
(ID64625 : ID64636),1,64625,64636,3.885,23.500,388.401,36.612,0,1.971,1.971,None
(ID64636 : ID64649),1,64636,64649,5.436,24.500,388.627,35.540,0,2.332,2.332,None
(ID64649 : ID64662),1,64649,64662,27.841,25.500,385.601,33.319,0,5.276,5.276,None
(ID64662 : ID64673),1,64662,64673,29.678,26.500,385.511,33.611,0,5.448,5.448,None
