Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID49762 : ID49738),2,49762,49738,3.023,0.500,230.671,361.343,0,1.739,1.739,None
(ID49738 : ID49692),2,49738,49692,0.138,1.500,231.392,360.580,0,0.372,0.372,None
(ID49692 : ID49716),2,49692,49716,26.375,2.500,230.571,362.850,0,5.136,5.136,None
(ID49716 : ID49807),2,49716,49807,19.021,3.500,228.915,363.154,0,4.361,4.361,None
(ID49807 : ID49782),2,49807,49782,79.902,4.500,231.716,358.281,0,8.939,8.939,None
(ID49782 : ID49849),2,49782,49849,161.226,5.500,231.055,360.290,0,12.697,12.697,None
(ID49849 : ID49827),2,49849,49827,91.815,6.500,222.135,364.716,0,9.582,9.582,None
(ID49827 : ID49873),2,49827,49873,262.442,7.500,223.127,370.020,0,16.200,16.200,None
(ID49873 : ID49892),2,49873,49892,78.726,8.500,224.795,377.405,0,8.873,8.873,None
(ID49892 : ID49938),2,49892,49938,30.290,9.500,220.586,381.853,0,5.504,5.504,None
(ID49938 : ID49916),2,49938,49916,13.980,10.500,221.323,382.937,0,3.739,3.739,None
(ID49916 : ID49978),2,49916,49978,2.798,11.500,222.779,381.846,0,1.673,1.673,None
(ID49978 : ID49958),2,49978,49958,287.634,12.500,231.761,383.750,0,16.960,16.960,None
(ID49958 : ID49999),2,49958,49999,34.023,13.500,242.519,386.762,0,5.833,5.833,None
(ID49999 : ID50112),2,49999,50112,260.088,16.500,244.633,396.503,0,3.225,16.127,None
(ID50112 : ID50132),2,50112,50132,11.683,19.500,243.352,403.186,0,3.418,3.418,None
(ID50132 : ID50156),2,50132,50156,39.234,20.500,244.501,399.545,0,6.264,6.264,None
(ID50156 : ID50178),2,50156,50178,9.739,21.500,247.865,398.274,0,3.121,3.121,None
(ID50178 : ID50200),2,50178,50200,22.237,22.500,248.874,401.619,0,4.716,4.716,None
(ID50200 : ID50223),2,50200,50223,3.652,23.500,249.540,403.549,0,1.911,1.911,None
(ID50223 : ID50243),2,50223,50243,8.334,24.500,250.480,401.689,0,2.887,2.887,None
