Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID56187 : ID56155),6,56187,56155,170.573,0.500,70.633,44.553,0,13.060,13.060,None
(ID56155 : ID56171),6,56155,56171,154.824,1.500,65.077,53.499,0,12.443,12.443,None
(ID56171 : ID56202),6,56171,56202,609.834,2.500,73.640,50.469,0,24.695,24.695,None
(ID56202 : ID56220),6,56202,56220,67.014,3.500,85.868,41.895,0,8.186,8.186,None
(ID56220 : ID56240),6,56220,56240,199.722,4.500,96.691,44.538,0,14.132,14.132,None
(ID56240 : ID56254),6,56240,56254,93.700,5.500,99.314,44.042,0,9.680,9.680,None
(ID56254 : ID56270),6,56254,56270,29.203,6.500,92.457,41.763,0,5.404,5.404,None
(ID56270 : ID56288),6,56270,56288,26.554,7.500,88.038,43.870,0,5.153,5.153,None
(ID56288 : ID56328),6,56288,56328,552.213,8.500,78.244,54.325,0,23.499,23.499,None
(ID56328 : ID56308),6,56328,56308,53.302,9.500,69.295,59.323,0,7.301,7.301,None
(ID56308 : ID56346),6,56308,56346,47.605,10.500,65.264,57.187,0,6.900,6.900,None
(ID56346 : ID56364),6,56346,56364,383.673,11.500,66.526,49.850,0,19.588,19.588,None
(ID56364 : ID56383),6,56364,56383,111.510,12.500,75.776,38.993,0,10.560,10.560,None
(ID56383 : ID56401),6,56383,56401,117.104,13.500,85.967,37.673,0,10.821,10.821,None
(ID56401 : ID56420),6,56401,56420,76.053,14.500,95.515,37.276,0,8.721,8.721,None
(ID56420 : ID56440),6,56420,56440,530.213,15.500,90.747,43.313,0,23.026,23.026,None
(ID56440 : ID56459),6,56440,56459,219.752,16.500,78.740,57.297,0,14.824,14.824,None
(ID56459 : ID56476),6,56459,56476,44.337,17.500,78.361,66.052,0,6.659,6.659,None
(ID56476 : ID56496),6,56476,56496,49.891,18.500,84.019,69.921,0,7.063,7.063,None
(ID56496 : ID56511),6,56496,56511,84.063,19.500,91.167,73.734,0,9.169,9.169,None
(ID56511 : ID56530),6,56511,56530,87.042,20.500,94.673,80.292,0,9.330,9.330,None
(ID56530 : ID56550),6,56530,56550,236.578,21.500,101.291,82.390,0,15.381,15.381,None
(ID56550 : ID56568),6,56550,56568,477.669,22.500,97.753,78.225,0,21.856,21.856,None
(ID56568 : ID56587),6,56568,56587,217.954,23.500,79.749,74.954,0,14.763,14.763,None
(ID56587 : ID56606),6,56587,56606,16.359,24.500,74.241,74.433,0,4.045,4.045,None
(ID56606 : ID56625),6,56606,56625,72.143,25.500,76.145,71.300,0,8.494,8.494,None
(ID56625 : ID56643),6,56625,56643,69.003,26.500,73.479,70.053,0,8.307,8.307,None
(ID56643 : ID56665),6,56643,56665,59.496,27.500,66.745,72.985,0,7.713,7.713,None
(ID56665 : ID56685),6,56665,56685,52.686,28.500,65.251,75.677,0,7.259,7.259,None
