Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_0,97,0,0,0,0,0,96,0,96,27.320,0,0,436.071,259.592,0,2.018,6.951,0.147,1.751,1.479,5.872,6.185,4.821,5.992,0.287
Track_4,27,0,0,0,0,0,26,0,26,143.162,4,4,207.395,196.866,0,9.258,21.768,2.369,7.244,5.544,5.238,5.863,4.962,5.127,0.275
Track_7,29,0,0,0,0,0,28,0,28,32.462,7,7,154.149,528.292,0,5.813,24.018,0.779,4.729,5.726,4.463,4.680,4.082,4.501,0.144
Track_9,34,0,0,0,0,0,33,0,33,22.174,9,9,187.465,604.528,0,6.075,18.693,0.490,5.387,4.939,4.727,5.118,3.716,4.785,0.324
Track_10,74,0,0,0,0,0,73,0,73,83.667,10,10,183.421,73.844,0,5.595,21.773,0.422,4.429,4.927,4.894,5.234,3.537,5.014,0.363
Track_13,28,0,0,0,0,0,27,0,27,52.292,13,13,493.291,155.403,0,5.528,15.241,1.854,4.616,3.185,5.065,5.347,4.713,5.093,0.166
Track_18,73,1,3,0,0,0,75,0,75,36.868,18,18,156.105,222.839,0,3.343,21.882,0.123,1.791,4.340,5.313,5.744,4.205,5.448,0.386
Track_20,33,0,0,0,0,0,32,1,33,17.502,20,20,322.263,530.139,0,8.182,19.416,0.760,8.198,5.566,4.645,5.778,3.937,4.581,0.389
Track_22,89,4,3,0,0,0,94,2,96,96.210,22,22,537.639,265.533,0,7.119,23.054,0.347,6.755,4.755,4.080,4.869,3.120,4.098,0.323
Track_24,57,0,0,0,0,0,56,4,60,80.403,24,24,108.479,210.838,0,8.750,24.126,1.037,8.262,5.827,3.851,4.712,3.040,3.919,0.424
Track_25,27,0,0,0,0,0,26,4,30,68.885,25,25,441.137,461.379,0,10.900,23.763,1.161,11.506,6.286,5.123,5.575,4.030,5.267,0.396
Track_27,44,1,4,0,0,0,47,8,55,43.194,27,27,512.049,193.205,0,7.109,18.197,0.543,5.532,4.730,5.100,5.667,4.470,5.114,0.256
Track_31,81,1,2,0,0,0,82,11,93,89.545,31,31,19.089,200.432,0,7.575,24.420,0.000,6.787,4.607,4.831,5.752,3.433,4.867,0.517
Track_33,39,0,0,0,0,0,38,14,52,66.854,33,33,641.508,339.260,0,8.076,20.293,1.544,6.474,5.771,4.484,5.128,3.964,4.473,0.271
Track_37,76,0,0,0,0,0,75,21,96,40.755,37,37,45.786,228.847,0,5.350,18.597,0.407,3.578,4.516,5.032,5.660,3.718,5.306,0.577
Track_38,67,1,4,0,0,0,70,26,96,50.722,38,38,495.194,174.008,0,7.644,24.489,0.463,5.977,5.741,4.511,5.542,3.101,4.522,0.529
Track_42,48,1,1,0,0,0,48,28,76,30.346,42,42,192.110,517.978,0,6.473,22.403,0.590,5.030,4.656,4.290,5.282,3.162,4.314,0.530
Track_45,44,0,0,0,0,0,43,34,77,95.913,45,45,173.251,508.713,0,5.384,16.406,1.013,4.609,3.430,4.160,5.179,3.083,4.159,0.551
Track_50,32,0,0,0,0,0,31,36,67,24.904,50,50,224.404,170.213,0,6.408,24.022,0.988,5.366,4.929,5.247,5.716,4.868,5.217,0.239
Track_55,31,0,0,0,0,0,30,40,70,69.981,55,55,147.568,638.311,0,11.301,22.866,1.079,11.751,5.720,4.371,4.850,3.409,4.507,0.416
Track_56,50,0,0,0,0,0,49,44,93,94.461,56,56,265.796,548.340,0,6.678,21.234,0.804,5.398,5.183,4.697,5.264,3.357,4.678,0.285
Track_62,22,0,0,0,0,0,21,50,71,59.646,62,62,104.059,249.773,0,9.427,21.631,0.809,9.463,5.891,4.074,5.023,3.243,3.995,0.612
Track_63,28,0,0,0,0,0,27,50,77,114.086,63,63,427.049,484.094,0,9.549,22.016,1.083,9.485,5.285,5.320,5.527,4.970,5.391,0.175
Track_65,24,1,4,0,0,0,27,56,83,44.392,65,65,487.573,180.727,0,8.253,24.943,1.283,7.030,4.839,4.722,5.401,3.294,4.786,0.529
Track_69,29,0,0,0,0,0,28,68,96,18.145,69,69,228.231,142.148,0,5.702,14.636,0.495,3.820,4.244,4.980,5.501,3.955,5.084,0.389
