Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID62289 : ID62280),1,62289,62280,51.699,0.500,337.120,265.143,0,7.190,7.190,None
(ID62280 : ID62299),1,62280,62299,18.943,1.500,340.521,269.254,0,4.352,4.352,None
(ID62299 : ID62310),1,62299,62310,110.854,2.500,342.563,276.394,0,10.529,10.529,None
(ID62310 : ID62319),1,62310,62319,42.444,3.500,342.640,284.247,0,6.515,6.515,None
(ID62319 : ID62344),1,62319,62344,6.693,4.500,340.213,288.070,0,2.587,2.587,None
(ID62344 : ID62327),1,62344,62327,68.629,5.500,342.694,286.586,0,8.284,8.284,None
(ID62327 : ID62335),1,62327,62335,14.190,6.500,344.307,284.891,0,3.767,3.767,None
(ID62335 : ID62367),1,62335,62367,2.938,7.500,341.999,286.276,0,1.714,1.714,None
(ID62367 : ID62357),1,62367,62357,33.788,8.500,344.165,285.962,0,5.813,5.813,None
(ID62357 : ID62380),1,62357,62380,2.718,9.500,347.737,285.077,0,1.649,1.649,None
(ID62380 : ID62391),1,62380,62391,6.752,10.500,347.274,284.941,0,2.598,2.598,None
(ID62391 : ID62403),1,62391,62403,0.800,11.500,345.543,284.781,0,0.894,0.894,None
(ID62403 : ID62413),1,62403,62413,0.217,12.500,345.257,284.983,0,0.466,0.466,None
(ID62413 : ID62431),1,62413,62431,6.874,13.500,346.272,284.160,0,2.622,2.622,None
(ID62431 : ID62422),1,62431,62422,2.552,14.500,346.985,283.953,0,1.598,1.598,None
(ID62422 : ID62438),1,62422,62438,1.341,15.500,346.297,284.547,0,1.158,1.158,None
(ID62438 : ID62445),1,62438,62445,0.687,16.500,345.982,284.700,0,0.829,0.829,None
(ID62445 : ID62460),1,62445,62460,7.073,17.500,346.281,283.716,0,2.660,2.660,None
(ID62460 : ID62453),1,62460,62453,6.901,18.500,346.047,283.666,0,2.627,2.627,None
(ID62453 : ID62475),1,62453,62475,0.774,19.500,345.600,285.359,0,0.880,0.880,None
(ID62475 : ID62467),1,62475,62467,6.466,20.500,345.288,284.514,0,2.543,2.543,None
(ID62467 : ID62489),1,62467,62489,3.062,21.500,344.805,284.070,0,1.750,1.750,None
(ID62489 : ID62481),1,62489,62481,3.051,22.500,345.344,284.704,0,1.747,1.747,None
(ID62481 : ID62503),1,62481,62503,5.788,23.500,347.311,284.067,0,2.406,2.406,None
(ID62503 : ID62496),1,62503,62496,1.101,24.500,348.113,284.033,0,1.049,1.049,None
(ID62496 : ID62511),1,62496,62511,5.610,25.500,346.617,284.438,0,2.368,2.368,None
(ID62511 : ID62518),1,62511,62518,7.371,26.500,346.648,283.815,0,2.715,2.715,None
(ID62518 : ID62524),1,62518,62524,4.162,27.500,347.278,284.046,0,2.040,2.040,None
(ID62524 : ID62539),1,62524,62539,4.570,28.500,347.106,285.867,0,2.138,2.138,None
(ID62539 : ID62533),1,62539,62533,13.104,29.500,347.031,285.110,0,3.620,3.620,None
(ID62533 : ID62544),1,62533,62544,4.999,30.500,346.212,284.434,0,2.236,2.236,None
(ID62544 : ID62549),1,62544,62549,0.355,31.500,346.089,285.714,0,0.596,0.596,None
(ID62549 : ID62555),1,62549,62555,0.139,32.500,346.349,286.106,0,0.373,0.373,None
(ID62555 : ID62560),1,62555,62560,1.188,33.500,346.184,285.785,0,1.090,1.090,None
(ID62560 : ID62564),1,62560,62564,0.335,34.500,345.816,285.530,0,0.579,0.579,None
(ID62564 : ID62577),1,62564,62577,2.606,35.500,345.870,284.995,0,1.614,1.614,None
(ID62577 : ID62570),1,62577,62570,0.354,36.500,345.884,284.442,0,0.595,0.595,None
(ID62570 : ID62582),1,62570,62582,0.215,37.500,345.877,284.806,0,0.464,0.464,None
(ID62582 : ID62590),1,62582,62590,0.258,38.500,345.810,284.951,0,0.508,0.508,None
(ID62590 : ID62594),1,62590,62594,0.555,39.500,345.820,284.696,0,0.745,0.745,None
(ID62594 : ID62599),1,62594,62599,0.807,40.500,345.995,284.874,0,0.898,0.898,None
(ID62599 : ID62603),1,62599,62603,1.401,41.500,346.000,285.898,0,1.184,1.184,None
(ID62603 : ID62607),1,62603,62607,2.163,42.500,346.229,285.760,0,1.471,1.471,None
(ID62607 : ID62612),1,62607,62612,10.027,43.500,346.883,286.533,0,3.167,3.167,None
(ID62612 : ID62618),1,62612,62618,5.970,44.500,347.286,289.245,0,2.443,2.443,None
(ID62618 : ID62627),1,62618,62627,29.702,45.500,346.694,287.779,0,5.450,5.450,None
(ID62627 : ID62635),1,62627,62635,21.853,46.500,345.253,287.225,0,4.675,4.675,None
(ID62635 : ID62643),1,62635,62643,14.851,47.500,345.206,287.659,0,3.854,3.854,None
(ID62643 : ID62649),1,62643,62649,0.136,48.500,345.939,285.967,0,0.369,0.369,None
(ID62649 : ID62655),1,62649,62655,6.650,49.500,344.894,286.928,0,2.579,2.579,None
(ID62655 : ID62660),1,62655,62660,25.576,50.500,346.161,286.523,0,5.057,5.057,None
(ID62660 : ID62670),1,62660,62670,10.265,51.500,346.805,285.759,0,3.204,3.204,None
(ID62670 : ID62665),1,62670,62665,22.860,52.500,347.710,286.301,0,4.781,4.781,None
(ID62665 : ID62675),1,62665,62675,70.492,53.500,351.922,290.025,0,8.396,8.396,None
(ID62675 : ID62680),1,62675,62680,24.769,54.500,353.031,296.191,0,4.977,4.977,None
(ID62680 : ID62685),1,62680,62685,30.132,55.500,350.879,300.912,0,5.489,5.489,None
(ID62685 : ID62689),1,62685,62689,237.594,56.500,341.734,303.286,0,15.414,15.414,None
(ID62291 : ID62283),3,62291,62283,5.252,0.500,148.413,403.728,0,2.292,2.292,None
(ID62283 : ID62303),3,62283,62303,4.056,1.500,148.457,402.088,0,2.014,2.014,None
(ID62303 : ID62313),3,62303,62313,90.684,2.500,152.395,402.523,0,9.523,9.523,None
(ID62313 : ID62322),3,62313,62322,6.837,3.500,156.058,402.806,0,2.615,2.615,None
