Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID49762,49762,2,3.770,230.102,362.000,0,0,0,7,1,-10921639,224.692,255,0,255,92798,60.936,11.275,0.356,1.936
ID49738,49738,2,3.022,231.239,360.685,0,1,1,7,1,-10921639,188.259,216,0,255,77751,72.497,11.116,0.280,1.137
ID49692,49692,2,3.170,231.546,360.474,0,2,2,7,1,-10921639,193.223,229,0,255,79801,72.490,8.598,0.256,1.087
ID49716,49716,2,3.235,229.596,365.226,0,3,3,7,1,-10921639,177.312,207,0,255,73230,78.845,8.560,0.300,1.037
ID49807,49807,2,3.219,228.234,361.083,0,4,4,7,1,-10921639,186.220,221,0,255,76909,79.534,8.493,0.267,0.988
ID49782,49782,2,3.469,235.199,355.480,0,5,5,7,1,-10921639,214.644,255,0,255,88648,69.980,11.160,0.313,1.463
ID49849,49849,2,4.443,226.911,365.100,0,6,6,7,1,-10921639,210.438,255,0,255,86911,82.454,11.221,0.455,1.596
ID49827,49827,2,4.268,217.360,364.332,0,7,7,7,1,-10921639,190.654,255,0,255,78740,95.449,8.609,0.450,1.240
ID49873,49873,2,3.565,228.894,375.707,0,8,8,7,1,-10921639,171.269,214,0,255,70734,93.380,8.526,0.312,0.873
ID49892,49892,2,3.648,220.697,379.103,0,9,9,7,1,-10921639,182.274,216,0,255,75279,84.279,8.594,0.319,1.047
ID49938,49938,2,3.301,220.475,384.602,0,10,10,7,1,-10921639,207.579,255,0,255,85730,81.455,11.007,0.262,1.058
ID49916,49916,2,3.114,222.172,381.271,0,11,11,7,1,-10921639,205.467,255,0,255,84858,77.361,10.986,0.241,1.031
ID49978,49978,2,3.792,223.386,382.421,0,12,12,7,1,-10921639,234.831,255,0,255,96985,58.981,11.380,0.350,2.066
ID49958,49958,2,3.793,240.136,385.079,0,13,13,7,1,-10921639,214.579,255,0,255,88621,80.917,11.150,0.349,1.372
ID49999,49999,2,3.874,244.901,388.444,0,14,14,7,1,-10921639,231.044,255,0,255,95421,59.076,11.373,0.368,2.102
ID50112,50112,2,4.687,244.365,404.563,0,19,19,7,1,-10921639,136.291,142,0,255,56288,89.947,8.422,0.716,1.264
ID50132,50132,2,4.731,242.339,401.810,0,20,20,7,1,-10921639,136.252,137,0,255,56272,93.836,8.449,0.655,1.149
ID50156,50156,2,3.885,246.663,397.279,0,21,21,7,1,-10921639,142.971,146,0,255,59047,89.803,8.358,0.404,0.917
ID50178,50178,2,4.066,249.067,399.269,0,22,22,7,1,-10921639,135.169,133,0,255,55825,92.466,8.406,0.449,0.906
ID50200,50200,2,4.166,248.681,403.969,0,23,23,7,1,-10921639,138.123,146,0,255,57045,92.194,8.449,0.504,1.004
