Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_1,79,1,1,0,0,0,79,0,79,71.265,1,1,386.568,37.067,0,5.521,24.315,0.405,3.201,5.756,4.208,5.116,3.031,4.243,0.483
Track_3,38,0,0,0,0,0,37,0,37,100.012,3,3,433.804,160.127,0,6.496,23.512,0.435,4.285,5.708,4.050,4.862,3.216,4.110,0.443
Track_8,28,0,0,0,0,0,27,0,27,40.177,8,8,251.542,422.658,0,7.301,17.133,1.225,6.843,4.214,3.990,4.498,3.452,4.051,0.300
Track_13,69,1,1,0,0,0,69,2,71,38.275,13,13,254.094,137.449,0,5.606,17.672,0.217,4.422,3.999,4.970,5.690,3.467,5.029,0.396
Track_35,44,0,0,0,0,0,43,15,58,83.118,35,35,168.933,266.112,0,4.619,17.814,0.459,2.871,4.167,3.530,4.375,3.080,3.445,0.310
Track_57,26,0,0,0,0,0,25,32,57,57.991,57,57,49.061,488.952,0,4.967,12.493,0.913,4.149,3.288,3.429,3.853,3.041,3.412,0.190
Track_65,46,0,0,0,0,0,45,39,84,79.729,65,65,91.859,359.182,0,10.060,22.587,0.818,9.897,5.120,3.961,4.688,3.056,4.008,0.404
Track_77,45,1,1,0,0,0,45,49,94,49.980,77,77,357.790,618.857,0,6.941,20.865,0.176,5.971,5.014,4.583,4.802,4.402,4.574,0.101
Track_82,44,0,0,0,0,0,43,53,96,124.682,82,82,322.223,273.010,0,9.316,19.439,0.557,9.515,5.458,4.803,5.087,4.422,4.830,0.162
Track_95,26,0,0,0,0,0,25,71,96,46.788,95,95,364.690,620.699,0,6.742,16.509,1.017,5.240,4.659,4.562,4.967,4.398,4.546,0.111
