Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID42195 : ID42166),13,42195,42166,6.422,0.500,100.934,401.844,0,2.534,2.534,None
(ID42166 : ID42247),13,42166,42247,108.521,1.500,100.393,406.198,0,10.417,10.417,None
(ID42247 : ID42301),13,42247,42301,201.569,4.000,94.427,416.782,0,3.549,14.198,None
(ID42301 : ID42357),13,42301,42357,291.506,6.500,97.322,427.029,0,17.074,17.074,None
(ID42357 : ID42380),13,42357,42380,76.170,7.500,108.825,430.941,0,8.728,8.728,None
(ID42380 : ID42404),13,42380,42404,195.561,8.500,118.447,425.710,0,13.984,13.984,None
(ID42404 : ID42430),13,42404,42430,79.838,9.500,128.172,421.866,0,8.935,8.935,None
(ID42430 : ID42456),13,42430,42456,9.379,10.500,132.632,421.036,0,3.062,3.062,None
(ID42456 : ID42481),13,42456,42481,125.123,11.500,133.837,414.034,0,11.186,11.186,None
(ID42481 : ID42504),13,42481,42504,16.643,12.500,135.414,406.566,0,4.080,4.080,None
(ID42504 : ID42533),13,42504,42533,558.775,13.500,135.275,416.376,0,23.638,23.638,None
(ID42533 : ID42560),13,42533,42560,92.433,14.500,129.924,427.814,0,9.614,9.614,None
(ID42560 : ID42586),13,42560,42586,220.834,15.500,122.697,434.467,0,14.860,14.860,None
(ID42586 : ID42611),13,42586,42611,202.770,16.500,116.277,435.589,0,14.240,14.240,None
(ID42611 : ID42656),13,42611,42656,99.573,17.500,116.774,427.502,0,9.979,9.979,None
(ID42656 : ID42634),13,42656,42634,45.972,18.500,124.641,425.544,0,6.780,6.780,None
(ID42634 : ID42679),13,42634,42679,1.886,19.500,128.700,425.888,0,1.373,1.373,None
(ID42679 : ID42704),13,42679,42704,11.032,20.500,130.245,424.588,0,3.321,3.321,None
(ID42198 : ID42168),15,42198,42168,31.118,0.500,222.448,457.031,0,5.578,5.578,None
(ID42168 : ID42249),15,42168,42249,25.761,1.500,222.581,459.598,0,5.076,5.076,None
(ID42249 : ID42223),15,42249,42223,364.063,2.500,223.622,469.949,0,19.080,19.080,None
(ID42223 : ID42275),15,42223,42275,24.361,3.500,223.958,477.576,0,4.936,4.936,None
(ID42275 : ID42331),15,42275,42331,416.394,4.500,229.977,466.528,0,20.406,20.406,None
(ID42331 : ID42303),15,42331,42303,42.056,5.500,236.296,459.879,0,6.485,6.485,None
(ID42303 : ID42358),15,42303,42358,16.031,6.500,240.257,462.636,0,4.004,4.004,None
(ID42358 : ID42381),15,42358,42381,28.727,7.500,241.253,460.328,0,5.360,5.360,None
