Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_0,51,0,0,0,0,0,50,0,50,98.553,0,0,500.523,478.719,0,6.569,20.972,0.287,6.098,4.387,4.031,4.819,3.192,4.131,0.386
Track_6,95,0,0,0,0,0,94,0,94,91.588,6,6,256.039,178.428,0,6.969,18.456,0.172,6.401,3.980,5.640,6.013,5.168,5.652,0.169
Track_10,30,2,2,0,0,0,32,0,32,117.364,10,10,378.543,274.574,0,8.449,18.317,1.865,8.465,4.238,4.396,4.986,3.223,4.457,0.358
Track_14,97,0,0,0,0,0,96,0,96,35.529,14,14,370.468,456.171,0,2.597,11.290,0.148,2.336,1.785,5.272,5.585,4.944,5.272,0.116
Track_29,25,1,1,0,0,0,25,6,31,91.152,29,29,337.306,239.197,0,9.059,17.994,1.426,7.741,5.275,4.410,5.090,3.114,4.559,0.552
Track_41,23,1,1,0,0,0,23,16,39,80.957,41,41,300.088,189.861,0,7.619,15.901,1.248,7.086,4.105,4.413,5.001,3.181,4.527,0.474
Track_54,29,1,3,0,0,0,31,29,60,28.249,54,54,116.766,636.998,0,9.961,23.367,1.326,10.130,6.339,3.821,4.665,3.049,3.826,0.445
Track_62,44,0,0,0,0,0,43,35,78,145.766,62,62,377.129,140.724,0,8.498,23.143,1.426,7.079,5.467,4.584,5.076,3.919,4.688,0.270
Track_65,32,0,0,0,0,0,31,39,70,127.297,65,65,187.815,104.277,0,10.088,19.871,1.792,10.439,5.555,4.885,5.684,4.273,4.846,0.362
Track_76,47,0,0,0,0,0,46,50,96,54.108,76,76,500.682,425.111,0,6.504,17.279,1.698,5.955,3.222,4.270,4.776,3.586,4.274,0.295
Track_79,21,5,4,0,0,0,29,54,83,21.552,79,79,204.494,222.340,0,7.708,19.800,0.177,6.736,5.686,4.175,5.122,3.044,4.369,0.684
Track_86,37,2,1,0,0,0,38,58,96,73.503,86,86,188.224,89.261,0,8.584,23.821,0.730,7.287,5.700,4.372,4.890,3.880,4.398,0.199
