Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID28288,28288,0,4.520,351.531,114.021,0,0,0,7,1,-10921639,182.220,255,3,255,75257,94.096,8.568,0.515,1.317
ID28253,28253,0,4.137,354.278,118.666,0,1,1,7,1,-10921639,173.467,255,10,255,71642,95.919,8.466,0.451,1.124
ID28231,28231,0,4.445,350.815,110.510,0,2,2,7,1,-10921639,179.765,255,8,255,74243,95.102,8.521,0.510,1.278
ID28271,28271,0,4.471,350.548,110.936,0,3,3,7,1,-10921639,188.823,255,14,255,77984,88.410,8.613,0.495,1.414
ID28307,28307,0,4.410,349.986,109.036,0,4,4,7,1,-10921639,178.433,255,15,255,73693,94.466,8.519,0.500,1.259
ID28325,28325,0,4.303,345.608,102.032,0,5,5,7,1,-10921639,179.387,255,17,255,74087,93.223,8.561,0.465,1.222
ID28343,28343,0,4.236,344.656,101.956,0,6,6,7,1,-10921639,176.760,255,15,255,73002,95.033,8.495,0.465,1.181
ID28362,28362,0,4.158,342.680,101.489,0,7,7,7,1,-10921639,177.036,251,28,255,73116,89.570,8.521,0.438,1.204
ID28384,28384,0,4.485,339.078,96.498,0,8,8,7,1,-10921639,187.639,255,14,255,77495,90.695,8.631,0.494,1.369
ID28409,28409,0,4.426,338.902,96.593,0,9,9,7,1,-10921639,183.862,255,23,255,75935,90.134,8.575,0.490,1.342
ID28429,28429,0,4.232,339.737,99.413,0,10,10,7,1,-10921639,180.637,255,23,255,74603,92.254,8.523,0.459,1.231
ID28447,28447,0,4.419,336.297,92.860,0,11,11,7,1,-10921639,179.857,255,18,255,74281,94.489,8.571,0.494,1.258
ID28487,28487,0,4.333,336.379,92.827,0,12,12,7,1,-10921639,181.075,255,25,255,74784,91.083,8.576,0.470,1.272
ID28465,28465,0,4.155,336.616,93.552,0,13,13,7,1,-10921639,168.126,247,14,255,69436,98.927,8.427,0.461,1.073
ID28509,28509,0,4.475,334.557,91.742,0,14,14,7,1,-10921639,173.102,255,14,255,71491,97.327,8.535,0.514,1.208
