Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID34272,34272,0,4.943,275.005,559.799,0,0,0,7,1,-10921639,195.085,244,27,255,80570,75.339,11.205,0.618,1.977
ID34323,34323,0,4.852,274.788,560.678,0,1,1,7,1,-10921639,196.632,239,30,255,81209,72.124,11.218,0.595,2.035
ID34350,34350,0,4.892,275.062,560.678,0,2,2,7,1,-10921639,194.387,242,24,255,80282,75.491,11.198,0.604,1.939
ID34297,34297,0,4.874,275.266,561.615,0,3,3,7,1,-10921639,193.496,238,32,255,79914,74.420,11.202,0.603,1.955
ID34377,34377,0,4.929,275.601,561.723,0,4,4,7,1,-10921639,192.007,238,27,255,79299,76.198,11.191,0.619,1.926
ID34401,34401,0,4.827,275.766,561.816,0,5,5,7,1,-10921639,188.956,225,25,255,78039,76.832,11.185,0.602,1.849
ID34428,34428,0,4.848,275.891,562.148,0,6,6,7,1,-10921639,185.293,217,24,255,76526,77.915,11.166,0.617,1.814
ID34453,34453,0,4.817,275.598,562.019,0,7,7,7,1,-10921639,187.356,219,25,255,77378,75.958,11.181,0.603,1.856
ID34482,34482,0,4.717,275.825,561.860,0,8,8,7,1,-10921639,189.559,221,23,255,78288,71.671,11.201,0.577,1.935
ID34508,34508,0,4.537,272.824,561.164,0,9,9,7,1,-10921639,188.165,229,7,255,77712,78.346,11.202,0.546,1.696
ID34536,34536,0,4.296,273.201,560.081,0,10,10,7,1,-10921639,187.690,217,4,255,77516,77.880,11.183,0.488,1.581
ID34565,34565,0,4.338,273.599,561.578,0,11,11,7,1,-10921639,192.622,222,3,255,79553,73.626,11.183,0.487,1.714
ID34594,34594,0,4.596,274.134,561.603,0,12,12,7,1,-10921639,210.167,242,30,255,86799,58.258,11.300,0.521,2.471
ID34620,34620,0,3.887,273.557,559.104,0,13,13,7,1,-10921639,215.007,239,79,255,88798,48.226,15.421,0.390,2.503
ID34778,34778,0,4.059,272.904,564.519,0,18,18,7,1,-10921639,203.462,255,0,255,84030,78.386,11.179,0.412,1.514
ID34727,34727,0,4.325,277.445,571.893,0,19,19,7,1,-10921639,187.765,244,0,255,77547,87.197,8.580,0.468,1.374
ID34805,34805,0,4.544,281.816,579.703,0,20,20,7,1,-10921639,186.688,255,0,255,77102,90.503,8.607,0.515,1.403
ID34831,34831,0,4.579,284.527,587.195,0,21,21,7,1,-10921639,191.712,255,6,255,79177,86.884,11.063,0.515,1.501
ID34858,34858,0,4.495,288.078,598.109,0,22,22,7,1,-10921639,189.254,255,1,255,78162,89.501,8.600,0.502,1.413
