Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID6817,6817,1,4.423,349.107,115.321,0,0,0,7,1,-10921639,193.976,242,0,255,80112,78.724,11.132,0.489,1.619
ID6764,6764,1,4.293,347.157,116.656,0,1,1,7,1,-10921639,202.804,249,3,255,83758,70.074,11.204,0.459,1.822
ID6740,6740,1,4.653,349.933,106.818,0,2,2,7,1,-10921639,211.288,255,18,255,87262,66.181,11.223,0.514,2.168
ID6790,6790,1,4.485,350.719,105.277,0,3,3,7,1,-10921639,220.818,255,68,255,91198,50.883,11.322,0.480,2.815
ID6846,6846,1,4.670,353.219,103.350,0,4,4,7,1,-10921639,229.644,255,75,255,94843,39.155,11.400,0.510,3.961
ID6873,6873,1,4.569,356.930,104.375,0,5,5,7,1,-10921639,231.978,250,132,255,95807,30.657,15.330,0.493,4.995
ID6899,6899,1,4.398,355.957,106.520,0,6,6,7,1,-10921639,223.099,238,94,255,92140,37.198,11.390,0.474,3.855
ID6925,6925,1,4.569,358.040,106.865,0,7,7,7,1,-10921639,231.571,255,77,255,95639,36.778,11.407,0.491,4.145
ID6952,6952,1,4.531,361.894,105.230,0,8,8,7,1,-10921639,224.983,255,44,255,92918,52.122,11.324,0.482,2.809
ID6981,6981,1,4.396,366.652,104.980,0,9,9,7,1,-10921639,232.407,249,109,255,95984,31.551,11.386,0.460,4.642
ID7039,7039,1,4.208,367.099,106.557,0,10,10,7,1,-10921639,238.530,255,139,255,98513,23.733,15.641,0.432,6.069
ID7009,7009,1,4.316,368.436,105.705,0,11,11,7,1,-10921639,246.126,255,149,255,101650,17.732,15.558,0.453,8.652
ID7093,7093,1,4.315,370.722,106.110,0,12,12,7,1,-10921639,242.891,255,100,255,100314,25.426,15.448,0.452,5.945
ID7066,7066,1,4.521,373.176,108.404,0,13,13,7,1,-10921639,236.768,255,107,255,97785,30.685,15.270,0.486,5.048
ID7120,7120,1,4.425,375.569,114.957,0,14,14,7,1,-10921639,237.535,255,156,255,98102,25.470,15.326,0.471,5.969
ID7145,7145,1,4.360,376.410,118.459,0,15,15,7,1,-10921639,242.017,255,133,255,99953,23.551,15.408,0.458,6.457
ID7172,7172,1,4.244,376.793,121.588,0,16,16,7,1,-10921639,235.557,255,73,255,97285,31.873,15.375,0.443,4.536
ID7199,7199,1,4.421,379.797,121.071,0,17,17,7,1,-10921639,234.557,255,93,255,96872,35.029,15.242,0.468,4.268
ID7226,7226,1,4.389,382.985,120.136,0,18,18,7,1,-10921639,225.354,245,93,255,93071,38.378,11.365,0.467,3.737
ID7252,7252,1,4.331,384.997,117.517,0,19,19,7,1,-10921639,225.363,240,95,255,93075,35.858,11.356,0.454,3.924
ID7308,7308,1,4.556,384.767,115.199,0,20,20,7,1,-10921639,229.872,248,110,255,94937,33.942,11.402,0.490,4.456
ID7283,7283,1,4.537,386.062,116.934,0,21,21,7,1,-10921639,224.303,245,92,255,92637,40.243,11.339,0.488,3.657
ID7339,7339,1,4.507,388.426,117.983,0,22,22,7,1,-10921639,223.700,250,61,255,92388,44.290,11.383,0.489,3.320
ID7367,7367,1,4.399,391.117,120.089,0,23,23,7,1,-10921639,221.567,244,70,255,91507,44.702,11.377,0.473,3.185
ID7393,7393,1,4.108,393.158,123.595,0,24,24,7,1,-10921639,212.724,237,69,255,87855,52.090,11.351,0.436,2.480
ID7418,7418,1,3.875,399.688,130.472,0,25,25,7,1,-10921639,198.022,223,27,255,81783,63.373,11.118,0.387,1.744
ID7450,7450,1,3.832,404.792,136.315,0,26,26,7,1,-10921639,201.959,227,30,255,83409,60.541,11.169,0.378,1.831
ID7479,7479,1,3.876,409.314,143.029,0,27,27,7,1,-10921639,212.136,237,51,255,87612,52.476,11.250,0.380,2.225
ID7539,7539,1,4.028,409.291,148.630,0,28,28,7,1,-10921639,213.462,242,49,255,88160,54.902,11.268,0.407,2.250
ID7510,7510,1,4.227,410.089,151.876,0,29,29,7,1,-10921639,225.271,245,83,255,93037,38.373,11.359,0.435,3.561
ID7570,7570,1,4.335,415.050,154.958,0,30,30,7,1,-10921639,221.780,237,102,255,91595,38.468,11.301,0.453,3.595
ID7599,7599,1,4.138,417.170,156.752,0,31,31,7,1,-10921639,205.988,212,78,255,85073,41.521,11.311,0.448,3.070
ID7628,7628,1,3.920,418.052,159.853,0,32,32,7,1,-10921639,197.354,207,66,255,81507,46.795,11.248,0.425,2.517
ID7654,7654,1,3.161,419.846,159.123,0,33,33,7,1,-10921639,181.877,196,30,243,75115,48.391,11.203,0.335,1.887
ID7678,7678,1,3.402,422.562,158.182,0,34,34,7,1,-10921639,195.487,208,62,249,80736,43.530,11.283,0.364,2.398
ID7707,7707,1,4.143,425.705,155.190,0,35,35,7,1,-10921639,207.724,231,48,255,85790,54.451,11.236,0.434,2.308
ID7732,7732,1,4.123,426.060,153.210,0,36,36,7,1,-10921639,214.736,236,61,255,88686,50.220,11.283,0.426,2.554
ID7758,7758,1,3.658,423.041,154.932,0,37,37,7,1,-10921639,206.300,221,66,251,85202,41.900,11.302,0.380,2.711
ID7786,7786,1,3.878,424.820,153.593,0,38,38,7,1,-10921639,200.334,221,54,255,82738,54.893,11.241,0.398,2.079
ID7814,7814,1,3.942,421.288,157.620,0,39,39,7,1,-10921639,200.729,217,34,255,82901,57.171,11.346,0.440,2.145
ID7840,7840,1,4.112,429.645,153.547,0,40,40,7,1,-10921639,200.489,231,30,255,82802,65.092,11.189,0.430,1.853
ID7906,7906,1,4.013,431.593,153.205,0,41,41,7,1,-10921639,186.666,214,12,255,77093,72.965,11.142,0.431,1.540
ID7873,7873,1,3.883,431.641,155.401,0,42,42,7,1,-10921639,175.385,202,0,255,72434,73.137,11.121,0.442,1.469
ID7937,7937,1,3.382,434.192,153.419,0,43,43,7,1,-10921639,169.801,200,0,255,70128,74.549,8.546,0.367,1.222
ID7969,7969,1,3.731,435.343,153.260,0,44,44,7,1,-10921639,171.104,193,6,255,70666,77.331,11.107,0.427,1.324
ID8002,8002,1,3.456,432.329,156.486,0,45,45,7,1,-10921639,165.998,194,0,255,68557,74.769,11.044,0.373,1.206
ID8034,8034,1,3.525,428.704,158.834,0,46,46,7,1,-10921639,176.494,198,14,251,72892,63.644,11.104,0.378,1.522
ID8062,8062,1,4.007,428.409,160.057,0,47,47,7,1,-10921639,203.436,216,56,255,84019,49.346,11.279,0.426,2.462
ID8091,8091,1,3.960,424.517,161.649,0,48,48,7,1,-10921639,208.458,222,79,255,86093,43.418,11.300,0.422,2.847
