Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID42053,42053,1,6.121,413.434,64.467,0,0,0,7,1,-10921639,253.017,255,125,255,104496,12.384,15.171,0.810,18.280
ID42109,42109,1,6.070,413.398,65.453,0,1,1,7,1,-10921639,253.714,255,166,255,104784,8.372,15.253,0.794,26.817
ID42024,42024,1,6.118,413.240,64.593,0,2,2,7,1,-10921639,251.615,255,115,255,103917,17.019,15.143,0.811,13.240
ID42080,42080,1,6.152,414.329,64.831,0,3,3,7,1,-10921639,252.579,255,147,255,104315,11.953,15.144,0.816,18.994
ID42135,42135,1,6.121,414.033,63.166,0,4,4,7,1,-10921639,253.668,255,162,255,104765,8.034,15.173,0.809,28.237
ID42166,42166,1,6.151,414.206,64.071,0,5,5,7,1,-10921639,249.673,255,92,255,103115,22.792,14.952,0.829,9.927
ID42196,42196,1,6.146,413.594,64.813,0,6,6,7,1,-10921639,252.937,255,169,255,104463,10.217,15.130,0.817,22.265
ID42225,42225,1,6.048,416.109,65.041,0,7,7,7,1,-10921639,252.530,255,146,255,104295,12.522,15.223,0.791,17.808
ID42281,42281,1,6.160,415.423,63.010,0,8,8,7,1,-10921639,250.165,255,96,255,103318,19.968,14.978,0.827,11.345
ID42253,42253,1,6.101,415.226,62.438,0,9,9,7,1,-10921639,247.896,255,68,255,102381,27.320,14.983,0.812,8.134
ID42309,42309,1,5.964,413.189,59.871,0,10,10,7,1,-10921639,250.153,255,99,255,103313,19.365,15.172,0.775,11.283
ID42339,42339,1,5.949,413.092,57.992,0,11,11,7,1,-10921639,249.552,255,69,255,103065,23.264,15.231,0.772,9.345
ID42368,42368,1,5.970,411.969,60.303,0,12,12,7,1,-10921639,253.860,255,181,255,104844,7.232,15.299,0.770,30.539
ID42398,42398,1,5.983,412.827,58.122,0,13,13,7,1,-10921639,249.153,255,116,255,102900,21.591,15.132,0.784,10.140
ID42453,42453,1,5.894,411.585,52.450,0,14,14,7,1,-10921639,251.506,255,126,255,103872,15.707,15.307,0.757,13.794
ID42425,42425,1,5.742,409.493,56.171,0,15,15,7,1,-10921639,253.145,255,172,255,104549,9.309,15.419,0.722,22.799
ID42509,42509,1,5.870,414.033,56.567,0,16,16,7,1,-10921639,249.416,255,114,255,103009,21.302,15.257,0.754,10.069
ID42481,42481,1,5.939,407.043,55.652,0,17,17,7,1,-10921639,252.070,255,116,255,104105,14.284,15.270,0.766,15.307
ID42560,42560,1,5.719,411.258,55.025,0,18,18,7,1,-10921639,250.535,255,100,255,103471,19.021,15.500,0.718,11.012
ID42534,42534,1,5.655,410.112,53.920,0,19,19,7,1,-10921639,254.656,255,226,255,105173,2.398,15.556,0.699,87.388
ID42586,42586,1,5.659,410.159,53.886,0,20,20,7,1,-10921639,252.889,255,171,255,104443,10.255,15.451,0.704,20.377
ID42616,42616,1,5.792,402.768,53.521,0,21,21,7,1,-10921639,251.726,255,119,255,103963,15.018,15.302,0.736,14.207
ID42646,42646,1,5.952,399.463,53.020,0,22,22,7,1,-10921639,249.114,255,92,255,102884,24.038,15.232,0.773,9.037
ID42673,42673,1,5.928,396.125,50.237,0,23,23,7,1,-10921639,247.995,255,86,255,102422,26.057,15.085,0.773,8.296
ID42702,42702,1,5.640,385.574,47.409,0,24,24,7,1,-10921639,246.852,255,76,255,101950,27.234,14.825,0.704,7.493
ID42730,42730,1,5.875,383.942,48.100,0,25,25,7,1,-10921639,246.518,255,71,255,101812,28.511,14.837,0.766,7.498
ID42794,42794,1,5.918,379.150,44.909,0,26,26,7,1,-10921639,250.600,255,122,255,103498,17.575,15.077,0.769,12.396
ID42760,42760,1,5.785,375.708,47.584,0,27,27,7,1,-10921639,251.630,255,102,255,103923,16.482,15.321,0.734,12.921
ID42854,42854,1,5.872,376.392,46.734,0,28,28,7,1,-10921639,253.111,255,95,255,104535,13.977,15.441,0.749,15.508
ID42824,42824,1,5.793,376.567,46.605,0,29,29,7,1,-10921639,252.467,255,113,255,104269,15.634,15.353,0.735,13.686
ID42886,42886,1,5.871,376.310,44.967,0,30,30,7,1,-10921639,254.031,255,187,255,104915,6.130,15.433,0.746,35.426
ID42917,42917,1,5.835,376.399,44.356,0,31,31,7,1,-10921639,254.080,255,162,255,104935,7.011,15.413,0.740,30.818
ID42972,42972,1,5.913,375.938,46.075,0,32,32,7,1,-10921639,254.266,255,187,255,105012,5.890,15.491,0.752,37.071
ID42945,42945,1,5.930,376.355,46.060,0,33,33,7,1,-10921639,253.806,255,178,255,104822,7.407,15.460,0.758,29.550
ID43028,43028,1,5.867,378.190,45.663,0,34,34,7,1,-10921639,251.274,255,118,255,103776,17.832,15.282,0.754,12.112
ID43000,43000,1,5.880,378.908,45.256,0,35,35,7,1,-10921639,251.942,255,128,255,104052,16.575,15.381,0.751,13.037
ID43056,43056,1,5.800,379.750,44.899,0,36,36,7,1,-10921639,254.090,255,174,255,104939,6.141,15.624,0.728,34.867
ID43084,43084,1,6.123,381.820,44.178,0,37,37,7,1,-10921639,246.826,255,68,255,101939,28.733,14.879,0.821,7.748
ID43110,43110,1,6.063,381.157,43.567,0,38,38,7,1,-10921639,250.523,255,132,255,103466,16.829,15.102,0.799,13.222
ID43138,43138,1,5.908,383.148,43.196,0,39,39,7,1,-10921639,245.240,255,39,255,101284,33.572,15.203,0.768,6.345
ID43165,43165,1,5.870,384.078,43.146,0,40,40,7,1,-10921639,250.620,255,76,255,103506,21.302,15.399,0.751,10.088
ID43191,43191,1,5.602,386.880,44.453,0,41,41,7,1,-10921639,247.576,255,48,255,102249,30.315,15.465,0.696,6.702
ID43220,43220,1,5.759,388.603,44.329,0,42,42,7,1,-10921639,246.722,255,39,255,101896,30.647,15.186,0.735,6.819
ID43248,43248,1,5.666,391.253,43.983,0,43,43,7,1,-10921639,247.107,255,66,255,102055,28.359,14.968,0.715,7.266
ID43276,43276,1,5.521,393.632,43.892,0,44,44,7,1,-10921639,249.201,255,105,255,102920,23.287,15.201,0.678,8.649
ID43303,43303,1,5.596,398.166,41.458,0,45,45,7,1,-10921639,242.172,255,52,255,100017,36.924,14.382,0.705,5.423
ID43333,43333,1,5.620,402.323,43.078,0,46,46,7,1,-10921639,251.705,255,128,255,103954,14.860,15.130,0.700,13.955
ID43361,43361,1,5.592,406.710,42.523,0,47,47,7,1,-10921639,249.511,255,83,255,103048,23.718,15.159,0.695,8.626
ID43391,43391,1,5.551,407.802,40.415,0,48,48,7,1,-10921639,252.327,255,106,255,104211,15.766,15.377,0.685,13.012
ID43418,43418,1,5.633,408.612,41.009,0,49,49,7,1,-10921639,253.276,255,159,255,104603,9.715,15.431,0.703,21.521
ID43446,43446,1,5.719,407.439,39.085,0,50,50,7,1,-10921639,252.390,255,143,255,104237,13.236,15.338,0.721,15.981
ID43477,43477,1,5.629,406.908,37.686,0,51,51,7,1,-10921639,252.746,255,149,255,104384,11.710,15.491,0.700,17.779
ID43507,43507,1,5.275,406.434,37.963,0,52,52,7,1,-10921639,250.029,255,76,255,103262,22.142,15.549,0.634,8.767
ID43566,43566,1,5.528,407.508,38.580,0,53,53,7,1,-10921639,247.308,255,71,255,102138,27.973,15.280,0.687,7.202
ID43536,43536,1,5.287,407.322,38.577,0,54,54,7,1,-10921639,248.264,255,78,255,102533,24.956,15.273,0.641,7.769
ID43596,43596,1,5.456,407.026,38.769,0,55,55,7,1,-10921639,246.492,255,70,255,101801,30.319,15.443,0.672,6.536
ID43654,43654,1,5.316,409.337,34.709,0,56,56,7,1,-10921639,240.475,255,55,255,99316,40.520,14.682,0.640,4.632
