Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID6848,6848,0,5.458,174.276,349.325,0,0,0,7,1,-10921639,215.705,255,50,255,89086,60.343,11.370,0.682,2.898
ID6933,6933,0,5.496,177.112,348.796,0,1,1,7,1,-10921639,218.937,255,62,255,90421,56.109,11.400,0.688,3.180
ID6877,6877,0,5.545,174.420,349.237,0,2,2,7,1,-10921639,215.751,255,49,255,89105,61.962,11.384,0.704,2.877
ID6906,6906,0,5.568,174.769,348.792,0,3,3,7,1,-10921639,216.104,255,70,255,89251,57.866,11.414,0.709,3.097
ID6987,6987,0,5.497,178.283,346.707,0,4,4,7,1,-10921639,213.218,255,52,255,88059,61.217,11.349,0.693,2.851
ID6960,6960,0,5.475,177.831,347.001,0,5,5,7,1,-10921639,214.414,255,55,255,88553,59.378,11.367,0.685,2.937
ID7017,7017,0,5.289,179.738,348.706,0,6,6,7,1,-10921639,215.104,255,64,255,88838,54.977,11.305,0.642,3.059
ID7045,7045,0,5.301,180.768,347.778,0,7,7,7,1,-10921639,216.884,255,89,255,89573,51.974,11.307,0.642,3.263
ID7073,7073,0,5.435,179.555,347.598,0,8,8,7,1,-10921639,213.015,255,68,255,87975,58.153,11.308,0.677,2.957
ID7100,7100,0,5.370,179.667,348.295,0,9,9,7,1,-10921639,214.436,255,75,255,88562,54.847,11.298,0.659,3.107
ID7129,7129,0,5.253,177.543,348.149,0,10,10,7,1,-10921639,214.354,255,85,255,88528,52.000,11.272,0.633,3.195
ID7160,7160,0,5.258,179.146,348.442,0,11,11,7,1,-10921639,214.213,255,77,255,88470,53.397,11.286,0.634,3.114
ID7190,7190,0,5.188,180.988,349.582,0,12,12,7,1,-10921639,215.833,255,89,255,89139,50.210,11.278,0.617,3.281
ID7219,7219,0,5.261,180.707,349.099,0,13,13,7,1,-10921639,212.041,255,73,255,87573,55.638,11.264,0.636,2.964
ID7248,7248,0,5.240,178.535,348.699,0,14,14,7,1,-10921639,208.334,255,62,255,86042,59.519,11.234,0.636,2.722
ID7275,7275,0,5.186,179.907,348.999,0,15,15,7,1,-10921639,215.579,255,75,255,89034,51.540,11.283,0.617,3.191
ID7304,7304,0,5.318,180.663,349.666,0,16,16,7,1,-10921639,213.203,255,69,255,88053,53.790,11.269,0.650,3.122
ID7333,7333,0,5.288,182.169,350.534,0,17,17,7,1,-10921639,207.695,247,70,255,85778,58.027,11.214,0.648,2.815
ID7392,7392,0,5.281,181.307,349.359,0,18,18,7,1,-10921639,207.947,252,66,255,85882,58.105,11.221,0.647,2.811
ID7363,7363,0,5.169,182.844,351.073,0,19,19,7,1,-10921639,214.097,249,89,255,88422,50.638,11.254,0.616,3.223
ID7423,7423,0,5.195,182.999,351.054,0,20,20,7,1,-10921639,213.818,255,69,255,88307,52.486,11.277,0.623,3.127
