Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID18177,18177,1,3.554,416.504,346.031,0,0,0,7,1,-10921639,187.099,200,54,255,77272,51.691,11.246,0.368,1.946
ID18121,18121,1,4.331,416.182,336.729,0,1,1,7,1,-10921639,199.954,209,68,255,82581,52.847,11.182,0.471,2.421
ID18205,18205,1,3.991,421.161,348.307,0,2,2,7,1,-10921639,196.228,208,57,255,81042,57.439,11.118,0.404,1.965
ID18151,18151,1,3.745,421.367,348.858,0,3,3,7,1,-10921639,195.383,215,51,255,80693,58.234,11.243,0.386,1.868
ID18235,18235,1,3.507,419.032,347.368,0,4,4,7,1,-10921639,187.734,196,49,255,77534,50.191,11.144,0.348,1.930
ID18263,18263,1,3.929,426.846,355.040,0,5,5,7,1,-10921639,194.923,206,57,255,80503,57.369,11.102,0.395,1.924
ID18289,18289,1,3.826,417.099,345.719,0,6,6,7,1,-10921639,189.554,200,60,255,78286,56.931,8.526,0.385,1.852
ID18319,18319,1,4.215,425.463,357.625,0,7,7,7,1,-10921639,206.642,219,63,255,85343,52.202,11.172,0.435,2.400
ID18344,18344,1,3.940,420.576,350.786,0,8,8,7,1,-10921639,194.148,210,54,255,80183,58.570,11.151,0.407,1.918
ID18371,18371,1,3.999,428.920,359.898,0,9,9,7,1,-10921639,189.223,201,57,255,78149,59.417,11.096,0.421,1.886
ID18399,18399,1,3.911,421.957,354.238,0,10,10,7,1,-10921639,188.138,201,52,255,77701,60.563,11.101,0.404,1.789
ID18426,18426,1,4.146,412.237,346.147,0,11,11,7,1,-10921639,194.736,219,50,255,80426,63.685,11.157,0.438,1.863
ID18454,18454,1,4.130,425.841,357.887,0,12,12,7,1,-10921639,185.748,215,38,255,76714,73.826,8.550,0.439,1.536
ID18530,18530,1,4.016,415.016,346.500,0,13,13,7,1,-10921639,202.416,216,67,255,83598,51.368,11.190,0.412,2.298
ID18478,18478,1,4.117,421.500,353.693,0,14,14,7,1,-10921639,187.705,210,49,255,77522,68.935,11.083,0.436,1.653
ID18503,18503,1,4.397,409.038,341.109,0,15,15,7,1,-10921639,201.525,233,48,255,83230,63.079,11.149,0.471,2.045
ID18555,18555,1,3.919,418.175,354.353,0,16,16,7,1,-10921639,192.964,209,47,255,79694,60.155,11.173,0.405,1.850
ID18634,18634,1,4.565,407.297,338.807,0,17,17,7,1,-10921639,195.053,229,34,255,80557,70.588,11.106,0.514,1.876
ID18580,18580,1,4.258,419.164,353.616,0,18,18,7,1,-10921639,192.475,220,33,255,79492,69.121,11.127,0.459,1.752
ID18607,18607,1,4.280,406.879,338.012,0,19,19,7,1,-10921639,186.329,204,46,255,76954,67.090,11.105,0.474,1.786
ID18663,18663,1,4.165,418.296,351.582,0,20,20,7,1,-10921639,183.482,210,37,255,75778,74.413,8.517,0.450,1.530
ID18715,18715,1,4.617,402.782,338.174,0,21,21,7,1,-10921639,200.818,222,40,255,82938,60.164,11.183,0.518,2.279
ID18689,18689,1,3.918,401.055,333.640,0,22,22,7,1,-10921639,168.044,181,31,255,69402,70.627,8.459,0.437,1.446
ID18742,18742,1,4.157,400.330,335.656,0,23,23,7,1,-10921639,196.523,208,47,255,81164,52.425,11.231,0.452,2.334
ID18800,18800,1,3.949,400.652,334.602,0,24,24,7,1,-10921639,177.547,202,28,255,73327,74.607,8.496,0.426,1.422
ID18770,18770,1,4.138,401.106,337.866,0,25,25,7,1,-10921639,187.378,205,41,255,77387,64.866,11.126,0.455,1.808
ID18828,18828,1,3.597,399.626,323.317,0,26,26,7,1,-10921639,170.143,178,44,253,70269,56.093,11.156,0.414,1.777
ID18857,18857,1,3.949,403.535,340.366,0,27,27,7,1,-10921639,181.242,193,39,255,74853,61.813,11.121,0.435,1.777
ID18885,18885,1,4.014,400.399,332.203,0,28,28,7,1,-10921639,176.823,198,30,255,73028,74.456,8.471,0.437,1.444
ID18914,18914,1,3.306,408.621,344.796,0,29,29,7,1,-10921639,175.409,182,59,251,72444,50.591,11.185,0.351,1.802
ID18942,18942,1,4.227,410.718,347.178,0,30,30,7,1,-10921639,189.588,213,42,255,78300,67.122,11.076,0.455,1.766
ID18972,18972,1,3.912,409.022,344.503,0,31,31,7,1,-10921639,184.249,206,39,255,76095,68.957,11.128,0.421,1.584
ID19002,19002,1,3.677,411.111,346.504,0,32,32,7,1,-10921639,176.831,196,33,255,73031,70.526,8.490,0.390,1.407
ID19030,19030,1,3.944,416.984,353.312,0,33,33,7,1,-10921639,181.593,198,42,255,74998,65.443,8.495,0.418,1.636
ID19058,19058,1,3.924,417.326,353.935,0,34,34,7,1,-10921639,173.901,191,45,255,71821,71.806,8.448,0.419,1.430
ID19087,19087,1,3.760,410.196,346.519,0,35,35,7,1,-10921639,175.383,194,39,255,72433,69.225,8.516,0.406,1.464
ID19112,19112,1,3.287,403.517,330.646,0,36,36,7,1,-10921639,146.167,162,22,255,60367,81.189,8.347,0.375,0.981
ID18178,18178,2,4.860,341.318,370.900,0,0,0,7,1,-10921639,209.194,255,13,255,86397,75.779,11.190,0.553,1.965
