Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID104,104,2,4.097,405.865,86.912,0,0,0,7,1,-10921639,164.676,181,20,255,68011,88.168,8.437,0.448,1.155
ID43,43,2,3.977,413.067,89.842,0,1,1,7,1,-10921639,182.809,191,58,255,75500,60.642,8.484,0.423,1.791
ID62,62,2,3.956,412.984,97.638,0,2,2,7,1,-10921639,198.220,210,46,255,81865,54.725,11.177,0.412,2.115
ID81,81,2,4.264,411.350,104.526,0,3,3,7,1,-10921639,196.392,223,31,255,81110,66.632,11.263,0.480,1.911
ID145,145,2,3.669,411.317,108.729,0,4,4,7,1,-10921639,180.315,207,44,255,74470,76.849,8.459,0.378,1.286
ID166,166,2,3.757,412.267,103.916,0,5,5,7,1,-10921639,175.397,195,27,255,72439,79.140,8.462,0.419,1.310
ID122,122,2,3.678,412.476,104.237,0,6,6,7,1,-10921639,165.327,169,25,255,68280,79.270,11.220,0.433,1.259
ID187,187,2,3.976,411.319,105.880,0,7,7,7,1,-10921639,177.450,190,31,255,73287,69.912,8.499,0.448,1.570
ID274,274,2,4.141,411.918,107.313,0,8,8,7,1,-10921639,190.806,197,36,255,78803,58.742,11.148,0.449,2.013
ID211,211,2,4.225,412.124,108.457,0,9,9,7,1,-10921639,200.392,216,55,255,82762,55.353,11.226,0.458,2.273
ID231,231,2,4.287,412.304,109.510,0,10,10,7,1,-10921639,197.453,217,34,255,81548,60.811,11.171,0.466,2.064
ID252,252,2,4.398,413.957,110.005,0,11,11,7,1,-10921639,205.438,232,20,255,84846,60.775,11.272,0.489,2.220
ID315,315,2,4.083,417.796,113.181,0,12,12,7,1,-10921639,187.199,209,19,255,77313,69.102,11.199,0.455,1.694
ID294,294,2,3.880,414.985,112.842,0,13,13,7,1,-10921639,177.755,204,18,255,73413,76.533,8.455,0.418,1.370
ID338,338,2,4.202,418.233,115.642,0,14,14,7,1,-10921639,193.806,218,36,255,80042,66.985,11.200,0.464,1.833
ID358,358,2,4.440,418.317,117.622,0,15,15,7,1,-10921639,195.525,232,30,255,80752,69.200,11.157,0.501,1.885
ID377,377,2,4.336,418.442,117.598,0,16,16,7,1,-10921639,196.169,226,19,255,81018,70.500,11.152,0.470,1.780
ID397,397,2,3.703,421.483,126.441,0,17,17,7,1,-10921639,163.908,181,0,255,67694,80.430,11.116,0.430,1.225
ID503,503,2,4.088,419.130,131.126,0,22,22,7,1,-10921639,181.310,216,0,255,74881,86.960,8.500,0.438,1.270
ID526,526,2,4.214,419.613,129.854,0,23,23,7,1,-10921639,190.206,255,0,255,78555,88.534,8.561,0.445,1.323
ID548,548,2,4.188,419.503,129.675,0,24,24,7,1,-10921639,188.688,255,0,255,77928,94.006,8.552,0.438,1.222
ID570,570,2,4.010,419.995,132.831,0,25,25,7,1,-10921639,167.801,194,0,255,69302,90.702,8.453,0.450,1.148
ID591,591,2,3.646,419.814,134.236,0,26,26,7,1,-10921639,153.932,166,0,255,63574,84.301,8.415,0.424,1.088
ID611,611,2,3.365,419.407,136.071,0,27,27,7,1,-10921639,143.862,149,0,255,59415,83.273,8.407,0.423,1.028
ID633,633,2,3.357,419.143,135.219,0,28,28,7,1,-10921639,157.588,169,9,255,65084,64.114,8.491,0.425,1.466
ID655,655,2,3.398,420.602,131.007,0,29,29,7,1,-10921639,169.729,186,0,255,70098,77.151,8.446,0.351,1.143
ID676,676,2,3.964,419.297,134.324,0,30,30,7,1,-10921639,189.860,212,13,255,78412,68.796,11.174,0.418,1.627
ID697,697,2,4.048,419.558,134.190,0,31,31,7,1,-10921639,185.228,226,0,255,76499,83.991,8.517,0.417,1.299
ID717,717,2,3.861,419.685,135.982,0,32,32,7,1,-10921639,174.223,195,0,255,71954,82.121,8.485,0.430,1.275
ID740,740,2,3.784,419.723,132.769,0,33,33,7,1,-10921639,176.889,233,0,255,73055,95.017,8.449,0.376,1.016
ID782,782,2,3.671,420.075,134.777,0,34,34,7,1,-10921639,169.121,197,0,255,69847,87.029,8.436,0.400,1.110
ID803,803,2,3.612,419.296,138.825,0,36,36,7,1,-10921639,153.259,161,0,255,63296,82.385,8.444,0.431,1.121
ID825,825,2,3.520,419.640,137.017,0,37,37,7,1,-10921639,150.792,164,0,255,62277,89.598,8.380,0.424,1.002
ID892,892,2,3.751,418.522,140.001,0,40,40,7,1,-10921639,149.736,152,0,255,61841,90.363,8.349,0.433,1.001
ID914,914,2,3.054,417.765,140.300,0,41,41,7,1,-10921639,131.019,133,0,255,54111,88.991,8.321,0.370,0.795
ID938,938,2,3.310,418.616,141.649,0,42,42,7,1,-10921639,141.465,147,2,255,58425,75.617,8.445,0.420,1.106
ID962,962,2,3.459,418.106,140.098,0,43,43,7,1,-10921639,144.119,150,0,255,59521,84.255,8.383,0.422,1.015
ID985,985,2,3.479,416.816,140.196,0,44,44,7,1,-10921639,149.789,155,0,255,61863,82.135,8.435,0.408,1.057
ID1007,1007,2,3.374,416.752,140.219,0,45,45,7,1,-10921639,151.070,158,0,255,62392,81.971,8.391,0.403,1.059
ID1028,1028,2,4.031,416.189,141.605,0,46,46,7,1,-10921639,169.019,186,0,255,69805,83.741,8.480,0.456,1.264
ID1051,1051,2,3.936,415.992,142.455,0,47,47,7,1,-10921639,158.063,171,0,255,65280,88.256,8.440,0.461,1.130
ID1073,1073,2,3.602,416.514,140.314,0,48,48,7,1,-10921639,164.312,195,0,255,67861,92.838,8.372,0.375,0.966
ID1095,1095,2,4.333,414.449,143.230,0,49,49,7,1,-10921639,188.116,229,0,255,77692,81.825,8.564,0.475,1.481
ID1139,1139,2,4.054,414.362,142.406,0,50,50,7,1,-10921639,174.985,209,0,255,72269,88.720,8.477,0.446,1.217
ID1116,1116,2,3.889,414.105,143.143,0,51,51,7,1,-10921639,165.390,199,0,255,68306,94.675,8.412,0.421,1.036
ID1162,1162,2,4.287,413.030,145.355,0,52,52,7,1,-10921639,180.153,207,0,255,74403,80.113,8.519,0.482,1.463
ID1186,1186,2,4.364,412.879,145.244,0,53,53,7,1,-10921639,188.574,225,0,255,77881,79.281,8.574,0.479,1.540
ID1209,1209,2,4.389,413.210,145.269,0,54,54,7,1,-10921639,193.012,234,0,255,79714,78.359,11.105,0.482,1.602
