     TRACK_ID  FRAME  POSITION_X  POSITION_Y
0           2      0     230.102     362.000
1           2      1     231.239     360.685
2           2      2     231.546     360.474
3           2      3     229.596     365.226
4           2      4     228.234     361.083
5           2      5     235.199     355.480
6           2      6     226.911     365.100
7           2      7     217.360     364.332
8           2      8     228.894     375.707
9           2      9     220.697     379.103
10          2     10     220.475     384.602
11          2     11     222.172     381.271
12          2     12     223.386     382.421
13          2     13     240.136     385.079
14          2     14     244.901     388.444
15          2     19     244.365     404.563
16          2     20     242.339     401.810
17          2     21     246.663     397.279
18          2     22     249.067     399.269
19          2     23     248.681     403.969
20          2     24     250.399     403.130
21          2     25     250.562     400.248
22          2     26     240.039     393.732
23          2     28     248.982     391.770
24          2     29     249.804     389.511
25          2     30     249.759     390.903
26          2     31     249.572     392.056
27          2     32     246.970     388.749
28          2     33     247.857     389.111
29          2     34     253.345     386.290
30          2     35     251.095     389.000
31          2     36     249.473     392.860
32          2     37     250.000     390.972
33          2     38     246.892     390.476
34          2     39     254.523     389.302
35          2     40     254.481     387.609
36          2     41     253.342     389.661
37          2     42     252.066     390.511
38          2     43     253.589     391.343
39          2     44     255.039     389.521
40          2     45     252.469     393.765
41          2     46     253.960     391.816
42          2     47     251.548     391.745
43          2     48     251.240     391.912
44          2     49     249.483     391.704
45          2     50     249.516     392.195
46          2     51     248.938     393.110
47          2     52     249.600     393.250
48          2     53     246.656     394.291
49          2     54     243.478     393.748
50          2     55     243.350     392.580
51          2     56     247.426     390.181
52          2     57     250.487     386.416
53          2     58     261.538     386.475
54          2     59     251.123     384.873
55          3      0     253.004     368.012
56          3      1     256.322     361.666
57          3      2     258.293     356.973
58          3      3     251.796     358.483
59          3      4     248.745     356.277
60          3      5     249.600     357.500
61          3      6     251.933     365.854
62          3      7     245.615     367.178
63          3      8     247.447     367.354
64          3      9     250.233     371.274
65          3     10     245.184     371.436
66          3     11     244.564     366.954
67          3     12     247.184     374.918
68          3     13     260.858     376.318
69          3     14     268.828     383.854
70          3     15     266.427     383.912
71          3     16     264.673     373.674
72          3     17     267.423     373.161
73          3     19     272.287     368.735
74          3     20     273.662     367.839
75          3     21     281.821     367.899
76          3     22     279.271     362.729
77          3     23     281.844     367.223
78          3     24     275.764     367.134
79          3     25     262.954     353.722
80          3     27     276.971     372.349
81          3     28     282.193     375.013
82          3     29     287.617     388.417
83          3     30     290.895     386.937
84          3     31     292.870     373.635
85          3     32     295.516     375.947
86          3     33     293.042     378.711
87          3     34     297.940     375.074
88          3     35     305.456     372.666
89          3     36     300.314     369.480
90          3     37     308.861     370.346
91          3     38     319.456     366.206
92          3     39     323.762     358.958
93          3     40     327.726     365.898
94          3     41     333.081     369.494
95          3     42     327.757     362.604
96          3     43     320.346     353.370
97          3     44     318.927     353.989
98          3     45     327.756     364.504
99          3     46     335.830     379.240
100         3     47     342.580     378.850
101         3     48     344.483     373.244
102         3     49     340.704     377.046
103         3     50     339.367     379.273
104         3     51     334.312     386.604
105         3     52     332.531     391.715
106         3     53     334.062     391.439
107         3     54     340.610     393.591
108         3     55     335.187     392.750
109         3     56     329.190     382.558
110         3     57     315.068     372.045
111         3     58     292.391     372.893
112         3     59     290.363     370.191
113         3     60     287.449     371.518
114         3     61     287.124     375.128
115         3     62     284.599     375.850
116         3     63     286.547     370.855
117         3     64     289.875     369.368
118         3     65     285.161     365.033
119         3     66     274.969     357.996
120         3     67     276.376     348.091
121         3     68     274.024     342.354
122         3     69     270.916     343.511
123         3     70     261.607     339.667
124         3     71     257.813     336.425
125         6      0     576.312     427.569
126         6      1     577.887     423.362
127         6      2     574.959     430.532
128         6      3     572.640     438.746
129         6      4     573.554     450.608
130         6      5     576.670     456.122
131         6      6     583.273     437.815
132         6      7     581.055     427.208
133         6      8     579.758     430.389
134         6      9     582.613     442.345
135         6     10     583.159     451.331
136         6     11     587.769     470.119
137         6     12     589.947     472.857
138         6     13     583.034     466.353
139         6     14     583.389     454.804
140         6     15     579.300     450.049
141         6     16     570.596     449.959
142         6     17     564.963     448.689
143         6     18     552.416     447.004
144         6     19     553.588     445.171
145         6     20     553.698     443.714
146         6     21     551.203     450.608
147         6     22     551.074     453.877
148         6     23     558.602     450.086
149         6     24     560.086     449.466
150         6     25     546.552     456.107
151         8      0     515.327     450.234
152         8      1     511.009     449.373
153         8      2     499.709     461.389
154         8      3     483.223     477.811
155         8      4     489.051     469.433
156         8      5     491.388     474.437
157         8      6     489.295     473.232
158         8      7     481.286     469.067
159         8      8     480.394     471.180
160         8      9     480.323     486.326
161         8     10     483.232     497.637
162         8     11     482.659     504.806
163         8     12     492.264     515.295
164         8     13     483.267     507.330
165         8     14     468.303     508.927
166         8     15     454.313     506.262
167         8     16     463.159     501.079
168         8     17     459.975     501.438
169         8     18     454.511     494.328
170         8     19     456.909     487.438
171         8     20     452.908     490.008
172         8     21     446.578     481.495
173         8     22     455.057     495.201
174         8     23     465.657     494.148
175         8     24     462.823     502.824
176         8     25     459.692     500.958
177         8     26     462.834     509.749
178         8     27     472.247     502.598
179         8     28     484.378     510.287
180         8     29     499.490     506.718
181         8     30     498.711     502.312
182         8     31     505.525     501.540
183         8     32     487.276     511.304
184         8     33     487.851     497.405
185         8     34     499.079     496.256
186         8     35     505.799     491.990
187         8     36     515.782     499.123
188         8     37     510.525     491.319
189         8     38     514.664     488.643
190         8     39     504.335     492.688
191         8     40     503.339     489.096
192         8     41     509.970     483.667
193         8     42     499.800     488.336
194         8     43     494.307     475.002
195         8     44     483.705     471.868
196         8     45     475.914     472.148
197         8     46     485.605     468.439
198         8     47     482.872     466.724
199         8     48     494.116     463.894
200         8     49     504.628     459.101
201         8     50     494.132     471.858
202         8     51     512.209     469.097
203         8     52     521.064     468.305
204         8     53     516.620     469.580
205         8     54     510.497     481.615
206         8     55     513.697     481.395
207         8     56     516.727     480.719
208         8     57     515.823     473.090
209         8     58     522.448     477.010
210         8     59     513.836     478.694
211         8     60     505.614     480.621
212         8     61     505.325     476.565
213         8     62     508.254     473.015
214         8     63     507.400     470.678
215         8     64     512.752     476.167
216         8     65     497.788     474.372
217         8     66     504.066     471.106
218         8     67     515.829     469.731
219         8     68     524.299     473.258
220         8     69     526.964     471.469
221        29      4     256.963     383.305
222        29      5     255.838     385.421
223        29      6     255.260     388.028
224        29      7     250.978     389.689
225        29      8     255.544     388.393
226        29      9     257.637     386.678
227        29     13     257.714     393.677
228        29     14     258.959     399.610
229        29     15     259.649     407.900
230        29     16     275.350     396.592
231        29     17     260.385     397.521
232        29     21     253.745     382.984
233        29     22     251.568     384.764
234        29     23     250.227     387.370
235        29     24     243.746     391.474
236        29     25     258.289     385.892
237        29     26     251.495     388.963
238        29     27     259.396     387.018
239        29     28     262.330     387.469
240        29     29     264.489     387.590
241        29     30     262.225     389.663
242        29     31     259.350     388.700
243        29     32     275.097     392.515
244        29     33     269.799     392.592
245        29     34     272.969     396.744
246        30      5     168.577     537.110
247        30      6     168.220     540.355
248        30      7     165.726     544.033
249        30      8     166.754     552.867
250        30      9     169.194     549.616
251        30     10     173.476     549.820
252        30     11     152.849     543.408
253        30     12     158.027     544.563
254        30     13     164.750     544.129
255        30     14     163.464     545.351
256        30     15     162.755     540.211
257        30     16     163.702     540.543
258        30     17     163.136     538.644
259        30     18     163.007     543.494
260        30     19     157.859     551.851
261        30     20     154.862     553.175
262        30     21     151.080     553.031
263        30     22     157.813     557.104
264        30     23     158.595     558.127
265        30     24     159.239     569.613
266        30     25     162.287     564.915
267        30     26     163.809     569.713
268        30     27     163.429     566.932
269        30     28     162.294     567.141
270        30     29     168.562     573.710
271        30     30     175.045     581.506
272        30     31     171.717     584.705
273        30     32     175.129     583.952
274        30     33     191.134     594.978
275        30     34     195.888     603.705
276        30     35     193.536     604.126
277        30     36     207.158     608.520
278        30     37     222.805     619.197
279        30     38     232.413     615.598
280        30     39     227.844     606.268
281        30     40     225.166     611.211
282        30     41     222.391     621.851
283        30     42     218.460     611.859
284        30     43     222.929     623.127
285        30     44     221.558     629.754
286        30     45     221.535     631.830
287        30     46     224.617     631.282
288        30     47     219.472     632.789
289        30     48     226.334     632.277
290        30     49     223.707     632.275
291        30     50     216.090     625.029
292        30     51     217.345     635.058
293        30     52     208.543     629.127
294        30     53     209.135     626.598
295        30     54     222.287     627.467
296        30     55     219.623     628.294
297        30     56     208.857     626.892
298        30     57     206.086     633.908
299        30     58     207.833     639.447
300        34      7     402.197     377.617
301        34      8     401.933     372.906
302        34      9     393.539     379.911
303        34     10     391.953     366.350
304        34     11     400.619     376.498
305        34     12     412.797     386.746
306        34     13     413.907     389.282
307        34     14     406.904     401.240
308        34     15     404.900     403.402
309        34     16     401.251     407.299
310        34     17     391.032     405.874
311        34     18     391.234     399.740
312        34     19     382.769     396.167
313        34     20     384.548     407.461
314        34     21     388.605     410.148
315        34     22     402.139     408.848
316        34     23     400.122     408.064
317        34     24     402.014     404.487
318        34     25     419.145     411.802
319        34     26     423.480     406.351
320        34     27     433.673     401.930
321        34     28     426.616     397.735
322        34     29     428.870     396.975
323        34     30     432.612     395.895
324        34     31     447.573     400.874
325        34     32     458.249     400.404
326        34     33     459.784     394.892
327        34     34     458.539     395.221
328        34     35     459.504     388.801
329        34     36     459.352     382.681
330        34     37     461.715     393.527
331        34     38     460.781     396.930
332        34     39     476.039     412.924
333        34     40     470.953     416.806
334        34     41     471.269     417.017
335        34     42     473.429     420.478
336        34     43     483.728     414.270
337        34     44     470.883     426.718
338        34     45     462.613     437.047
339        34     46     456.925     429.612
340        34     47     461.451     429.930
341        34     48     475.867     436.800
342        34     49     476.019     425.102
343        34     50     470.150     428.917
344        34     51     471.729     424.322
345        34     52     470.835     425.928
346        34     53     466.428     430.724
347        34     54     462.002     430.776
348        34     55     462.546     440.219
349        34     56     477.080     446.762
350        34     57     484.247     444.220
351        34     58     474.550     448.273
352        34     59     471.248     423.724
353        34     60     469.510     421.143
354        34     61     475.946     418.576
355        34     62     476.334     414.471
356        34     63     472.843     417.071
357        34     64     475.142     426.472
358        34     65     469.617     414.353
359        34     66     472.099     417.487
360        34     67     474.624     420.865
361        34     68     477.697     425.121
362        53     15     377.140     459.265
363        53     16     378.517     466.923
364        53     17     398.206     464.335
365        53     18     401.402     461.474
366        53     19     381.313     463.517
367        53     20     384.239     465.250
368        53     21     375.482     465.719
369        53     22     382.745     475.960
370        53     23     392.566     469.366
371        53     24     409.655     468.101
372        53     25     404.508     473.970
373        53     26     395.422     477.702
374        53     27     390.794     465.606
375        53     28     398.256     459.251
376        53     29     411.426     463.013
377        53     30     405.603     473.453
378        53     31     418.980     460.660
379        53     32     412.618     473.094
380        53     33     399.067     474.510
381        53     34     391.457     475.875
382        53     35     393.428     475.387
383        53     36     413.380     462.424
384        53     37     415.290     456.726
385        53     38     406.233     465.345
386        53     40     407.501     472.221
387        53     41     405.204     474.372
388        53     42     396.070     478.240
389        53     43     396.795     474.071
390        58     16     279.037     372.523
391        58     17     280.747     378.921
392        58     18     278.147     384.321
393        58     19     277.253     380.459
394        58     20     272.156     383.134
395        58     21     279.630     382.058
396        58     22     275.414     378.199
397        58     23     270.891     383.715
398        58     24     267.045     384.248
399        58     25     266.641     375.483
400        58     26     251.288     376.934
401        58     27     257.644     372.286
402        58     28     269.226     367.269
403        58     29     276.146     370.591
404        58     30     274.707     372.308
405        58     31     266.715     369.211
406        58     32     270.699     376.338
407        58     33     267.937     376.873
408        58     34     273.043     374.728
409        58     35     269.206     373.955
410        58     37     265.128     374.650
411        58     38     266.229     372.740
412        58     39     272.199     369.797
413        58     40     272.224     371.092
414        58     41     269.717     374.851
415        58     42     269.130     376.710
416        58     43     261.499     374.785
417        58     44     264.022     372.570
418        58     45     263.446     377.651
419        58     46     269.560     379.170
420        58     47     266.521     378.593
421        58     48     267.104     380.032
422        58     49     263.144     375.676
423        58     50     268.929     384.574
424        58     51     266.277     383.400
425        58     52     264.162     387.300
