Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_8,79,0,0,0,0,0,78,0,78,51.208,8,8,213.720,167.799,0,5.906,24.762,0.256,4.347,5.068,5.067,5.897,4.128,5.164,0.392
Track_9,97,0,0,0,0,0,96,0,96,62.878,9,9,619.075,187.167,0,3.560,24.175,0.133,2.618,3.518,5.208,5.743,3.665,5.229,0.357
Track_34,85,1,1,0,0,0,85,11,96,35.287,34,34,523.687,381.555,0,4.995,21.314,0.416,3.010,4.964,4.735,5.477,3.549,4.559,0.542
Track_47,74,2,4,0,0,0,79,17,96,49.699,47,47,121.031,553.813,0,8.271,21.342,0.807,7.068,4.998,4.676,5.836,3.034,4.802,0.653
Track_58,30,0,0,0,0,0,29,23,52,65.852,58,58,422.660,407.961,0,9.068,24.033,1.092,7.567,6.312,4.871,5.473,4.478,4.856,0.263
Track_69,23,0,0,0,0,0,22,32,54,30.957,69,69,225.903,163.313,0,7.778,20.465,0.418,7.479,5.005,4.790,5.621,4.243,4.771,0.288
Track_72,46,0,0,0,0,0,45,36,81,46.693,72,72,284.728,379.326,0,5.620,15.241,0.740,4.701,3.648,5.395,5.735,4.865,5.450,0.200
Track_76,28,2,2,0,0,0,30,39,69,105.997,76,76,339.154,436.739,0,10.424,24.669,1.234,8.233,6.900,5.024,6.008,3.436,5.109,0.447
Track_90,42,1,2,0,0,0,43,53,96,17.942,90,90,130.241,515.687,0,7.639,23.327,0.851,5.838,5.457,4.774,5.136,4.248,4.781,0.213
Track_95,26,1,3,0,0,0,28,55,83,52.729,95,95,198.443,150.425,0,8.496,24.054,2.052,6.799,5.676,4.463,5.502,3.798,4.501,0.353
