Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID36281 : ID36264),8,36281,36264,419.548,0.500,220.111,168.375,0,20.483,20.483,None
(ID36264 : ID36225),8,36264,36225,19.431,1.500,217.621,179.114,0,4.408,4.408,None
(ID36225 : ID36243),8,36225,36243,5.218,2.500,215.798,180.713,0,2.284,2.284,None
(ID36243 : ID36300),8,36243,36300,4.323,3.500,215.087,181.916,0,2.079,2.079,None
(ID36300 : ID36318),8,36300,36318,51.500,4.500,214.769,178.508,0,7.176,7.176,None
(ID36318 : ID36338),8,36318,36338,30.137,5.500,216.756,172.559,0,5.490,5.490,None
(ID36338 : ID36358),8,36338,36358,153.511,6.500,215.225,175.651,0,12.390,12.390,None
(ID36358 : ID36378),8,36358,36378,21.400,7.500,213.091,183.390,0,4.626,4.626,None
(ID36378 : ID36399),8,36378,36399,3.795,8.500,213.199,184.808,0,1.948,1.948,None
(ID36399 : ID36418),8,36399,36418,2.933,9.500,211.784,183.958,0,1.713,1.713,None
(ID36418 : ID36437),8,36418,36437,10.848,10.500,212.034,185.125,0,3.294,3.294,None
(ID36437 : ID36455),8,36437,36455,16.762,11.500,211.248,185.559,0,4.094,4.094,None
(ID36455 : ID36472),8,36455,36472,23.393,12.500,209.174,182.360,0,4.837,4.837,None
(ID36472 : ID36491),8,36472,36491,11.603,13.500,209.877,181.402,0,3.406,3.406,None
(ID36491 : ID36509),8,36491,36509,6.245,14.500,210.589,184.093,0,2.499,2.499,None
(ID36509 : ID36527),8,36509,36527,8.497,15.500,211.060,184.024,0,2.915,2.915,None
(ID36527 : ID36543),8,36527,36543,0.066,16.500,211.820,182.778,0,0.256,0.256,None
(ID36543 : ID36559),8,36543,36559,1.492,17.500,211.955,183.449,0,1.222,1.222,None
(ID36559 : ID36577),8,36559,36577,4.790,18.500,211.021,183.529,0,2.189,2.189,None
(ID36577 : ID36596),8,36577,36596,4.964,19.500,210.390,184.063,0,2.228,2.228,None
