Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_0,24,1,3,0,0,0,26,0,26,18.133,0,0,655.983,61.028,0,3.819,18.756,0.000,2.699,4.029,5.005,5.411,4.368,5.028,0.276
Track_7,95,1,2,0,0,0,96,0,96,25.581,7,7,410.374,235.182,0,3.379,14.841,0.199,2.706,2.588,5.160,5.930,4.235,5.328,0.485
Track_18,97,0,0,0,0,0,96,0,96,18.415,18,18,222.337,519.330,0,1.904,17.467,0.102,1.397,2.525,6.005,6.241,5.753,6.001,0.108
Track_19,31,0,0,0,0,0,30,0,30,20.149,19,19,438.367,547.666,0,4.991,12.576,0.562,4.356,3.207,4.513,5.341,3.473,4.387,0.500
Track_21,97,0,0,0,0,0,96,0,96,29.019,21,21,28.262,578.530,0,0.985,8.897,0.028,0.366,1.634,4.315,5.181,3.928,4.131,0.355
Track_23,21,3,3,0,0,0,25,0,25,19.379,23,23,660.893,61.441,0,3.327,15.400,0.209,2.600,3.486,4.681,5.698,3.690,4.758,0.451
Track_26,43,0,0,0,0,0,42,6,48,46.699,26,26,193.588,115.112,0,8.894,22.022,0.729,7.987,5.056,5.456,5.848,4.788,5.574,0.310
Track_29,89,0,0,0,0,0,88,8,96,20.419,29,29,40.308,572.342,0,0.722,6.318,0.007,0.361,1.161,3.903,4.192,3.360,3.951,0.159
Track_32,90,0,0,0,0,0,89,7,96,32.501,32,32,616.194,120.977,0,2.319,9.444,0.225,1.981,1.658,3.993,4.492,3.415,4.044,0.270
Track_37,47,0,0,0,0,0,46,15,61,141.835,37,37,146.339,387.132,0,7.631,17.939,0.462,7.041,4.042,5.546,5.869,5.071,5.519,0.152
Track_40,32,0,0,0,0,0,31,19,50,27.300,40,40,11.135,618.620,0,5.215,11.974,0.650,4.773,3.128,4.382,4.991,3.420,4.446,0.344
Track_43,75,0,0,0,0,0,74,22,96,68.858,43,43,272.362,499.298,0,4.933,19.847,0.818,3.990,3.395,5.524,5.779,4.845,5.549,0.164
Track_47,30,0,0,0,0,0,29,32,61,15.852,47,47,395.969,247.490,0,4.473,13.826,0.389,3.708,3.505,4.477,5.090,3.676,4.556,0.307
Track_53,26,0,0,0,0,0,25,45,70,22.572,53,53,383.731,526.876,0,9.277,24.517,2.833,8.238,6.352,5.539,5.928,5.064,5.606,0.250
Track_56,38,1,3,0,0,0,40,56,96,46.570,56,56,34.253,623.545,0,5.862,17.825,0.416,4.955,4.297,4.656,4.921,3.616,4.724,0.276
Track_59,35,0,0,0,0,0,34,62,96,29.060,59,59,93.272,143.810,0,7.348,13.965,1.410,7.864,3.251,4.860,5.409,4.042,4.841,0.297
