Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID41493 : ID41551),10,41493,41551,15.077,0.500,292.498,458.386,0,3.883,3.883,None
(ID41551 : ID41514),10,41551,41514,284.696,1.500,299.285,454.433,0,16.873,16.873,None
(ID41514 : ID41532),10,41514,41532,498.977,2.500,299.370,459.762,0,22.338,22.338,None
(ID41532 : ID41570),10,41532,41570,95.739,3.500,296.110,468.881,0,9.785,9.785,None
(ID41570 : ID41608),10,41570,41608,9.575,4.500,301.695,468.900,0,3.094,3.094,None
(ID41608 : ID41589),10,41608,41589,15.127,5.500,300.624,467.762,0,3.889,3.889,None
(ID41589 : ID41625),10,41589,41625,18.457,6.500,299.616,469.840,0,4.296,4.296,None
(ID41625 : ID41640),10,41625,41640,9.033,7.500,301.896,472.437,0,3.005,3.005,None
(ID41640 : ID41657),10,41640,41657,23.249,8.500,304.554,471.074,0,4.822,4.822,None
(ID41657 : ID41690),10,41657,41690,40.058,9.500,308.426,467.194,0,6.329,6.329,None
(ID41690 : ID41674),10,41690,41674,476.439,10.500,318.427,457.352,0,21.827,21.827,None
(ID41674 : ID41708),10,41674,41708,11.522,11.500,324.413,448.485,0,3.394,3.394,None
(ID41708 : ID41724),10,41708,41724,5.586,12.500,324.058,448.046,0,2.363,2.363,None
(ID41724 : ID41756),10,41724,41756,151.004,13.500,321.765,443.362,0,12.288,12.288,None
(ID41756 : ID41740),10,41756,41740,69.834,14.500,321.507,441.003,0,8.357,8.357,None
(ID41740 : ID41773),10,41740,41773,41.763,15.500,321.667,442.501,0,6.462,6.462,None
(ID41773 : ID41791),10,41773,41791,12.115,16.500,319.338,442.849,0,3.481,3.481,None
(ID41791 : ID41808),10,41791,41808,0.857,17.500,320.440,444.406,0,0.926,0.926,None
(ID41808 : ID41824),10,41808,41824,62.381,18.500,317.882,441.797,0,7.898,7.898,None
(ID41824 : ID41840),10,41824,41840,121.656,19.500,317.408,434.355,0,11.030,11.030,None
(ID41840 : ID41856),10,41840,41856,113.038,20.500,316.506,433.510,0,10.632,10.632,None
(ID41856 : ID41872),10,41856,41872,17.332,21.500,315.142,437.638,0,4.163,4.163,None
(ID41872 : ID41889),10,41872,41889,78.865,22.500,319.015,441.779,0,8.881,8.881,None
(ID41889 : ID41905),10,41889,41905,7.890,23.500,319.684,446.684,0,2.809,2.809,None
