Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_7,97,0,0,0,0,0,96,0,96,44.597,7,7,449.024,231.364,0,3.532,16.609,0.223,2.920,2.903,5.077,5.367,4.560,5.088,0.155
Track_13,97,0,0,0,0,0,96,0,96,23.122,13,13,531.120,514.507,0,0.764,23.074,0.051,0.420,2.334,4.359,4.517,4.131,4.365,0.099
Track_16,23,0,0,0,0,0,22,1,23,81.078,16,16,317.704,359.513,0,11.159,24.768,4.086,9.426,5.384,4.524,4.821,4.074,4.516,0.212
Track_20,91,0,0,0,0,0,90,6,96,63.302,20,20,277.305,527.772,0,4.145,18.556,0.177,2.885,3.768,5.324,5.522,5.059,5.339,0.097
Track_22,24,0,0,0,0,0,23,8,31,72.949,22,22,39.472,265.736,0,8.228,23.332,2.602,7.578,4.679,4.341,5.076,3.326,4.492,0.531
Track_28,43,1,1,0,0,0,43,12,55,20.708,28,28,619.902,336.818,0,4.674,21.568,0.426,2.807,5.080,5.060,5.531,4.144,5.123,0.336
Track_46,53,0,0,0,0,0,52,39,91,168.814,46,46,207.873,123.341,0,6.731,20.286,0.199,5.888,4.741,4.984,5.330,3.033,4.997,0.295
Track_47,38,2,3,0,0,0,41,41,82,30.464,47,47,221.785,368.066,0,6.405,24.028,0.434,5.179,4.934,4.226,4.804,3.073,4.362,0.434
Track_48,30,4,2,0,0,0,35,41,76,20.072,48,48,615.800,336.218,0,4.600,12.818,0.655,3.692,3.099,4.252,5.098,3.403,4.140,0.438
Track_65,27,1,1,0,0,0,27,69,96,23.714,65,65,648.852,512.415,0,5.481,10.130,0.650,5.892,2.843,4.296,4.806,3.144,4.410,0.423
Track_67,21,1,3,0,0,0,23,70,93,30.080,67,67,214.617,365.732,0,4.268,17.273,0.440,3.856,3.624,4.090,4.781,3.566,4.113,0.251
Track_70,18,1,4,0,0,0,21,75,96,18.270,70,70,217.534,363.199,0,5.609,24.072,1.148,3.174,6.170,4.030,4.796,3.166,4.145,0.411
