Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_0,26,4,1,0,0,0,29,0,29,60.483,0,0,160.884,134.849,0,11.099,24.479,3.022,10.037,6.157,4.486,5.300,3.224,4.698,0.564
Track_5,25,1,1,0,0,0,25,0,25,60.266,5,5,545.830,255.982,0,10.856,18.292,3.071,11.671,4.536,4.316,5.469,3.186,4.349,0.496
Track_6,34,0,0,0,0,0,33,0,33,111.116,6,6,555.773,218.127,0,8.648,23.836,0.641,7.606,6.504,5.124,5.951,4.227,5.133,0.538
Track_9,30,2,2,0,0,0,32,0,32,62.927,9,9,213.765,289.368,0,7.890,17.137,1.117,7.517,4.509,4.451,4.864,3.529,4.544,0.280
Track_10,97,0,0,0,0,0,96,0,96,189.496,10,10,499.875,427.250,0,7.604,21.753,0.759,6.995,5.005,4.515,5.033,3.138,4.646,0.401
Track_11,77,2,2,0,0,0,79,0,79,99.851,11,11,214.460,253.067,0,7.305,20.897,0.569,6.165,4.989,4.330,6.098,3.119,4.397,0.494
Track_14,91,0,0,0,0,0,90,0,90,31.905,14,14,272.787,279.123,0,3.127,15.288,0.107,2.260,3.059,4.731,6.065,4.388,4.652,0.286
Track_15,20,2,3,0,0,0,23,0,23,17.890,15,15,373.032,370.807,0,6.626,18.471,1.429,3.106,5.863,4.576,5.105,3.827,4.701,0.387
Track_18,37,0,0,0,0,0,36,0,36,49.333,18,18,355.016,566.742,0,7.461,24.794,0.226,5.716,5.849,5.369,5.958,4.522,5.527,0.409
Track_19,74,0,0,0,0,0,73,0,73,38.209,19,19,151.100,581.488,0,2.785,15.644,0.148,2.230,2.744,4.002,4.774,3.446,3.966,0.355
Track_30,24,1,2,0,0,0,25,3,28,42.366,30,30,470.380,510.610,0,14.375,24.696,0.791,13.819,6.203,4.838,5.060,4.649,4.795,0.110
Track_39,50,1,2,0,0,0,51,7,58,110.328,39,39,223.267,249.205,0,7.651,22.175,1.391,6.354,5.066,4.524,5.041,3.462,4.608,0.315
Track_49,43,0,0,0,0,0,42,11,53,73.987,49,49,511.471,32.798,0,11.051,23.679,0.889,11.079,6.086,4.524,5.038,3.602,4.651,0.351
Track_56,69,0,0,0,0,0,68,13,81,30.247,56,56,275.865,266.325,0,3.778,18.729,0.445,2.945,2.956,4.839,5.204,4.519,4.818,0.177
Track_75,39,2,1,0,0,0,40,26,66,89.506,75,75,510.421,25.183,0,10.224,24.505,3.567,9.976,5.020,4.527,5.600,3.787,4.418,0.472
Track_89,26,1,3,0,0,0,28,31,59,73.746,89,89,437.172,438.839,0,13.497,24.661,0.062,13.734,6.816,4.846,5.084,4.259,4.886,0.156
Track_92,39,0,0,0,0,0,38,33,71,42.841,92,92,200.526,224.180,0,7.482,18.697,0.581,7.248,4.193,4.545,4.870,3.703,4.580,0.220
Track_96,63,0,0,0,0,0,62,34,96,37.740,96,96,340.416,236.395,0,3.825,19.126,0.400,2.709,3.320,5.167,5.424,4.950,5.170,0.108
Track_101,50,2,3,0,0,0,53,38,91,22.158,101,101,268.621,110.388,0,1.036,18.377,0.041,0.286,3.024,3.255,3.497,3.057,3.258,0.097
Track_103,29,3,2,0,0,0,32,37,69,23.138,103,103,427.184,364.767,0,7.368,23.277,0.603,6.471,5.381,4.288,4.821,3.383,4.315,0.367
Track_108,34,0,0,0,0,0,33,42,75,44.076,108,108,130.428,141.424,0,10.241,21.640,0.284,8.825,6.708,4.419,4.918,3.168,4.686,0.492
Track_110,36,1,1,0,0,0,36,41,77,53.987,110,110,431.568,368.179,0,10.311,24.418,2.940,8.698,6.002,3.911,5.050,3.062,3.984,0.550
