Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID14963,14963,7,4.711,452.287,249.773,0,0,0,7,1,-10921639,254.228,255,184,255,104996,5.817,15.775,0.523,30.023
ID14913,14913,7,4.643,454.981,250.520,0,1,1,7,1,-10921639,252.034,255,157,255,104090,12.946,15.570,0.511,13.161
ID14945,14945,7,4.560,456.486,253.572,0,2,2,7,1,-10921639,250.942,255,155,255,103639,14.205,15.441,0.490,11.612
ID14928,14928,7,4.806,456.088,252.746,0,3,3,7,1,-10921639,255.000,255,255,255,105315,0.000,18.205,0.542,Infinity
ID15000,15000,7,4.754,456.395,253.571,0,4,4,7,1,-10921639,254.927,255,239,255,105285,0.988,17.722,0.531,178.951
ID14982,14982,7,4.840,457.806,253.268,0,5,5,7,1,-10921639,254.777,255,219,255,105223,2.423,17.847,0.546,74.227
ID15018,15018,7,4.767,455.633,253.535,0,6,6,7,1,-10921639,254.937,255,235,255,105289,1.027,15.914,0.534,172.768
ID15036,15036,7,4.700,454.949,253.776,0,7,7,7,1,-10921639,255.000,255,255,255,105315,0.000,18.273,0.525,Infinity
ID15055,15055,7,4.949,455.856,252.850,0,8,8,7,1,-10921639,254.990,255,251,255,105311,0.197,17.940,0.566,936.740
ID15074,15074,7,5.029,454.706,249.370,0,9,9,7,1,-10921639,254.993,255,252,255,105312,0.148,17.599,0.580,1267.516
ID15093,15093,7,5.019,453.338,249.406,0,10,10,7,1,-10921639,254.995,255,253,255,105313,0.098,17.853,0.578,1898.352
ID15111,15111,7,5.168,454.758,252.743,0,11,11,7,1,-10921639,255.000,255,255,255,105315,0.000,17.565,0.603,Infinity
ID15149,15149,7,5.000,455.170,253.291,0,12,12,7,1,-10921639,254.932,255,235,255,105287,1.059,17.726,0.575,175.834
ID15129,15129,7,5.281,454.607,248.535,0,13,13,7,1,-10921639,254.964,255,241,255,105300,0.691,15.987,0.627,284.447
ID15167,15167,7,5.265,453.832,248.359,0,14,14,7,1,-10921639,254.877,255,229,255,105264,1.449,16.025,0.623,135.030
ID15185,15185,7,5.184,453.236,248.156,0,15,15,7,1,-10921639,254.969,255,242,255,105302,0.640,17.566,0.606,300.908
ID15201,15201,7,5.179,458.314,253.220,0,16,16,7,1,-10921639,254.973,255,249,255,105304,0.358,17.566,0.606,537.771
ID15219,15219,7,5.256,456.308,250.876,0,17,17,7,1,-10921639,255.000,255,255,255,105315,0.000,16.426,0.619,Infinity
ID15237,15237,7,5.140,456.612,249.264,0,18,18,7,1,-10921639,254.751,255,221,255,105212,2.462,16.051,0.601,77.666
ID15255,15255,7,5.005,457.730,249.869,0,19,19,7,1,-10921639,254.995,255,253,255,105313,0.098,16.054,0.577,1896.036
ID15274,15274,7,5.247,453.490,253.681,0,20,20,7,1,-10921639,254.959,255,238,255,105298,0.837,15.910,0.620,233.349
ID15291,15291,7,4.964,458.059,250.633,0,21,21,7,1,-10921639,255.000,255,255,255,105315,0.000,17.861,0.570,Infinity
ID15310,15310,7,5.245,457.116,251.077,0,22,22,7,1,-10921639,254.976,255,245,255,105305,0.492,16.075,0.619,396.274
ID15328,15328,7,5.367,454.530,248.146,0,23,23,7,1,-10921639,254.988,255,252,255,105310,0.177,16.008,0.642,1124.677
ID15361,15361,7,5.121,455.127,249.239,0,24,24,7,1,-10921639,255.000,255,255,255,105315,0.000,17.388,0.597,Infinity
ID15344,15344,7,5.218,454.129,249.298,0,25,25,7,1,-10921639,255.000,255,255,255,105315,0.000,16.955,0.613,Infinity
ID15377,15377,7,5.329,454.130,248.663,0,26,26,7,1,-10921639,254.903,255,240,255,105275,1.102,16.024,0.635,179.722
ID15394,15394,7,5.106,453.810,250.792,0,27,27,7,1,-10921639,255.000,255,255,255,105315,0.000,17.044,0.593,Infinity
ID15425,15425,7,5.338,453.986,249.174,0,28,28,7,1,-10921639,254.777,255,212,255,105223,2.529,16.312,0.636,78.289
ID15409,15409,7,5.240,453.592,250.059,0,29,29,7,1,-10921639,255.000,255,255,255,105315,0.000,16.814,0.616,Infinity
ID15440,15440,7,5.193,454.115,250.369,0,30,30,7,1,-10921639,254.990,255,251,255,105311,0.197,16.088,0.609,980.573
ID15455,15455,7,5.284,453.581,250.108,0,31,31,7,1,-10921639,255.000,255,255,255,105315,0.000,16.722,0.623,Infinity
ID15488,15488,7,5.217,452.611,251.484,0,32,32,7,1,-10921639,255.000,255,255,255,105315,0.000,16.452,0.613,Infinity
ID15472,15472,7,5.335,452.660,249.649,0,33,33,7,1,-10921639,254.886,255,228,255,105268,1.504,16.316,0.635,131.615
ID15503,15503,7,5.363,454.539,252.031,0,34,34,7,1,-10921639,254.840,255,223,255,105249,1.891,15.906,0.640,105.208
ID15519,15519,7,5.043,455.177,252.251,0,35,35,7,1,-10921639,254.935,255,233,255,105288,1.110,16.099,0.579,168.567
ID15534,15534,7,5.017,453.056,247.992,0,36,36,7,1,-10921639,255.000,255,255,255,105315,0.000,17.409,0.577,Infinity
ID15549,15549,7,5.141,453.044,251.325,0,37,37,7,1,-10921639,255.000,255,255,255,105315,0.000,16.254,0.600,Infinity
ID15566,15566,7,5.054,452.932,251.133,0,38,38,7,1,-10921639,254.954,255,237,255,105296,0.887,16.022,0.585,212.143
ID15582,15582,7,5.113,453.529,251.528,0,39,39,7,1,-10921639,255.000,255,255,255,105315,0.000,15.986,0.595,Infinity
ID15598,15598,7,5.051,453.495,252.122,0,40,40,7,1,-10921639,255.000,255,255,255,105315,0.000,16.603,0.583,Infinity
ID15614,15614,7,5.033,453.021,251.660,0,41,41,7,1,-10921639,254.978,255,246,255,105306,0.443,16.029,0.580,422.877
ID15631,15631,7,5.240,454.621,251.161,0,42,42,7,1,-10921639,254.990,255,251,255,105311,0.197,17.109,0.617,988.165
ID15681,15681,7,5.008,454.981,248.421,0,43,43,7,1,-10921639,255.000,255,255,255,105315,0.000,17.620,0.577,Infinity
ID15645,15645,7,4.939,452.901,249.100,0,44,44,7,1,-10921639,255.000,255,255,255,105315,0.000,17.695,0.565,Infinity
ID15663,15663,7,5.139,452.705,249.826,0,45,45,7,1,-10921639,254.794,255,213,255,105230,2.353,16.937,0.600,81.235
ID15697,15697,7,5.018,440.486,240.670,0,46,46,7,1,-10921639,255.000,255,255,255,105315,0.000,16.065,0.579,Infinity
ID15733,15733,7,5.051,446.502,225.188,0,47,47,7,1,-10921639,255.000,255,255,255,105315,0.000,17.550,0.583,Infinity
ID15752,15752,7,5.049,447.604,227.601,0,48,48,7,1,-10921639,255.000,255,255,255,105315,0.000,17.180,0.584,Infinity
ID15715,15715,7,4.954,445.886,225.241,0,49,49,7,1,-10921639,255.000,255,255,255,105315,0.000,17.599,0.568,Infinity
ID15772,15772,7,5.098,441.662,227.325,0,50,50,7,1,-10921639,255.000,255,255,255,105315,0.000,16.680,0.593,Infinity
ID15805,15805,7,4.976,441.996,227.144,0,51,51,7,1,-10921639,255.000,255,255,255,105315,0.000,17.335,0.570,Infinity
ID15788,15788,7,4.940,443.405,226.540,0,52,52,7,1,-10921639,255.000,255,255,255,105315,0.000,17.630,0.566,Infinity
ID15823,15823,7,5.039,441.739,229.041,0,53,53,7,1,-10921639,255.000,255,255,255,105315,0.000,16.550,0.583,Infinity
ID15841,15841,7,5.164,444.162,227.678,0,54,54,7,1,-10921639,254.860,255,230,255,105257,1.697,16.019,0.606,113.399
ID15860,15860,7,4.953,448.357,228.051,0,55,55,7,1,-10921639,254.981,255,247,255,105307,0.394,16.364,0.568,469.041
ID15894,15894,7,5.041,450.921,227.560,0,56,56,7,1,-10921639,254.983,255,248,255,105308,0.344,15.970,0.584,545.826
