Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID28293 : ID28352),4,28293,28352,214.521,0.500,287.107,390.911,0,14.647,14.647,None
(ID28352 : ID28384),4,28352,28384,290.834,2.500,290.064,395.020,0,5.685,17.054,None
(ID28384 : ID28447),4,28384,28447,86.807,4.500,282.171,403.861,0,9.317,9.317,None
(ID28447 : ID28475),4,28447,28475,149.960,5.500,283.547,406.392,0,12.246,12.246,None
(ID28475 : ID28415),4,28475,28415,32.780,6.500,290.886,410.418,0,5.725,5.725,None
(ID28415 : ID28533),4,28415,28533,343.266,7.500,290.145,421.918,0,18.527,18.527,None
(ID28533 : ID28561),4,28533,28561,91.450,8.500,283.211,430.953,0,9.563,9.563,None
(ID28561 : ID28504),4,28561,28504,121.491,9.500,282.468,434.728,0,11.022,11.022,None
(ID28504 : ID28590),4,28504,28590,584.829,10.500,278.583,447.614,0,24.183,24.183,None
(ID28590 : ID28619),4,28590,28619,308.624,11.500,266.626,464.550,0,17.568,17.568,None
(ID28619 : ID28647),4,28619,28647,15.164,12.500,264.306,473.273,0,3.894,3.894,None
(ID28647 : ID28674),4,28647,28674,7.550,13.500,264.650,474.117,0,2.748,2.748,None
(ID28674 : ID28700),4,28674,28700,2.936,14.500,264.013,474.480,0,1.714,1.714,None
(ID28700 : ID28726),4,28700,28726,204.483,15.500,261.553,468.524,0,14.300,14.300,None
(ID28726 : ID28756),4,28726,28756,137.536,16.500,260.386,467.630,0,11.728,11.728,None
(ID28756 : ID28784),4,28756,28784,138.688,17.500,257.701,476.664,0,11.777,11.777,None
(ID28784 : ID28813),4,28784,28813,136.434,18.500,253.644,474.392,0,11.680,11.680,None
(ID28813 : ID28872),4,28813,28872,98.168,19.500,249.915,470.896,0,9.908,9.908,None
(ID28872 : ID28895),4,28872,28895,182.693,20.500,242.046,467.412,0,13.516,13.516,None
(ID28895 : ID28843),4,28895,28843,68.595,21.500,234.752,463.243,0,8.282,8.282,None
(ID28843 : ID28921),4,28843,28921,119.439,22.500,235.547,461.924,0,10.929,10.929,None
(ID28921 : ID28976),4,28921,28976,61.542,23.500,237.274,456.318,0,7.845,7.845,None
(ID28298 : ID28357),8,28298,28357,115.594,0.500,535.240,511.153,0,10.751,10.751,None
(ID28357 : ID28327),8,28357,28327,175.775,1.500,535.827,509.414,0,13.258,13.258,None
(ID28327 : ID28266),8,28327,28266,187.576,2.500,533.061,496.432,0,13.696,13.696,None
(ID28266 : ID28389),8,28266,28389,99.745,3.500,532.501,484.604,0,9.987,9.987,None
(ID28389 : ID28449),8,28389,28449,3.731,4.500,532.200,480.585,0,1.931,1.931,None
