Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID119 : ID49),0,119,49,10.205,0.500,647.619,57.270,0,3.195,3.195,None
(ID49 : ID96),0,49,96,8.766,1.500,647.739,57.000,0,2.961,2.961,None
(ID96 : ID72),0,96,72,4.350,2.500,648.449,58.960,0,2.086,2.086,None
(ID72 : ID192),0,72,192,1.476,3.500,647.490,59.719,0,1.215,1.215,None
(ID192 : ID144),0,192,144,29.453,4.500,646.696,56.805,0,5.427,5.427,None
(ID144 : ID168),0,144,168,1.317,5.500,645.946,53.874,0,1.148,1.148,None
(ID168 : ID216),0,168,216,351.780,6.500,648.066,62.643,0,18.756,18.756,None
(ID216 : ID240),0,216,240,54.578,7.500,654.269,72.640,0,7.388,7.388,None
(ID240 : ID263),0,240,263,16.476,8.500,659.836,73.912,0,4.059,4.059,None
(ID263 : ID287),0,263,287,9.024,9.500,660.476,74.796,0,3.004,3.004,None
(ID287 : ID310),0,287,310,3.214,10.500,659.609,74.668,0,1.793,1.793,None
(ID310 : ID358),0,310,358,58.184,11.500,656.927,71.831,0,7.628,7.628,None
(ID358 : ID334),0,358,334,7.283,12.500,654.396,68.556,0,2.699,2.699,None
(ID334 : ID382),0,334,382,29.183,13.500,655.272,64.684,0,5.402,5.402,None
(ID382 : ID405),0,382,405,3.928,14.500,655.137,62.917,0,1.982,1.982,None
(ID405 : ID430),0,405,430,12.525,15.500,655.758,62.366,0,3.539,3.539,None
(ID430 : ID453),0,430,453,4.211,16.500,657.144,59.950,0,2.052,2.052,None
(ID453 : ID477),0,453,477,80.306,17.500,661.252,56.479,0,8.961,8.961,None
(ID477 : ID500),0,477,500,1.690,18.500,664.950,53.300,0,1.300,1.300,None
(ID500 : ID524),0,500,524,0.423,19.500,664.950,52.975,0,0.650,0.650,None
(ID524 : ID549),0,524,549,3.803,20.500,664.950,52.325,0,1.950,1.950,None
(ID549 : ID644),0,549,644,0.000,23.000,664.950,51.350,0,0.000,0.000,None
(ID644 : ID668),0,644,668,0.422,25.500,664.950,51.025,0,0.650,0.650,None
(ID124 : ID56),7,124,56,8.466,0.500,392.629,241.297,0,2.910,2.910,None
(ID56 : ID103),7,56,103,48.997,1.500,395.195,245.527,0,7.000,7.000,None
(ID103 : ID80),7,103,80,20.287,2.500,394.926,247.916,0,4.504,4.504,None
(ID80 : ID200),7,80,200,6.383,3.500,393.292,246.242,0,2.526,2.526,None
(ID200 : ID152),7,200,152,5.562,4.500,395.020,245.207,0,2.358,2.358,None
(ID152 : ID176),7,152,176,2.998,5.500,395.331,245.366,0,1.732,1.732,None
(ID176 : ID225),7,176,225,6.125,6.500,395.192,244.423,0,2.475,2.475,None
(ID225 : ID249),7,225,249,17.258,7.500,397.820,242.587,0,4.154,4.154,None
(ID249 : ID272),7,249,272,31.868,8.500,396.956,242.310,0,5.645,5.645,None
(ID272 : ID296),7,272,296,43.073,9.500,397.461,242.631,0,6.563,6.563,None
(ID296 : ID318),7,296,318,45.478,10.500,402.789,239.721,0,6.744,6.744,None
(ID318 : ID366),7,318,366,0.760,11.500,404.573,237.389,0,0.872,0.872,None
(ID366 : ID343),7,366,343,29.821,12.500,405.919,239.933,0,5.461,5.461,None
(ID343 : ID391),7,343,391,19.875,13.500,406.334,244.011,0,4.458,4.458,None
(ID391 : ID413),7,391,413,37.216,14.500,403.413,243.371,0,6.100,6.100,None
(ID413 : ID439),7,413,439,0.986,15.500,402.143,241.061,0,0.993,0.993,None
(ID439 : ID461),7,439,461,68.350,16.500,406.611,240.298,0,8.267,8.267,None
(ID461 : ID485),7,461,485,1.128,17.500,410.110,239.209,0,1.062,1.062,None
(ID485 : ID508),7,485,508,3.193,18.500,409.986,239.896,0,1.787,1.787,None
(ID508 : ID532),7,508,532,2.372,19.500,409.784,241.187,0,1.540,1.540,None
(ID532 : ID557),7,532,557,1.668,20.500,408.894,241.101,0,1.292,1.292,None
(ID557 : ID581),7,557,581,2.809,21.500,409.436,240.480,0,1.676,1.676,None
(ID581 : ID605),7,581,605,72.772,22.500,408.028,244.061,0,8.531,8.531,None
(ID605 : ID628),7,605,628,79.129,23.500,408.791,244.411,0,8.895,8.895,None
(ID628 : ID652),7,628,652,0.441,24.500,411.748,241.461,0,0.664,0.664,None
(ID652 : ID675),7,652,675,3.195,25.500,412.510,241.415,0,1.787,1.787,None
(ID675 : ID698),7,675,698,8.225,26.500,411.918,241.336,0,2.868,2.868,None
(ID698 : ID721),7,698,721,17.174,27.500,409.522,243.450,0,4.144,4.144,None
(ID721 : ID745),7,721,745,0.040,28.500,408.542,245.170,0,0.199,0.199,None
(ID745 : ID767),7,745,767,14.754,29.500,409.471,243.383,0,3.841,3.841,None
(ID767 : ID791),7,767,791,3.908,30.500,411.373,241.643,0,1.977,1.977,None
(ID791 : ID815),7,791,815,6.645,31.500,413.260,242.515,0,2.578,2.578,None
(ID815 : ID839),7,815,839,4.529,32.500,413.207,242.963,0,2.128,2.128,None
(ID839 : ID862),7,839,862,6.101,33.500,412.824,241.392,0,2.470,2.470,None
(ID862 : ID885),7,862,885,0.153,34.500,413.213,240.222,0,0.391,0.391,None
(ID885 : ID909),7,885,909,0.755,35.500,412.599,240.115,0,0.869,0.869,None
(ID909 : ID931),7,909,931,1.614,36.500,412.735,239.801,0,1.270,1.270,None
(ID931 : ID954),7,931,954,3.285,37.500,414.189,239.714,0,1.813,1.813,None
(ID954 : ID977),7,954,977,7.324,38.500,413.752,240.199,0,2.706,2.706,None
(ID977 : ID1000),7,977,1000,0.231,39.500,412.231,240.624,0,0.481,0.481,None
(ID1000 : ID1023),7,1000,1023,1.499,40.500,411.718,240.235,0,1.224,1.224,None
(ID1023 : ID1047),7,1023,1047,15.096,41.500,409.707,238.763,0,3.885,3.885,None
(ID1047 : ID1071),7,1047,1071,1.957,42.500,408.657,238.083,0,1.399,1.399,None
(ID1071 : ID1095),7,1071,1095,40.470,43.500,407.445,240.931,0,6.362,6.362,None
(ID1095 : ID1117),7,1095,1117,0.334,44.500,405.488,243.239,0,0.578,0.578,None
(ID1117 : ID1140),7,1117,1140,7.976,45.500,406.785,242.750,0,2.824,2.824,None
(ID1140 : ID1164),7,1140,1164,1.550,46.500,408.705,242.869,0,1.245,1.245,None
(ID1164 : ID1188),7,1164,1188,2.731,47.500,408.902,242.447,0,1.653,1.653,None
(ID1188 : ID1211),7,1188,1211,2.096,48.500,409.274,241.874,0,1.448,1.448,None
(ID1211 : ID1234),7,1211,1234,1.720,49.500,409.622,241.507,0,1.312,1.312,None
(ID1234 : ID1258),7,1234,1258,58.806,50.500,406.832,243.912,0,7.668,7.668,None
(ID1258 : ID1283),7,1258,1283,5.295,51.500,404.780,247.953,0,2.301,2.301,None
(ID1283 : ID1304),7,1283,1304,0.678,52.500,404.787,249.195,0,0.824,0.824,None
(ID1304 : ID1327),7,1304,1327,18.113,53.500,403.759,247.325,0,4.256,4.256,None
(ID1327 : ID1350),7,1327,1350,8.796,54.500,404.376,246.073,0,2.966,2.966,None
(ID1350 : ID1373),7,1350,1373,6.235,55.500,404.393,246.797,0,2.497,2.497,None
(ID1373 : ID1395),7,1373,1395,117.477,56.500,405.932,242.096,0,10.839,10.839,None
(ID1395 : ID1416),7,1395,1416,14.067,57.500,408.915,235.583,0,3.751,3.751,None
(ID1416 : ID1481),7,1416,1481,119.780,59.500,404.437,230.875,0,3.648,10.944,None
(ID1481 : ID1505),7,1481,1505,220.245,61.500,407.158,228.621,0,14.841,14.841,None
