Label,NUMBER_SPOTS,NUMBER_GAPS,LONGEST_GAP,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_ID,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TRACK_MAX_QUALITY,TRACK_MIN_QUALITY,TRACK_MEDIAN_QUALITY,TRACK_STD_QUALITY
Track_10,28,0,0,0,0,0,27,0,27,29.336,10,10,311.767,452.744,0,7.809,22.338,0.926,6.329,5.635,4.348,4.774,3.404,4.505,0.361
Track_20,92,1,3,0,0,0,94,2,96,125.808,20,20,254.703,40.236,0,6.413,24.257,0.117,4.461,5.802,4.891,5.528,3.359,4.983,0.294
Track_21,94,1,1,0,0,0,94,2,96,86.344,21,21,296.119,182.716,0,4.582,18.269,0.249,3.956,3.435,4.855,5.506,4.220,4.878,0.276
Track_32,27,0,0,0,0,0,26,13,39,32.040,32,32,173.408,319.084,0,3.431,8.724,0.393,3.471,2.048,4.818,4.959,4.516,4.841,0.120
Track_37,22,2,4,0,0,0,29,18,47,61.065,37,37,57.227,456.057,0,8.363,22.509,0.994,6.982,4.903,4.585,5.523,3.936,4.647,0.407
Track_43,70,0,0,0,0,0,69,27,96,69.110,43,43,575.268,598.885,0,6.874,18.430,0.743,6.083,4.272,4.471,4.799,3.637,4.485,0.176
Track_44,32,2,2,0,0,0,35,27,62,78.099,44,44,46.496,141.913,0,8.545,21.552,1.349,6.920,5.402,3.914,4.548,3.080,4.052,0.404
Track_47,28,1,2,0,0,0,29,30,59,72.597,47,47,45.872,393.731,0,10.357,21.498,2.001,11.415,6.402,4.746,5.194,3.283,4.865,0.383
Track_57,28,0,0,0,0,0,27,43,70,23.685,57,57,112.463,223.840,0,3.376,15.201,0.146,2.463,3.344,4.732,4.848,4.569,4.744,0.070
Track_66,30,0,0,0,0,0,29,55,84,33.313,66,66,179.684,377.705,0,12.504,23.944,3.389,10.752,5.899,4.313,4.828,3.370,4.416,0.371
Track_70,26,0,0,0,0,0,25,61,86,33.186,70,70,266.687,479.751,0,5.802,17.261,1.045,4.878,3.978,4.359,4.873,3.688,4.501,0.313
Track_72,22,1,1,0,0,0,22,63,85,63.014,72,72,610.059,32.567,0,8.964,20.534,1.306,7.864,5.258,3.902,4.400,3.096,4.061,0.321
Track_73,30,1,4,0,0,0,33,63,96,52.480,73,73,81.571,142.193,0,8.237,24.213,0.732,7.269,6.394,4.096,5.220,3.276,4.101,0.555
Track_74,21,2,2,0,0,0,24,62,86,51.311,74,74,47.767,399.895,0,6.757,15.609,0.893,6.607,3.847,4.545,5.314,3.381,4.568,0.569
Track_77,20,2,4,0,0,0,25,66,91,62.800,77,77,38.875,413.583,0,7.262,19.687,2.222,6.991,4.241,4.771,5.335,3.406,4.997,0.533
Track_80,22,0,0,0,0,0,21,68,89,44.870,80,80,403.291,333.758,0,7.134,14.075,1.586,6.121,3.642,4.906,5.102,4.514,4.954,0.155
Track_84,23,0,0,0,0,0,22,74,96,16.533,84,84,271.102,172.283,0,5.218,10.999,0.411,4.913,2.995,4.425,4.744,4.230,4.414,0.103
