Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID119,119,0,5.191,648.596,58.533,0,0,0,7,1,-10921639,216.714,255,0,255,89503,69.191,11.420,0.610,2.374
ID49,49,0,5.028,646.641,56.007,0,1,1,7,1,-10921639,224.567,255,24,255,92746,57.692,11.454,0.559,2.792
ID96,96,0,4.969,648.838,57.992,0,2,2,7,1,-10921639,226.339,255,11,255,93478,60.618,26.600,0.564,2.694
ID72,72,0,4.938,648.060,59.928,0,3,3,7,1,-10921639,218.901,255,4,255,90406,66.457,11.422,0.532,2.288
ID192,192,0,4.922,646.919,59.509,0,4,4,7,1,-10921639,213.143,255,0,255,88028,72.139,11.307,0.531,2.050
ID144,144,0,4.820,646.473,54.101,0,5,5,7,1,-10921639,223.770,255,15,255,92417,61.302,25.601,0.532,2.534
ID168,168,0,4.820,645.419,53.646,0,6,6,7,1,-10921639,214.019,255,0,255,88390,71.872,11.325,0.517,2.029
ID216,216,0,5.221,650.713,71.639,0,7,7,7,1,-10921639,210.886,255,0,255,87096,74.226,11.302,0.622,2.180
ID240,240,0,4.521,657.824,73.641,0,8,8,7,1,-10921639,193.816,255,0,255,80046,91.757,11.120,0.629,1.631
ID263,263,0,4.531,661.847,74.183,0,9,9,7,1,-10921639,219.947,255,0,255,90838,67.328,11.358,0.718,2.730
ID287,287,0,4.368,659.105,75.409,0,10,10,7,1,-10921639,209.361,255,0,255,86466,77.437,11.247,0.653,2.135
ID310,310,0,4.818,660.113,73.927,0,11,11,7,1,-10921639,221.073,255,0,255,91303,67.199,11.378,0.787,2.899
ID358,358,0,5.218,653.740,69.735,0,12,12,7,1,-10921639,214.504,255,0,255,88590,72.933,11.371,0.634,2.282
ID334,334,0,5.159,655.052,67.376,0,13,13,7,1,-10921639,220.189,255,0,255,90938,63.987,11.387,0.659,2.735
ID382,382,0,5.179,655.493,61.992,0,14,14,7,1,-10921639,216.920,255,21,255,89588,65.372,11.358,0.663,2.645
ID405,405,0,5.244,654.782,63.842,0,15,15,7,1,-10921639,212.719,255,7,255,87853,73.773,11.351,0.659,2.292
ID430,430,0,4.975,656.735,60.891,0,16,16,7,1,-10921639,204.104,255,0,255,84295,82.071,11.259,0.680,2.013
ID453,453,0,4.748,657.553,59.009,0,17,17,7,1,-10921639,206.920,255,0,255,85458,81.589,11.313,0.684,2.061
ID477,477,0,5.273,664.950,53.950,0,18,18,7,1,-10921639,183.252,255,0,255,75683,102.333,15.163,0.634,1.389
ID500,500,0,5.309,664.950,52.650,0,19,19,7,1,-10921639,173.772,238,0,255,71768,101.377,11.474,0.639,1.336
ID524,524,0,5.266,664.950,53.300,0,20,20,7,1,-10921639,166.467,221,0,255,68751,103.754,11.292,0.632,1.242
ID549,549,0,5.345,664.950,51.350,0,21,21,7,1,-10921639,165.920,212,0,255,68525,102.475,11.301,0.650,1.276
ID644,644,0,4.847,664.950,51.350,0,25,25,7,1,-10921639,180.930,255,0,255,74724,102.329,15.630,0.570,1.283
ID668,668,0,5.411,664.950,50.700,0,26,26,7,1,-10921639,183.867,255,0,255,75937,101.925,15.151,0.652,1.423
ID124,124,7,5.714,391.983,239.994,0,0,0,7,1,-10921639,230.002,255,73,255,94991,47.212,11.573,0.740,4.144
ID56,56,7,5.718,393.276,242.600,0,1,1,7,1,-10921639,226.366,255,85,255,93489,48.735,11.548,0.743,3.959
ID103,103,7,5.665,397.113,248.454,0,2,2,7,1,-10921639,222.927,255,60,255,92069,53.821,11.522,0.731,3.500
ID80,80,7,5.778,392.739,247.378,0,3,3,7,1,-10921639,227.835,255,73,255,94096,48.210,11.535,0.757,4.074
ID200,200,7,5.658,393.845,245.106,0,4,4,7,1,-10921639,228.814,255,70,255,94500,45.746,11.510,0.727,4.210
ID152,152,7,5.647,396.194,245.307,0,5,5,7,1,-10921639,224.884,255,56,255,92877,51.121,11.485,0.726,3.699
ID176,176,7,5.646,394.467,245.426,0,6,6,7,1,-10921639,229.533,255,68,255,94797,43.412,11.522,0.728,4.454
ID225,225,7,5.429,395.918,243.421,0,7,7,7,1,-10921639,226.801,255,64,255,93669,44.373,11.406,0.673,4.111
ID249,249,7,5.412,399.723,241.753,0,8,8,7,1,-10921639,222.630,255,85,255,91946,45.535,11.408,0.678,3.952
ID272,272,7,5.366,394.188,242.867,0,9,9,7,1,-10921639,225.707,255,98,255,93217,42.353,11.403,0.667,4.265
ID296,296,7,5.383,400.734,242.394,0,10,10,7,1,-10921639,223.019,255,86,255,92107,46.730,11.405,0.670,3.829
ID318,318,7,5.474,404.843,237.047,0,11,11,7,1,-10921639,213.896,255,71,255,88339,58.982,11.326,0.696,2.977
ID366,366,7,5.499,404.303,237.732,0,12,12,7,1,-10921639,222.620,255,86,255,91942,50.074,11.398,0.693,3.640
ID343,343,7,5.504,407.535,242.134,0,13,13,7,1,-10921639,222.441,255,74,255,91868,51.163,11.401,0.696,3.568
ID391,391,7,5.468,405.134,245.889,0,14,14,7,1,-10921639,206.983,255,33,255,85484,66.851,11.246,0.711,2.574
ID413,413,7,5.260,401.692,240.852,0,15,15,7,1,-10921639,234.211,255,121,255,96729,35.382,11.445,0.634,5.136
ID439,439,7,5.195,402.593,241.270,0,16,16,7,1,-10921639,225.581,255,79,255,93165,45.723,11.399,0.621,3.781
ID461,461,7,5.231,410.628,239.325,0,17,17,7,1,-10921639,226.455,255,90,255,93526,44.006,11.412,0.626,3.964
ID485,485,7,5.317,409.592,239.094,0,18,18,7,1,-10921639,229.995,255,110,255,94988,39.612,11.483,0.643,4.546
ID508,508,7,5.272,410.380,240.698,0,19,19,7,1,-10921639,220.230,255,59,255,90955,53.605,11.322,0.644,3.219
ID532,532,7,5.440,409.189,241.675,0,20,20,7,1,-10921639,217.039,255,73,255,89637,56.628,11.372,0.696,3.147
ID557,557,7,5.484,408.599,240.526,0,21,21,7,1,-10921639,231.184,255,92,255,95479,40.165,11.504,0.682,4.669
ID581,581,7,5.531,410.273,240.434,0,22,22,7,1,-10921639,230.024,255,85,255,95000,43.164,11.479,0.695,4.370
ID605,605,7,5.748,405.784,247.688,0,23,23,7,1,-10921639,223.206,255,53,255,92184,51.635,11.456,0.754,3.717
ID628,628,7,5.729,411.798,241.133,0,24,24,7,1,-10921639,224.356,255,68,255,92659,50.232,11.476,0.750,3.827
ID652,652,7,5.668,411.699,241.790,0,25,25,7,1,-10921639,219.373,255,73,255,90601,54.608,11.428,0.737,3.408
ID675,675,7,5.747,413.321,241.041,0,26,26,7,1,-10921639,216.453,255,51,255,89395,58.980,11.428,0.759,3.168
ID698,698,7,5.836,410.515,241.632,0,27,27,7,1,-10921639,222.383,255,52,255,91844,53.713,11.464,0.778,3.623
ID721,721,7,5.825,408.529,245.269,0,28,28,7,1,-10921639,220.860,255,43,255,91215,55.856,11.435,0.780,3.466
ID745,745,7,5.896,408.556,245.072,0,29,29,7,1,-10921639,215.245,255,42,255,88896,60.169,11.393,0.805,3.192
ID767,767,7,5.831,410.386,241.695,0,30,30,7,1,-10921639,217.772,255,49,255,89940,56.449,11.403,0.784,3.391
ID791,791,7,5.930,412.360,241.592,0,31,31,7,1,-10921639,214.107,255,44,255,88426,62.784,11.401,0.820,3.072
