Label,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,VELOCITY,DISPLACEMENT,MANUAL_COLOR
(ID19936 : ID19992),0,19936,19992,131.053,0.500,149.947,103.557,0,11.448,11.448,None
(ID19992 : ID19908),0,19992,19908,65.226,1.500,151.670,102.184,0,8.076,8.076,None
(ID19908 : ID19965),0,19908,19965,51.320,2.500,152.503,109.663,0,7.164,7.164,None
(ID19965 : ID20021),0,19965,20021,380.002,4.000,158.433,104.708,0,9.747,19.494,None
(ID20021 : ID20080),0,20021,20080,599.212,5.500,155.030,105.259,0,24.479,24.479,None
(ID20080 : ID20108),0,20080,20108,100.751,6.500,150.413,110.853,0,10.037,10.037,None
(ID20108 : ID20137),0,20108,20137,203.312,7.500,147.596,110.316,0,14.259,14.259,None
(ID20137 : ID20220),0,20137,20220,36.942,9.000,142.489,115.810,0,3.039,6.078,None
(ID20220 : ID20192),0,20220,20192,504.737,10.500,146.747,129.360,0,22.466,22.466,None
(ID20192 : ID20250),0,20192,20250,29.515,11.500,150.052,142.906,0,5.433,5.433,None
(ID20250 : ID20325),0,20250,20325,143.240,12.500,155.443,149.009,0,11.968,11.968,None
(ID20325 : ID20299),0,20325,20299,10.752,13.500,161.735,153.312,0,3.279,3.279,None
(ID20299 : ID20352),0,20299,20352,137.976,15.000,160.631,159.502,0,5.873,11.746,None
(ID20352 : ID20380),0,20352,20380,346.654,16.500,149.854,160.572,0,18.619,18.619,None
(ID20380 : ID20408),0,20380,20408,76.542,17.500,144.126,152.774,0,8.749,8.749,None
(ID20408 : ID20433),0,20408,20433,141.873,18.500,152.628,149.566,0,11.911,11.911,None
(ID20433 : ID20482),0,20433,20482,151.187,20.000,164.084,147.180,0,6.148,12.296,None
(ID20482 : ID20537),0,20482,20537,95.947,21.500,169.434,139.558,0,9.795,9.795,None
(ID20537 : ID20510),0,20537,20510,545.750,22.500,180.862,133.197,0,23.361,23.361,None
(ID20510 : ID20565),0,20510,20565,27.477,23.500,191.097,133.976,0,5.242,5.242,None
